temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco,year,date,location,associated_race
17.2,11.7,70.0,0.0,,30.0,7.6,,1023.6,,No Rain,1992,1992-10-08 00:00:00, Charlotte, Charlotte_1992-10-11 00:00:00
18.3,17.1,93.0,7.6,,120.0,16.6,,1019.0,,Heavy Rain,1992,1992-10-09 00:00:00, Charlotte, Charlotte_1992-10-11 00:00:00
20.6,13.3,63.0,0.0,,220.0,13.0,,1014.5,,No Rain,1992,1992-10-10 00:00:00, Charlotte, Charlotte_1992-10-11 00:00:00
18.3,8.3,52.0,0.0,,220.0,9.4,,1015.9,,No Rain,1992,1992-10-11 00:00:00, Charlotte, Charlotte_1992-10-11 00:00:00
15.6,2.0,40.0,0.0,,340.0,16.6,,1013.5,,No Rain,1992,1992-10-12 00:00:00, Charlotte, Charlotte_1992-10-11 00:00:00
15.0,7.3,60.0,0.0,,190.0,13.0,,1013.8,,No Rain,1992,1992-10-13 00:00:00, Charlotte, Charlotte_1992-10-11 00:00:00
18.3,11.6,65.0,0.0,,190.0,9.4,,1017.1,,No Rain,1992,1992-10-14 00:00:00, Charlotte, Charlotte_1992-10-11 00:00:00
26.6,12.3,41.0,0.0,,240.0,5.4,,1006.3,,No Rain,1992,1992-10-29 00:00:00, Phoenix, Phoenix_1992-11-01 00:00:00
23.8,7.8,36.0,0.0,,210.0,14.8,,1008.1,,No Rain,1992,1992-10-30 00:00:00, Phoenix, Phoenix_1992-11-01 00:00:00
25.0,11.6,43.0,0.0,,230.0,3.6,,1008.5,,No Rain,1992,1992-10-31 00:00:00, Phoenix, Phoenix_1992-11-01 00:00:00
26.1,6.7,29.0,0.0,,220.0,18.7,,1011.3,,No Rain,1992,1992-11-01 00:00:00, Phoenix, Phoenix_1992-11-01 00:00:00
25.0,-1.8,17.0,0.0,,170.0,10.8,,1014.6,,No Rain,1992,1992-11-02 00:00:00, Phoenix, Phoenix_1992-11-01 00:00:00
26.1,2.7,22.0,0.0,,190.0,18.4,,1008.0,,No Rain,1992,1992-11-03 00:00:00, Phoenix, Phoenix_1992-11-01 00:00:00
21.6,-14.1,8.0,0.0,,10.0,36.7,,1015.0,,No Rain,1992,1992-11-04 00:00:00, Phoenix, Phoenix_1992-11-01 00:00:00
13.9,12.1,89.0,0.0,,100.0,14.8,,1022.4,,No Rain,1992,1992-11-12 00:00:00, Atlanta, Atlanta_1992-11-15 00:00:00
16.1,16.1,100.0,0.0,,250.0,16.6,,1007.7,,No Rain,1992,1992-11-13 00:00:00, Atlanta, Atlanta_1992-11-15 00:00:00
7.8,-2.3,49.0,0.0,,280.0,11.2,,1021.2,,No Rain,1992,1992-11-14 00:00:00, Atlanta, Atlanta_1992-11-15 00:00:00
10.6,1.7,54.0,0.0,,230.0,13.0,,1022.2,,No Rain,1992,1992-11-15 00:00:00, Atlanta, Atlanta_1992-11-15 00:00:00
7.2,-0.1,60.0,0.0,,320.0,16.6,,1026.3,,No Rain,1992,1992-11-16 00:00:00, Atlanta, Atlanta_1992-11-15 00:00:00
8.3,1.7,63.0,0.0,,120.0,14.8,,1028.1,,No Rain,1992,1992-11-17 00:00:00, Atlanta, Atlanta_1992-11-15 00:00:00
12.8,4.5,57.0,0.0,,90.0,7.6,,1023.9,,No Rain,1992,1992-11-18 00:00:00, Atlanta, Atlanta_1992-11-15 00:00:00
4.4,-9.4,36.0,0.0,,340.0,16.6,,1013.5,,No Rain,1992,1992-03-12 00:00:00, Atlanta, Atlanta_1992-03-15 00:00:00
11.7,-3.3,35.0,0.0,,240.0,16.6,,1010.4,,No Rain,1992,1992-03-13 00:00:00, Atlanta, Atlanta_1992-03-15 00:00:00
6.7,-7.3,36.0,0.0,,310.0,14.8,,1016.9,,No Rain,1992,1992-03-14 00:00:00, Atlanta, Atlanta_1992-03-15 00:00:00
15.0,-2.9,29.0,0.0,,320.0,22.3,,1013.9,,No Rain,1992,1992-03-15 00:00:00, Atlanta, Atlanta_1992-03-15 00:00:00
10.0,-6.0,32.0,0.0,,330.0,33.5,,1017.7,,No Rain,1992,1992-03-16 00:00:00, Atlanta, Atlanta_1992-03-15 00:00:00
12.8,-11.7,17.0,0.0,,190.0,11.2,,1022.9,,No Rain,1992,1992-03-17 00:00:00, Atlanta, Atlanta_1992-03-15 00:00:00
19.4,-0.1,27.0,0.0,,190.0,13.0,,1018.4,,No Rain,1992,1992-03-18 00:00:00, Atlanta, Atlanta_1992-03-15 00:00:00
7.2,2.9,74.0,0.0,,120.0,5.4,,1026.9,,No Rain,1992,1992-03-05 00:00:00, Richmond, Richmond_1992-03-08 00:00:00
9.4,6.1,80.0,0.0,,170.0,0.0,,1023.9,,No Rain,1992,1992-03-06 00:00:00, Richmond, Richmond_1992-03-08 00:00:00
8.3,7.2,93.0,0.0,,70.0,16.6,,1023.6,,No Rain,1992,1992-03-07 00:00:00, Richmond, Richmond_1992-03-08 00:00:00
13.3,10.7,84.0,0.0,,240.0,0.0,,1008.5,,No Rain,1992,1992-03-08 00:00:00, Richmond, Richmond_1992-03-08 00:00:00
15.6,7.9,60.0,0.0,,340.0,11.2,,1013.5,,No Rain,1992,1992-03-09 00:00:00, Richmond, Richmond_1992-03-08 00:00:00
13.9,6.0,59.0,0.0,,150.0,13.0,,1015.4,,No Rain,1992,1992-03-10 00:00:00, Richmond, Richmond_1992-03-08 00:00:00
12.8,10.5,86.0,0.0,,160.0,7.6,,998.3,,No Rain,1992,1992-03-11 00:00:00, Richmond, Richmond_1992-03-08 00:00:00
20.6,8.3,45.0,0.0,,220.0,13.0,,1018.0,,No Rain,1992,1992-04-23 00:00:00, Martinsville, Martinsville_1992-04-26 00:00:00
22.2,6.8,37.0,0.0,,160.0,13.0,,1019.4,,No Rain,1992,1992-04-24 00:00:00, Martinsville, Martinsville_1992-04-26 00:00:00
24.4,12.4,47.0,0.3,,250.0,18.7,,1007.2,,Light Rain,1992,1992-04-25 00:00:00, Martinsville, Martinsville_1992-04-26 00:00:00
13.9,0.2,39.0,0.0,,330.0,29.5,,1008.5,,No Rain,1992,1992-04-26 00:00:00, Martinsville, Martinsville_1992-04-26 00:00:00
10.6,1.1,52.0,0.0,,10.0,14.8,,1013.1,,No Rain,1992,1992-04-27 00:00:00, Martinsville, Martinsville_1992-04-26 00:00:00
11.7,2.7,54.0,0.0,,300.0,16.6,,1015.0,,No Rain,1992,1992-04-28 00:00:00, Martinsville, Martinsville_1992-04-26 00:00:00
10.0,3.9,66.0,0.0,,10.0,14.8,,1017.0,,No Rain,1992,1992-04-29 00:00:00, Martinsville, Martinsville_1992-04-26 00:00:00
3.9,-1.1,70.0,0.0,,290.0,14.8,,1011.7,,No Rain,1992,1992-04-02 00:00:00, Bristol, Bristol_1992-04-05 00:00:00
1.7,-6.1,56.0,0.0,,320.0,20.5,,1014.1,,No Rain,1992,1992-04-03 00:00:00, Bristol, Bristol_1992-04-05 00:00:00
5.0,-7.2,41.0,0.0,,220.0,11.2,,1008.8,,No Rain,1992,1992-04-04 00:00:00, Bristol, Bristol_1992-04-05 00:00:00
5.6,-1.1,62.0,0.0,,320.0,27.7,,1009.4,,No Rain,1992,1992-04-05 00:00:00, Bristol, Bristol_1992-04-05 00:00:00
9.4,-6.1,33.0,0.0,,80.0,5.4,,1021.9,,No Rain,1992,1992-04-06 00:00:00, Bristol, Bristol_1992-04-05 00:00:00
13.9,-0.9,36.0,0.0,,240.0,5.4,,1020.0,,No Rain,1992,1992-04-07 00:00:00, Bristol, Bristol_1992-04-05 00:00:00
10.6,8.9,89.0,0.0,,250.0,5.4,,1016.6,,No Rain,1992,1992-04-08 00:00:00, Bristol, Bristol_1992-04-05 00:00:00
21.7,3.8,31.0,0.0,,50.0,13.0,,1025.6,,No Rain,1992,1992-05-21 00:00:00, Charlotte, Charlotte_1992-05-24 00:00:00
23.9,2.7,25.0,0.0,,80.0,11.2,,1025.5,,No Rain,1992,1992-05-22 00:00:00, Charlotte, Charlotte_1992-05-24 00:00:00
26.1,3.3,23.0,0.0,,10.0,7.6,,1021.3,,No Rain,1992,1992-05-23 00:00:00, Charlotte, Charlotte_1992-05-24 00:00:00
29.4,5.5,22.0,0.0,,90.0,5.4,,1013.9,,No Rain,1992,1992-05-24 00:00:00, Charlotte, Charlotte_1992-05-24 00:00:00
28.9,11.9,35.0,0.0,,330.0,13.0,,1008.7,,No Rain,1992,1992-05-25 00:00:00, Charlotte, Charlotte_1992-05-24 00:00:00
19.4,14.4,73.0,0.0,,40.0,13.0,,1011.9,,No Rain,1992,1992-05-26 00:00:00, Charlotte, Charlotte_1992-05-24 00:00:00
17.8,15.1,84.0,0.0,,110.0,7.6,,1011.7,,No Rain,1992,1992-05-27 00:00:00, Charlotte, Charlotte_1992-05-24 00:00:00
15.0,6.8,58.0,0.0,,300.0,11.2,,1014.4,,No Rain,1992,1992-05-28 00:00:00, Dover, Dover_1992-05-31 00:00:00
18.9,5.0,40.0,0.0,,360.0,13.0,,1020.6,,No Rain,1992,1992-05-29 00:00:00, Dover, Dover_1992-05-31 00:00:00
18.3,8.8,54.0,0.0,,140.0,18.7,,1024.3,,No Rain,1992,1992-05-30 00:00:00, Dover, Dover_1992-05-31 00:00:00
16.1,16.1,100.0,1.0,,130.0,18.7,,1021.7,,Light Rain,1992,1992-05-31 00:00:00, Dover, Dover_1992-05-31 00:00:00
20.0,16.0,78.0,0.0,,250.0,7.6,,1011.9,,No Rain,1992,1992-06-01 00:00:00, Dover, Dover_1992-05-31 00:00:00
18.3,14.0,76.0,0.0,,320.0,11.2,,1012.4,,No Rain,1992,1992-06-02 00:00:00, Dover, Dover_1992-05-31 00:00:00
21.1,15.0,68.0,0.0,,230.0,13.0,,1015.8,,No Rain,1992,1992-06-03 00:00:00, Dover, Dover_1992-05-31 00:00:00
23.9,8.7,38.0,0.0,,350.0,16.6,,1013.6,,No Rain,1992,1992-06-11 00:00:00, Pocono, Pocono_1992-06-14 00:00:00
26.1,5.6,27.0,0.0,,340.0,11.2,,1017.0,,No Rain,1992,1992-06-12 00:00:00, Pocono, Pocono_1992-06-14 00:00:00
25.0,11.2,42.0,0.0,,230.0,16.6,,1015.8,,No Rain,1992,1992-06-13 00:00:00, Pocono, Pocono_1992-06-14 00:00:00
25.0,10.5,40.0,0.0,,190.0,27.7,,1012.1,,No Rain,1992,1992-06-14 00:00:00, Pocono, Pocono_1992-06-14 00:00:00
26.7,16.6,54.0,0.0,,210.0,16.6,,1010.9,,No Rain,1992,1992-06-15 00:00:00, Pocono, Pocono_1992-06-14 00:00:00
24.4,8.4,36.0,0.0,,350.0,20.5,,1017.1,,No Rain,1992,1992-06-16 00:00:00, Pocono, Pocono_1992-06-14 00:00:00
24.4,12.4,47.0,0.0,,190.0,11.2,,1023.0,,No Rain,1992,1992-06-17 00:00:00, Pocono, Pocono_1992-06-14 00:00:00
30.6,19.0,50.0,0.0,,190.0,33.5,,1007.3,,No Rain,1992,1992-06-18 00:00:00, Michigan, Michigan_1992-06-21 00:00:00
25.6,19.0,67.0,0.0,,190.0,14.8,,1005.6,,No Rain,1992,1992-06-19 00:00:00, Michigan, Michigan_1992-06-21 00:00:00
13.3,9.0,75.0,0.0,,350.0,16.6,,1012.4,,No Rain,1992,1992-06-20 00:00:00, Michigan, Michigan_1992-06-21 00:00:00
11.7,6.2,69.0,0.0,,360.0,9.4,,1016.2,,No Rain,1992,1992-06-21 00:00:00, Michigan, Michigan_1992-06-21 00:00:00
16.7,2.3,38.0,0.0,,340.0,14.8,,1018.0,,No Rain,1992,1992-06-22 00:00:00, Michigan, Michigan_1992-06-21 00:00:00
18.3,5.2,42.0,0.0,,200.0,9.4,,1016.2,,No Rain,1992,1992-06-23 00:00:00, Michigan, Michigan_1992-06-21 00:00:00
17.8,15.6,87.0,0.0,,60.0,11.2,,1003.8,,No Rain,1992,1992-06-24 00:00:00, Michigan, Michigan_1992-06-21 00:00:00
17.2,11.7,70.0,0.0,,270.0,20.5,,1010.7,,No Rain,1992,1992-06-04 00:00:00, Sonoma, Sonoma_1992-06-07 00:00:00
19.4,12.2,63.0,0.0,,270.0,29.5,,1007.9,,No Rain,1992,1992-06-05 00:00:00, Sonoma, Sonoma_1992-06-07 00:00:00
20.0,12.3,61.0,0.0,,260.0,14.8,,1005.9,,No Rain,1992,1992-06-06 00:00:00, Sonoma, Sonoma_1992-06-07 00:00:00
18.3,12.3,68.0,0.0,,250.0,24.1,,1008.3,,No Rain,1992,1992-06-07 00:00:00, Sonoma, Sonoma_1992-06-07 00:00:00
17.8,12.3,70.0,0.0,,240.0,22.3,,1010.9,,No Rain,1992,1992-06-08 00:00:00, Sonoma, Sonoma_1992-06-07 00:00:00
16.7,14.3,86.0,0.0,,250.0,22.3,,1012.5,,No Rain,1992,1992-06-09 00:00:00, Sonoma, Sonoma_1992-06-07 00:00:00
20.0,13.2,65.0,0.0,,270.0,29.5,,1011.3,,No Rain,1992,1992-06-10 00:00:00, Sonoma, Sonoma_1992-06-07 00:00:00
22.2,21.0,93.0,0.0,,180.0,7.6,,1005.6,,No Rain,1992,1992-07-16 00:00:00, Pocono, Pocono_1992-07-19 00:00:00
23.9,19.4,76.0,0.0,,100.0,24.1,,1016.4,,No Rain,1992,1992-07-17 00:00:00, Pocono, Pocono_1992-07-19 00:00:00
22.8,21.1,90.0,0.0,,100.0,14.8,,1013.0,,No Rain,1992,1992-07-18 00:00:00, Pocono, Pocono_1992-07-19 00:00:00
25.6,16.7,58.0,0.0,,240.0,13.0,,1015.7,,No Rain,1992,1992-07-19 00:00:00, Pocono, Pocono_1992-07-19 00:00:00
26.7,17.8,58.0,0.0,,270.0,11.2,,1017.1,,No Rain,1992,1992-07-20 00:00:00, Pocono, Pocono_1992-07-19 00:00:00
27.8,16.7,51.0,0.0,,220.0,11.2,,1016.7,,No Rain,1992,1992-07-21 00:00:00, Pocono, Pocono_1992-07-19 00:00:00
22.2,16.0,68.0,0.0,,330.0,7.6,,1018.8,,No Rain,1992,1992-07-22 00:00:00, Pocono, Pocono_1992-07-19 00:00:00
18.9,15.0,78.0,0.5,,,0.0,,1020.1,,Light Rain,1992,1992-08-13 00:00:00, Michigan, Michigan_1992-08-16 00:00:00
18.3,13.4,73.0,0.0,,10.0,14.8,,1020.4,,No Rain,1992,1992-08-14 00:00:00, Michigan, Michigan_1992-08-16 00:00:00
17.2,12.7,75.0,0.0,,20.0,13.0,,1023.6,,No Rain,1992,1992-08-15 00:00:00, Michigan, Michigan_1992-08-16 00:00:00
17.8,12.3,70.0,0.0,,30.0,14.8,,1022.1,,No Rain,1992,1992-08-16 00:00:00, Michigan, Michigan_1992-08-16 00:00:00
22.2,10.7,48.0,0.0,,330.0,11.2,,1021.4,,No Rain,1992,1992-08-17 00:00:00, Michigan, Michigan_1992-08-16 00:00:00
21.1,14.5,66.0,0.0,,200.0,7.6,,1020.9,,No Rain,1992,1992-08-18 00:00:00, Michigan, Michigan_1992-08-16 00:00:00
18.9,17.7,93.0,0.3,,330.0,13.0,,1016.1,,Light Rain,1992,1992-08-19 00:00:00, Michigan, Michigan_1992-08-16 00:00:00
25.6,19.5,69.0,0.0,,,0.0,,1022.4,,No Rain,1992,1992-08-26 00:00:00, Bristol, Bristol_1992-08-29 00:00:00
20.6,19.9,96.0,0.0,,,0.0,,1020.4,,No Rain,1992,1992-08-27 00:00:00, Bristol, Bristol_1992-08-29 00:00:00
23.9,22.2,90.0,0.0,,90.0,5.4,,1010.8,,No Rain,1992,1992-08-28 00:00:00, Bristol, Bristol_1992-08-29 00:00:00
19.4,12.2,63.0,0.0,,290.0,20.5,,1012.9,,No Rain,1992,1992-08-29 00:00:00, Bristol, Bristol_1992-08-29 00:00:00
19.4,12.2,63.0,0.0,,240.0,5.4,,1020.0,,No Rain,1992,1992-08-30 00:00:00, Bristol, Bristol_1992-08-29 00:00:00
22.2,15.5,66.0,0.0,,210.0,5.4,,1019.5,,No Rain,1992,1992-08-31 00:00:00, Bristol, Bristol_1992-08-29 00:00:00
20.0,18.3,90.0,0.0,,60.0,7.6,,1020.4,,No Rain,1992,1992-09-01 00:00:00, Bristol, Bristol_1992-08-29 00:00:00
25.6,21.7,79.0,0.0,,180.0,0.0,,1017.2,,No Rain,1992,1992-09-09 00:00:00, Richmond, Richmond_1992-09-12 00:00:00
25.6,21.7,79.0,0.0,,140.0,7.6,,1016.9,,No Rain,1992,1992-09-10 00:00:00, Richmond, Richmond_1992-09-12 00:00:00
26.7,20.5,69.0,0.0,,210.0,3.6,,1013.4,,No Rain,1992,1992-09-11 00:00:00, Richmond, Richmond_1992-09-12 00:00:00
18.9,11.2,61.0,0.0,,330.0,7.6,,1020.5,,No Rain,1992,1992-09-12 00:00:00, Richmond, Richmond_1992-09-12 00:00:00
15.0,10.6,75.0,0.0,,310.0,3.6,,1025.0,,No Rain,1992,1992-09-13 00:00:00, Richmond, Richmond_1992-09-12 00:00:00
16.7,12.2,75.0,0.0,,110.0,0.0,,1024.7,,No Rain,1992,1992-09-14 00:00:00, Richmond, Richmond_1992-09-12 00:00:00
20.0,12.7,63.0,0.0,,150.0,9.4,,1024.7,,No Rain,1992,1992-09-15 00:00:00, Richmond, Richmond_1992-09-12 00:00:00
22.2,15.5,66.0,0.0,,230.0,9.4,,1021.1,,No Rain,1992,1992-09-17 00:00:00, Dover, Dover_1992-09-20 00:00:00
24.4,17.9,67.0,0.0,,250.0,9.4,,1017.3,,No Rain,1992,1992-09-18 00:00:00, Dover, Dover_1992-09-20 00:00:00
25.6,20.6,74.0,0.0,,190.0,13.0,,1010.8,,No Rain,1992,1992-09-19 00:00:00, Dover, Dover_1992-09-20 00:00:00
20.0,11.7,59.0,0.0,,40.0,7.6,,1016.0,,No Rain,1992,1992-09-20 00:00:00, Dover, Dover_1992-09-20 00:00:00
20.0,14.4,70.0,0.0,,150.0,16.6,,1020.1,,No Rain,1992,1992-09-21 00:00:00, Dover, Dover_1992-09-20 00:00:00
22.2,19.4,84.0,0.0,,120.0,13.0,,1016.7,,No Rain,1992,1992-09-22 00:00:00, Dover, Dover_1992-09-20 00:00:00
26.7,22.1,76.0,0.0,,180.0,13.0,,1007.4,,No Rain,1992,1992-09-23 00:00:00, Dover, Dover_1992-09-20 00:00:00
13.9,7.9,67.0,0.0,,30.0,20.5,,1025.7,,No Rain,1992,1992-09-25 00:00:00, Martinsville, Martinsville_1992-09-28 00:00:00
13.3,12.8,97.0,0.0,,30.0,11.2,,1023.2,,No Rain,1992,1992-09-26 00:00:00, Martinsville, Martinsville_1992-09-28 00:00:00
18.9,16.7,87.0,0.0,,150.0,7.6,,1020.6,,No Rain,1992,1992-09-27 00:00:00, Martinsville, Martinsville_1992-09-28 00:00:00
20.6,19.9,96.0,0.0,,30.0,7.6,,1018.7,,No Rain,1992,1992-09-28 00:00:00, Martinsville, Martinsville_1992-09-28 00:00:00
16.1,15.6,97.0,0.0,,40.0,11.2,,1017.4,,No Rain,1992,1992-09-29 00:00:00, Martinsville, Martinsville_1992-09-28 00:00:00
15.6,8.3,62.0,0.0,,360.0,9.4,,1021.4,,No Rain,1992,1992-09-30 00:00:00, Martinsville, Martinsville_1992-09-28 00:00:00
12.8,6.2,64.0,0.0,,100.0,7.6,,1021.9,,No Rain,1992,1992-10-01 00:00:00, Martinsville, Martinsville_1992-09-28 00:00:00
18.9,8.8,52.0,0.0,,90.0,9.4,,1029.2,,No Rain,1993,1993-10-07 00:00:00, Charlotte, Charlotte_1993-10-10 00:00:00
18.3,12.3,68.0,0.0,,30.0,9.4,,1022.2,,No Rain,1993,1993-10-08 00:00:00, Charlotte, Charlotte_1993-10-10 00:00:00
21.1,16.1,73.0,0.0,,150.0,9.4,,1014.1,,No Rain,1993,1993-10-09 00:00:00, Charlotte, Charlotte_1993-10-10 00:00:00
24.4,13.9,52.0,0.0,,210.0,13.0,,1009.5,,No Rain,1993,1993-10-10 00:00:00, Charlotte, Charlotte_1993-10-10 00:00:00
15.6,9.9,69.0,0.0,,50.0,20.5,,1017.4,,No Rain,1993,1993-10-11 00:00:00, Charlotte, Charlotte_1993-10-10 00:00:00
7.2,5.7,90.0,0.0,,20.0,11.2,,1017.7,,No Rain,1993,1993-10-12 00:00:00, Charlotte, Charlotte_1993-10-10 00:00:00
15.0,7.8,62.0,0.0,,70.0,5.4,,1014.0,,No Rain,1993,1993-10-13 00:00:00, Charlotte, Charlotte_1993-10-10 00:00:00
27.2,4.3,23.0,0.0,,70.0,22.0,,1014.0,,No Rain,1993,1993-10-28 00:00:00, Phoenix, Phoenix_1993-10-31 00:00:00
26.6,3.8,23.0,0.0,,270.0,18.4,,1006.1,,No Rain,1993,1993-10-29 00:00:00, Phoenix, Phoenix_1993-10-31 00:00:00
26.6,2.5,21.0,0.0,,210.0,18.4,,1006.9,,No Rain,1993,1993-10-30 00:00:00, Phoenix, Phoenix_1993-10-31 00:00:00
24.4,-12.0,8.0,0.0,,120.0,9.0,,1017.7,,No Rain,1993,1993-10-31 00:00:00, Phoenix, Phoenix_1993-10-31 00:00:00
21.6,0.2,24.0,0.0,,270.0,7.2,,1012.6,,No Rain,1993,1993-11-01 00:00:00, Phoenix, Phoenix_1993-10-31 00:00:00
23.3,-2.4,18.0,0.0,,190.0,14.8,,1011.4,,No Rain,1993,1993-11-02 00:00:00, Phoenix, Phoenix_1993-10-31 00:00:00
25.5,-7.1,11.0,0.0,,10.0,20.2,,1019.0,,No Rain,1993,1993-11-03 00:00:00, Phoenix, Phoenix_1993-10-31 00:00:00
11.7,2.7,54.0,0.0,,310.0,11.2,,1025.2,,No Rain,1993,1993-11-11 00:00:00, Atlanta, Atlanta_1993-11-14 00:00:00
14.4,1.6,42.0,0.0,,120.0,13.0,,1023.6,,No Rain,1993,1993-11-12 00:00:00, Atlanta, Atlanta_1993-11-14 00:00:00
14.4,6.7,60.0,0.0,,100.0,9.4,,1022.2,,No Rain,1993,1993-11-13 00:00:00, Atlanta, Atlanta_1993-11-14 00:00:00
20.0,15.6,76.0,0.0,,120.0,13.0,,1021.9,,No Rain,1993,1993-11-14 00:00:00, Atlanta, Atlanta_1993-11-14 00:00:00
22.2,19.9,87.0,0.0,,150.0,14.8,,1020.8,,No Rain,1993,1993-11-15 00:00:00, Atlanta, Atlanta_1993-11-14 00:00:00
21.1,18.3,84.0,0.0,,170.0,5.4,,1022.2,,No Rain,1993,1993-11-16 00:00:00, Atlanta, Atlanta_1993-11-14 00:00:00
23.9,18.3,71.0,0.0,,150.0,13.0,,1022.2,,No Rain,1993,1993-11-17 00:00:00, Atlanta, Atlanta_1993-11-14 00:00:00
10.0,5.0,71.0,0.0,,100.0,18.7,,1025.7,,No Rain,1993,1993-03-17 00:00:00, Atlanta, Atlanta_1993-03-20 00:00:00
10.0,6.2,77.0,0.0,,330.0,24.1,,1019.1,,No Rain,1993,1993-03-18 00:00:00, Atlanta, Atlanta_1993-03-20 00:00:00
12.8,-0.1,41.0,0.0,,80.0,22.3,,1024.6,,No Rain,1993,1993-03-19 00:00:00, Atlanta, Atlanta_1993-03-20 00:00:00
10.0,-8.7,26.0,0.0,,90.0,27.7,,1029.8,,No Rain,1993,1993-03-20 00:00:00, Atlanta, Atlanta_1993-03-20 00:00:00
11.7,4.9,63.0,0.0,,120.0,13.0,,1026.5,,No Rain,1993,1993-03-21 00:00:00, Atlanta, Atlanta_1993-03-20 00:00:00
15.6,11.2,75.0,0.0,,120.0,11.2,,1024.6,,No Rain,1993,1993-03-22 00:00:00, Atlanta, Atlanta_1993-03-20 00:00:00
20.6,12.3,59.0,0.0,,150.0,13.0,,1021.4,,No Rain,1993,1993-03-23 00:00:00, Atlanta, Atlanta_1993-03-20 00:00:00
9.4,0.6,54.0,0.0,,70.0,7.6,,1014.0,,No Rain,1993,1993-03-04 00:00:00, Richmond, Richmond_1993-03-07 00:00:00
3.8,0.0,76.0,1.0,,290.0,11.2,,997.4,,Light Rain,1993,1993-03-05 00:00:00, Richmond, Richmond_1993-03-07 00:00:00
3.8,-0.6,73.0,0.3,,330.0,9.4,,1005.1,,Light Rain,1993,1993-03-06 00:00:00, Richmond, Richmond_1993-03-07 00:00:00
5.0,-4.6,50.0,0.0,,300.0,0.0,,1014.9,,No Rain,1993,1993-03-07 00:00:00, Richmond, Richmond_1993-03-07 00:00:00
8.3,-1.3,51.0,0.0,,170.0,3.6,,1010.8,,No Rain,1993,1993-03-08 00:00:00, Richmond, Richmond_1993-03-07 00:00:00
11.1,-3.8,35.0,0.0,,280.0,14.8,,1006.7,,No Rain,1993,1993-03-09 00:00:00, Richmond, Richmond_1993-03-07 00:00:00
7.2,-6.2,38.0,0.0,,340.0,3.6,,1017.5,,No Rain,1993,1993-03-10 00:00:00, Richmond, Richmond_1993-03-07 00:00:00
12.8,7.3,69.0,0.0,,310.0,27.7,,1006.8,,No Rain,1993,1993-04-22 00:00:00, Martinsville, Martinsville_1993-04-25 00:00:00
11.7,-6.7,27.0,0.0,,310.0,24.1,,1012.1,,No Rain,1993,1993-04-23 00:00:00, Martinsville, Martinsville_1993-04-25 00:00:00
16.7,0.8,34.0,0.0,,260.0,13.0,,1016.0,,No Rain,1993,1993-04-24 00:00:00, Martinsville, Martinsville_1993-04-25 00:00:00
20.0,4.5,36.0,0.0,,200.0,22.3,,1019.0,,No Rain,1993,1993-04-25 00:00:00, Martinsville, Martinsville_1993-04-25 00:00:00
22.2,11.6,51.0,0.0,,200.0,22.3,,1017.0,,No Rain,1993,1993-04-26 00:00:00, Martinsville, Martinsville_1993-04-25 00:00:00
13.3,4.4,55.0,0.0,,360.0,18.7,,1016.7,,No Rain,1993,1993-04-27 00:00:00, Martinsville, Martinsville_1993-04-25 00:00:00
16.1,-2.4,28.0,0.0,,60.0,9.4,,1024.9,,No Rain,1993,1993-04-28 00:00:00, Martinsville, Martinsville_1993-04-25 00:00:00
17.2,11.0,67.0,0.0,,110.0,14.8,,997.9,,No Rain,1993,1993-04-01 00:00:00, Bristol, Bristol_1993-04-04 00:00:00
8.3,6.1,86.0,0.5,,250.0,13.0,,1003.9,,Light Rain,1993,1993-04-02 00:00:00, Bristol, Bristol_1993-04-04 00:00:00
1.1,-2.1,79.0,0.0,,290.0,13.0,,1017.8,,No Rain,1993,1993-04-03 00:00:00, Bristol, Bristol_1993-04-04 00:00:00
10.0,-4.4,36.0,0.0,,,0.0,,1021.2,,No Rain,1993,1993-04-04 00:00:00, Bristol, Bristol_1993-04-04 00:00:00
14.4,-0.1,37.0,0.0,,180.0,13.0,,1016.7,,No Rain,1993,1993-04-05 00:00:00, Bristol, Bristol_1993-04-04 00:00:00
5.0,2.9,86.0,1.0,,60.0,18.7,,1013.4,,Light Rain,1993,1993-04-06 00:00:00, Bristol, Bristol_1993-04-04 00:00:00
11.7,6.2,69.0,0.0,,,0.0,,1018.1,,No Rain,1993,1993-04-07 00:00:00, Bristol, Bristol_1993-04-04 00:00:00
16.7,8.4,58.0,0.0,,220.0,25.9,,1012.5,,No Rain,1993,1993-05-13 00:00:00, Sonoma, Sonoma_1993-05-16 00:00:00
19.4,9.3,52.0,0.0,,220.0,20.5,,1015.6,,No Rain,1993,1993-05-14 00:00:00, Sonoma, Sonoma_1993-05-16 00:00:00
20.0,10.1,53.0,0.0,,280.0,29.5,,1015.6,,No Rain,1993,1993-05-15 00:00:00, Sonoma, Sonoma_1993-05-16 00:00:00
19.4,10.7,57.0,0.0,,280.0,24.1,,1013.3,,No Rain,1993,1993-05-16 00:00:00, Sonoma, Sonoma_1993-05-16 00:00:00
18.9,9.9,56.0,0.0,,280.0,16.6,,1013.8,,No Rain,1993,1993-05-17 00:00:00, Sonoma, Sonoma_1993-05-16 00:00:00
17.8,9.9,60.0,0.0,,260.0,16.6,,1014.5,,No Rain,1993,1993-05-18 00:00:00, Sonoma, Sonoma_1993-05-16 00:00:00
