temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco,year,date,location,associated_race
27.8,22.3,72.0,0.0,,180.0,5.4,,1025.9,,No Rain,2003,2003-08-15 00:00:00, Michigan, Michigan_2003-08-17 00:00:00
25.0,23.2,90.0,0.0,,,0.0,,1018.6,,No Rain,2003,2003-08-16 00:00:00, Michigan, Michigan_2003-08-17 00:00:00
23.3,20.6,85.0,0.0,,300.0,13.0,,1012.0,,No Rain,2003,2003-08-17 00:00:00, Michigan, Michigan_2003-08-17 00:00:00
22.2,15.5,66.0,0.0,,80.0,9.4,,1016.9,,No Rain,2003,2003-08-18 00:00:00, Michigan, Michigan_2003-08-17 00:00:00
,,,0.0,,,,,,,No Rain,2003,2003-08-19 00:00:00, Michigan, Michigan_2003-08-17 00:00:00
24.4,18.3,69.0,0.0,,,0.0,,1019.2,,No Rain,2003,2003-08-20 00:00:00, Michigan, Michigan_2003-08-17 00:00:00
25.0,18.9,69.0,0.0,,,0.0,,1019.4,,No Rain,2003,2003-08-20 00:00:00, Bristol, Bristol_2003-08-23 00:00:00
26.7,21.7,74.0,0.0,,,0.0,,1018.8,,No Rain,2003,2003-08-21 00:00:00, Bristol, Bristol_2003-08-23 00:00:00
27.2,22.2,74.0,0.0,,230.0,7.6,,1017.0,,No Rain,2003,2003-08-22 00:00:00, Bristol, Bristol_2003-08-23 00:00:00
23.3,18.8,76.0,0.0,,220.0,5.4,,1015.1,,No Rain,2003,2003-08-23 00:00:00, Bristol, Bristol_2003-08-23 00:00:00
25.6,19.5,69.0,0.0,,10.0,11.2,,1015.4,,No Rain,2003,2003-08-24 00:00:00, Bristol, Bristol_2003-08-23 00:00:00
25.6,18.3,64.0,0.0,,,0.0,,1017.6,,No Rain,2003,2003-08-25 00:00:00, Bristol, Bristol_2003-08-23 00:00:00
27.2,19.0,61.0,0.0,,280.0,7.6,,1018.1,,No Rain,2003,2003-08-26 00:00:00, Bristol, Bristol_2003-08-23 00:00:00
25.6,16.7,58.0,0.0,,,0.0,,1015.8,,No Rain,2003,2003-07-31 00:00:00, Indianapolis, Indianapolis_2003-08-03 00:00:00
26.7,17.2,56.0,0.0,,310.0,7.6,,1014.5,,No Rain,2003,2003-08-01 00:00:00, Indianapolis, Indianapolis_2003-08-03 00:00:00
27.2,21.7,72.0,0.0,,200.0,16.6,,1011.9,,No Rain,2003,2003-08-02 00:00:00, Indianapolis, Indianapolis_2003-08-03 00:00:00
23.9,19.0,74.0,0.0,,280.0,11.2,,1013.7,,No Rain,2003,2003-08-03 00:00:00, Indianapolis, Indianapolis_2003-08-03 00:00:00
24.4,18.8,71.0,0.0,,210.0,11.2,,1011.3,,No Rain,2003,2003-08-04 00:00:00, Indianapolis, Indianapolis_2003-08-03 00:00:00
25.0,18.2,66.0,0.0,,310.0,9.4,,1011.0,,No Rain,2003,2003-08-05 00:00:00, Indianapolis, Indianapolis_2003-08-03 00:00:00
25.0,17.2,62.0,0.0,,310.0,5.4,,1011.5,,No Rain,2003,2003-08-06 00:00:00, Indianapolis, Indianapolis_2003-08-03 00:00:00
18.9,9.9,56.0,0.0,,10.0,7.6,,1021.0,,No Rain,2003,2003-09-11 00:00:00, New Hampshire, New Hampshire_2003-09-14 00:00:00
17.8,12.3,70.0,0.0,,130.0,7.6,,1027.8,,No Rain,2003,2003-09-12 00:00:00, New Hampshire, New Hampshire_2003-09-14 00:00:00
14.4,9.4,72.0,0.0,,150.0,5.4,,1028.2,,No Rain,2003,2003-09-13 00:00:00, New Hampshire, New Hampshire_2003-09-14 00:00:00
18.9,16.7,87.0,0.0,,170.0,5.4,,1028.2,,No Rain,2003,2003-09-14 00:00:00, New Hampshire, New Hampshire_2003-09-14 00:00:00
23.3,21.0,87.0,0.0,,150.0,5.4,,1024.8,,No Rain,2003,2003-09-15 00:00:00, New Hampshire, New Hampshire_2003-09-14 00:00:00
21.1,18.9,87.0,0.0,,130.0,9.4,,1019.5,,No Rain,2003,2003-09-16 00:00:00, New Hampshire, New Hampshire_2003-09-14 00:00:00
15.6,14.0,90.0,0.0,,,0.0,,1018.6,,No Rain,2003,2003-09-17 00:00:00, New Hampshire, New Hampshire_2003-09-14 00:00:00
20.0,11.7,59.0,0.0,,50.0,16.6,,1023.1,,No Rain,2003,2003-09-18 00:00:00, Dover, Dover_2003-09-21 00:00:00
22.2,21.7,97.0,3.3,,80.0,57.6,,1010.9,,Moderate Rain,2003,2003-09-19 00:00:00, Dover, Dover_2003-09-21 00:00:00
,,,0.0,,240.0,11.2,,,,No Rain,2003,2003-09-20 00:00:00, Dover, Dover_2003-09-21 00:00:00
20.6,19.9,96.0,0.0,,,0.0,,,,No Rain,2003,2003-09-21 00:00:00, Dover, Dover_2003-09-21 00:00:00
19.4,15.1,76.0,0.0,,,0.0,,1023.8,,No Rain,2003,2003-09-22 00:00:00, Dover, Dover_2003-09-21 00:00:00
22.2,20.7,91.0,0.0,,120.0,14.8,,1016.8,,No Rain,2003,2003-09-23 00:00:00, Dover, Dover_2003-09-21 00:00:00
16.1,15.6,97.0,0.0,,,0.0,,1012.9,,No Rain,2003,2003-09-24 00:00:00, Dover, Dover_2003-09-21 00:00:00
22.8,18.3,76.0,0.0,,,0.0,,1016.5,,No Rain,2003,2003-09-25 00:00:00, Talladega, Talladega_2003-09-28 00:00:00
23.9,19.0,74.0,0.0,,,0.0,,1013.8,,No Rain,2003,2003-09-26 00:00:00, Talladega, Talladega_2003-09-28 00:00:00
24.4,19.9,76.0,0.0,,,0.0,,1011.0,,No Rain,2003,2003-09-27 00:00:00, Talladega, Talladega_2003-09-28 00:00:00
21.7,20.0,90.0,0.0,,60.0,5.4,,1009.9,,No Rain,2003,2003-09-28 00:00:00, Talladega, Talladega_2003-09-28 00:00:00
18.9,4.3,38.0,0.0,,330.0,13.0,,1016.3,,No Rain,2003,2003-09-29 00:00:00, Talladega, Talladega_2003-09-28 00:00:00
16.1,5.1,48.0,0.0,,,0.0,,1022.5,,No Rain,2003,2003-09-30 00:00:00, Talladega, Talladega_2003-09-28 00:00:00
17.2,10.6,65.0,0.0,,,0.0,,1023.1,,No Rain,2003,2003-10-01 00:00:00, Talladega, Talladega_2003-09-28 00:00:00
23.0,22.0,94.0,0.3,,160.0,0.0,,1018.2,,Light Rain,2003,2003-09-03 00:00:00, Richmond, Richmond_2003-09-06 00:00:00
25.0,24.0,94.0,0.3,,180.0,20.5,,1014.5,,Light Rain,2003,2003-09-04 00:00:00, Richmond, Richmond_2003-09-06 00:00:00
24.4,21.1,82.0,0.0,,270.0,7.6,,1010.3,,No Rain,2003,2003-09-05 00:00:00, Richmond, Richmond_2003-09-06 00:00:00
19.0,14.1,73.0,0.0,,320.0,13.0,,1017.8,,No Rain,2003,2003-09-06 00:00:00, Richmond, Richmond_2003-09-06 00:00:00
20.0,13.9,68.0,0.0,,290.0,9.4,,1018.8,,No Rain,2003,2003-09-07 00:00:00, Richmond, Richmond_2003-09-06 00:00:00
22.0,19.0,83.0,0.0,,280.0,7.6,,1016.7,,No Rain,2003,2003-09-08 00:00:00, Richmond, Richmond_2003-09-06 00:00:00
23.0,19.0,78.0,0.0,,300.0,11.2,,1017.8,,No Rain,2003,2003-09-09 00:00:00, Richmond, Richmond_2003-09-06 00:00:00
22.0,8.1,41.0,0.0,,100.0,11.2,,1020.7,,No Rain,2004,2004-10-07 00:00:00, Kansas, Kansas_2004-10-10 00:00:00
18.0,17.0,94.0,2.5,,120.0,9.4,,1016.4,,Moderate Rain,2004,2004-10-08 00:00:00, Kansas, Kansas_2004-10-10 00:00:00
22.0,16.9,73.0,0.0,,40.0,5.4,,1017.4,,No Rain,2004,2004-10-09 00:00:00, Kansas, Kansas_2004-10-10 00:00:00
18.0,10.1,60.0,0.0,,60.0,11.2,,1019.0,,No Rain,2004,2004-10-10 00:00:00, Kansas, Kansas_2004-10-10 00:00:00
18.0,8.0,52.0,0.0,,60.0,18.4,,1017.7,,No Rain,2004,2004-10-11 00:00:00, Kansas, Kansas_2004-10-10 00:00:00
12.0,9.0,82.0,1.0,,10.0,27.7,,1015.3,,Light Rain,2004,2004-10-12 00:00:00, Kansas, Kansas_2004-10-10 00:00:00
20.6,18.4,87.0,0.0,,170.0,7.6,,1008.9,,No Rain,2004,2004-10-13 00:00:00, Charlotte, Charlotte_2004-10-16 00:00:00
18.9,13.3,70.0,0.0,,240.0,9.4,,1001.0,,No Rain,2004,2004-10-14 00:00:00, Charlotte, Charlotte_2004-10-16 00:00:00
16.7,12.8,78.0,0.0,,200.0,14.8,,1003.9,,No Rain,2004,2004-10-15 00:00:00, Charlotte, Charlotte_2004-10-16 00:00:00
13.3,5.7,60.0,0.0,,,5.4,,1004.8,,No Rain,2004,2004-10-16 00:00:00, Charlotte, Charlotte_2004-10-16 00:00:00
14.4,2.9,46.0,0.0,,,5.4,,1009.8,,No Rain,2004,2004-10-17 00:00:00, Charlotte, Charlotte_2004-10-16 00:00:00
15.6,4.9,49.0,0.0,,210.0,9.4,,1016.7,,No Rain,2004,2004-10-18 00:00:00, Charlotte, Charlotte_2004-10-16 00:00:00
18.9,17.2,90.0,0.0,,170.0,11.2,,1017.0,,No Rain,2004,2004-10-19 00:00:00, Charlotte, Charlotte_2004-10-16 00:00:00
13.9,12.8,93.0,0.0,,70.0,9.4,,1016.6,,No Rain,2004,2004-10-21 00:00:00, Martinsville, Martinsville_2004-10-24 00:00:00
15.0,12.9,87.0,0.0,,40.0,9.4,,1019.0,,No Rain,2004,2004-10-22 00:00:00, Martinsville, Martinsville_2004-10-24 00:00:00
13.9,10.7,81.0,0.0,,60.0,16.6,,1021.1,,No Rain,2004,2004-10-23 00:00:00, Martinsville, Martinsville_2004-10-24 00:00:00
12.8,8.9,77.0,0.0,,,0.0,,1018.3,,No Rain,2004,2004-10-24 00:00:00, Martinsville, Martinsville_2004-10-24 00:00:00
15.0,13.4,90.0,0.0,,230.0,5.4,,1014.8,,No Rain,2004,2004-10-25 00:00:00, Martinsville, Martinsville_2004-10-24 00:00:00
16.7,12.2,75.0,0.0,,80.0,7.6,,1017.7,,No Rain,2004,2004-10-26 00:00:00, Martinsville, Martinsville_2004-10-24 00:00:00
13.9,10.7,81.0,0.0,,240.0,9.4,,1021.9,,No Rain,2004,2004-10-27 00:00:00, Martinsville, Martinsville_2004-10-24 00:00:00
22.8,13.8,57.0,0.0,,,9.4,,1014.3,,No Rain,2004,2004-09-30 00:00:00, Talladega, Talladega_2004-10-03 00:00:00
18.3,12.7,70.0,0.0,,,0.0,,1017.2,,No Rain,2004,2004-10-01 00:00:00, Talladega, Talladega_2004-10-03 00:00:00
21.7,17.3,76.0,0.0,,,0.0,,1019.3,,No Rain,2004,2004-10-02 00:00:00, Talladega, Talladega_2004-10-03 00:00:00
22.2,19.4,84.0,0.0,,,0.0,,1021.0,,No Rain,2004,2004-10-03 00:00:00, Talladega, Talladega_2004-10-03 00:00:00
23.3,10.7,45.0,0.0,,330.0,5.4,,1019.6,,No Rain,2004,2004-10-04 00:00:00, Talladega, Talladega_2004-10-03 00:00:00
18.3,15.0,81.0,0.0,,,0.0,,1020.4,,No Rain,2004,2004-10-05 00:00:00, Talladega, Talladega_2004-10-03 00:00:00
19.4,15.7,79.0,0.0,,,0.0,,1022.5,,No Rain,2004,2004-10-06 00:00:00, Talladega, Talladega_2004-10-03 00:00:00
23.3,19.5,79.0,0.0,,230.0,9.4,,1020.5,,No Rain,2004,2004-10-28 00:00:00, Atlanta, Atlanta_2004-10-31 00:00:00
20.0,18.8,93.0,0.3,,110.0,9.4,,1021.3,,Light Rain,2004,2004-10-29 00:00:00, Atlanta, Atlanta_2004-10-31 00:00:00
21.1,18.9,87.0,0.0,,170.0,9.4,,1017.9,,No Rain,2004,2004-10-30 00:00:00, Atlanta, Atlanta_2004-10-31 00:00:00
21.7,17.3,76.0,0.0,,210.0,9.4,,1016.3,,No Rain,2004,2004-10-31 00:00:00, Atlanta, Atlanta_2004-10-31 00:00:00
22.2,19.0,82.0,0.0,,230.0,9.4,,1017.8,,No Rain,2004,2004-11-01 00:00:00, Atlanta, Atlanta_2004-10-31 00:00:00
23.3,17.3,69.0,0.0,,130.0,9.4,,1017.8,,No Rain,2004,2004-11-02 00:00:00, Atlanta, Atlanta_2004-10-31 00:00:00
22.2,20.7,91.0,6.1,,,11.2,,1017.4,,Moderate Rain,2004,2004-11-03 00:00:00, Atlanta, Atlanta_2004-10-31 00:00:00
23.3,15.1,60.0,0.0,,30.0,13.0,,1022.7,,No Rain,2004,2004-11-18 00:00:00, Homestead, Homestead_2004-11-21 00:00:00
20.6,18.4,87.0,0.0,,,11.2,,1021.9,,No Rain,2004,2004-11-19 00:00:00, Homestead, Homestead_2004-11-21 00:00:00
22.2,15.5,66.0,0.0,,100.0,13.0,,1020.8,,No Rain,2004,2004-11-20 00:00:00, Homestead, Homestead_2004-11-21 00:00:00
23.3,17.3,69.0,0.0,,90.0,13.0,,1020.8,,No Rain,2004,2004-11-21 00:00:00, Homestead, Homestead_2004-11-21 00:00:00
23.3,18.8,76.0,0.0,,100.0,11.2,,1021.2,,No Rain,2004,2004-11-22 00:00:00, Homestead, Homestead_2004-11-21 00:00:00
22.8,19.0,79.0,0.0,,110.0,11.2,,1018.5,,No Rain,2004,2004-11-23 00:00:00, Homestead, Homestead_2004-11-21 00:00:00
23.9,20.6,82.0,0.0,,120.0,14.8,,1015.2,,No Rain,2004,2004-11-24 00:00:00, Homestead, Homestead_2004-11-21 00:00:00
23.3,-5.7,14.0,0.0,,70.0,13.0,,1013.5,,No Rain,2004,2004-11-04 00:00:00, Phoenix, Phoenix_2004-11-07 00:00:00
27.2,-5.8,11.0,0.0,,100.0,11.2,,1014.6,,No Rain,2004,2004-11-05 00:00:00, Phoenix, Phoenix_2004-11-07 00:00:00
28.3,-3.8,12.0,0.0,,40.0,9.4,,1015.2,,No Rain,2004,2004-11-06 00:00:00, Phoenix, Phoenix_2004-11-07 00:00:00
29.4,4.8,21.0,0.0,,120.0,20.5,,1011.1,,No Rain,2004,2004-11-07 00:00:00, Phoenix, Phoenix_2004-11-07 00:00:00
21.7,14.4,63.0,0.0,,,0.0,,1011.1,,No Rain,2004,2004-11-08 00:00:00, Phoenix, Phoenix_2004-11-07 00:00:00
20.6,8.9,47.0,0.0,,240.0,7.6,,1014.5,,No Rain,2004,2004-11-09 00:00:00, Phoenix, Phoenix_2004-11-07 00:00:00
20.0,8.3,47.0,0.0,,250.0,11.2,,1016.9,,No Rain,2004,2004-11-10 00:00:00, Phoenix, Phoenix_2004-11-07 00:00:00
20.0,19.0,94.0,1.0,,50.0,9.4,,1012.9,,Light Rain,2004,2004-02-15 00:00:00, Daytona, Daytona_2004-02-15 00:00:00
11.1,-4.6,33.0,0.0,,310.0,13.0,,1023.6,,No Rain,2004,2004-03-11 00:00:00, Atlanta, Atlanta_2004-03-14 00:00:00
16.7,-2.9,26.0,0.0,,230.0,14.8,,1020.8,,No Rain,2004,2004-03-12 00:00:00, Atlanta, Atlanta_2004-03-14 00:00:00
12.8,-7.8,23.0,0.0,,300.0,14.8,,1021.7,,No Rain,2004,2004-03-13 00:00:00, Atlanta, Atlanta_2004-03-14 00:00:00
16.7,-6.4,20.0,0.0,,120.0,9.4,,1025.5,,No Rain,2004,2004-03-14 00:00:00, Atlanta, Atlanta_2004-03-14 00:00:00
19.4,9.3,52.0,0.0,,220.0,5.4,,1023.3,,No Rain,2004,2004-03-15 00:00:00, Atlanta, Atlanta_2004-03-14 00:00:00
19.4,9.0,51.0,0.0,,200.0,9.4,,1016.7,,No Rain,2004,2004-03-16 00:00:00, Atlanta, Atlanta_2004-03-14 00:00:00
16.7,4.1,43.0,0.0,,300.0,24.1,,1010.1,,No Rain,2004,2004-03-17 00:00:00, Atlanta, Atlanta_2004-03-14 00:00:00
16.7,-0.1,32.0,0.0,,50.0,9.4,,1009.9,,No Rain,2004,2004-03-04 00:00:00, Las Vegas, Las Vegas_2004-03-07 00:00:00
17.2,-4.7,22.0,0.0,,340.0,18.7,,1006.4,,No Rain,2004,2004-03-05 00:00:00, Las Vegas, Las Vegas_2004-03-07 00:00:00
17.2,-4.1,23.0,0.0,,,0.0,,1018.0,,No Rain,2004,2004-03-06 00:00:00, Las Vegas, Las Vegas_2004-03-07 00:00:00
21.7,2.4,28.0,0.0,,80.0,20.5,,1022.6,,No Rain,2004,2004-03-07 00:00:00, Las Vegas, Las Vegas_2004-03-07 00:00:00
23.3,-0.9,20.0,0.0,,40.0,18.7,,1025.8,,No Rain,2004,2004-03-08 00:00:00, Las Vegas, Las Vegas_2004-03-07 00:00:00
25.6,0.3,19.0,0.0,,40.0,11.2,,1022.3,,No Rain,2004,2004-03-09 00:00:00, Las Vegas, Las Vegas_2004-03-07 00:00:00
27.2,0.8,18.0,0.0,,,0.0,,1014.3,,No Rain,2004,2004-03-10 00:00:00, Las Vegas, Las Vegas_2004-03-07 00:00:00
8.9,0.1,54.0,0.0,,330.0,16.6,,1012.3,,No Rain,2004,2004-04-15 00:00:00, Martinsville, Martinsville_2004-04-18 00:00:00
18.9,-0.5,27.0,0.0,,340.0,9.4,,1020.1,,No Rain,2004,2004-04-16 00:00:00, Martinsville, Martinsville_2004-04-18 00:00:00
18.9,2.3,33.0,0.0,,150.0,11.2,,1024.4,,No Rain,2004,2004-04-17 00:00:00, Martinsville, Martinsville_2004-04-18 00:00:00
21.7,7.1,39.0,0.0,,200.0,13.0,,1024.8,,No Rain,2004,2004-04-18 00:00:00, Martinsville, Martinsville_2004-04-18 00:00:00
24.4,11.7,45.0,0.0,,200.0,11.2,,1025.7,,No Rain,2004,2004-04-19 00:00:00, Martinsville, Martinsville_2004-04-18 00:00:00
24.4,9.6,39.0,0.0,,200.0,13.0,,1019.1,,No Rain,2004,2004-04-20 00:00:00, Martinsville, Martinsville_2004-04-18 00:00:00
24.4,13.3,50.0,0.0,,260.0,7.6,,1014.7,,No Rain,2004,2004-04-21 00:00:00, Martinsville, Martinsville_2004-04-18 00:00:00
23.9,13.4,52.0,0.0,,190.0,11.2,,1013.3,,No Rain,2004,2004-04-22 00:00:00, Talladega, Talladega_2004-04-25 00:00:00
24.4,13.9,52.0,0.0,,160.0,7.6,,1016.5,,No Rain,2004,2004-04-23 00:00:00, Talladega, Talladega_2004-04-25 00:00:00
26.7,13.8,45.0,0.0,,220.0,7.6,,1017.2,,No Rain,2004,2004-04-24 00:00:00, Talladega, Talladega_2004-04-25 00:00:00
26.7,12.7,42.0,0.0,,210.0,7.6,,1017.0,,No Rain,2004,2004-04-25 00:00:00, Talladega, Talladega_2004-04-25 00:00:00
22.8,14.4,59.0,0.0,,,5.4,,1017.5,,No Rain,2004,2004-04-26 00:00:00, Talladega, Talladega_2004-04-25 00:00:00
19.4,10.1,55.0,0.0,,320.0,11.2,,1016.1,,No Rain,2004,2004-04-27 00:00:00, Talladega, Talladega_2004-04-25 00:00:00
20.0,-0.6,25.0,0.0,,310.0,14.8,,1017.6,,No Rain,2004,2004-04-28 00:00:00, Talladega, Talladega_2004-04-25 00:00:00
21.7,3.8,31.0,0.0,,30.0,14.8,,1015.7,,No Rain,2004,2004-04-01 00:00:00, Texas, Texas_2004-04-04 00:00:00
26.1,8.1,32.0,0.0,,110.0,11.2,,1010.6,,No Rain,2004,2004-04-02 00:00:00, Texas, Texas_2004-04-04 00:00:00
23.9,14.0,54.0,0.0,,80.0,13.0,,1014.0,,No Rain,2004,2004-04-03 00:00:00, Texas, Texas_2004-04-04 00:00:00
22.2,3.8,30.0,0.0,,20.0,20.5,,1016.8,,No Rain,2004,2004-04-04 00:00:00, Texas, Texas_2004-04-04 00:00:00
20.6,3.3,32.0,0.0,,50.0,14.8,,1016.7,,No Rain,2004,2004-04-05 00:00:00, Texas, Texas_2004-04-04 00:00:00
21.7,6.8,38.0,0.0,,120.0,20.5,,1014.2,,No Rain,2004,2004-04-06 00:00:00, Texas, Texas_2004-04-04 00:00:00
20.6,14.5,68.0,0.0,,140.0,18.7,,1009.7,,No Rain,2004,2004-04-07 00:00:00, Texas, Texas_2004-04-04 00:00:00
24.0,19.9,78.0,0.0,,180.0,7.6,,1020.0,,No Rain,2004,2004-05-12 00:00:00, Richmond, Richmond_2004-05-15 00:00:00
24.0,22.1,89.0,0.0,,210.0,13.0,,1020.0,,No Rain,2004,2004-05-13 00:00:00, Richmond, Richmond_2004-05-15 00:00:00
24.0,22.1,89.0,0.0,,180.0,16.6,,1020.8,,No Rain,2004,2004-05-14 00:00:00, Richmond, Richmond_2004-05-15 00:00:00
26.0,21.0,74.0,0.0,,200.0,14.8,,1020.1,,No Rain,2004,2004-05-15 00:00:00, Richmond, Richmond_2004-05-15 00:00:00
27.0,18.0,58.0,0.0,,210.0,18.4,,1019.1,,No Rain,2004,2004-05-16 00:00:00, Richmond, Richmond_2004-05-15 00:00:00
24.0,20.9,83.0,0.0,,100.0,5.4,,1024.2,,No Rain,2004,2004-05-17 00:00:00, Richmond, Richmond_2004-05-15 00:00:00
23.0,17.9,73.0,5.3,,200.0,46.4,,1025.2,,Moderate Rain,2004,2004-05-18 00:00:00, Richmond, Richmond_2004-05-15 00:00:00
27.2,19.3,62.0,0.0,,260.0,16.6,,1009.2,,No Rain,2004,2004-05-27 00:00:00, Charlotte, Charlotte_2004-05-30 00:00:00
28.9,14.0,40.0,0.0,,230.0,13.0,,1007.7,,No Rain,2004,2004-05-28 00:00:00, Charlotte, Charlotte_2004-05-30 00:00:00
21.7,20.0,90.0,0.0,,210.0,9.4,,1009.8,,No Rain,2004,2004-05-29 00:00:00, Charlotte, Charlotte_2004-05-30 00:00:00
26.7,16.0,52.0,0.0,,190.0,7.6,,1013.5,,No Rain,2004,2004-05-30 00:00:00, Charlotte, Charlotte_2004-05-30 00:00:00
27.8,20.1,63.0,0.0,,,0.0,,1010.7,,No Rain,2004,2004-05-31 00:00:00, Charlotte, Charlotte_2004-05-30 00:00:00
25.0,17.7,64.0,0.0,,260.0,13.0,,1006.3,,No Rain,2004,2004-06-01 00:00:00, Charlotte, Charlotte_2004-05-30 00:00:00
22.8,13.3,55.0,0.0,,210.0,5.4,,1011.3,,No Rain,2004,2004-06-02 00:00:00, Charlotte, Charlotte_2004-05-30 00:00:00
29.4,19.4,55.0,0.0,,240.0,20.5,,1012.4,,No Rain,2004,2004-06-10 00:00:00, Pocono, Pocono_2004-06-13 00:00:00
16.7,14.3,86.0,0.0,,40.0,7.6,,1012.9,,No Rain,2004,2004-06-11 00:00:00, Pocono, Pocono_2004-06-13 00:00:00
17.2,11.0,67.0,0.0,,270.0,7.6,,1014.0,,No Rain,2004,2004-06-12 00:00:00, Pocono, Pocono_2004-06-13 00:00:00
21.7,6.8,38.0,0.0,,180.0,9.4,,1019.8,,No Rain,2004,2004-06-13 00:00:00, Pocono, Pocono_2004-06-13 00:00:00
20.0,9.0,49.0,0.0,,160.0,11.2,,1020.2,,No Rain,2004,2004-06-14 00:00:00, Pocono, Pocono_2004-06-13 00:00:00
25.6,20.6,74.0,0.0,,180.0,13.0,,1014.7,,No Rain,2004,2004-06-15 00:00:00, Pocono, Pocono_2004-06-13 00:00:00
26.7,21.0,71.0,0.0,,230.0,13.0,,1016.0,,No Rain,2004,2004-06-16 00:00:00, Pocono, Pocono_2004-06-13 00:00:00
23.9,21.0,84.0,0.0,,90.0,13.0,,1016.1,,No Rain,2004,2004-06-17 00:00:00, Michigan, Michigan_2004-06-20 00:00:00
25.0,16.2,58.0,0.0,,270.0,9.4,,1016.7,,No Rain,2004,2004-06-19 00:00:00, Michigan, Michigan_2004-06-20 00:00:00
18.9,6.7,45.0,0.0,,10.0,13.0,,1021.3,,No Rain,2004,2004-06-20 00:00:00, Michigan, Michigan_2004-06-20 00:00:00
21.1,6.6,39.0,0.0,,230.0,11.2,,1016.1,,No Rain,2004,2004-06-21 00:00:00, Michigan, Michigan_2004-06-20 00:00:00
23.3,14.3,57.0,0.0,,220.0,11.2,,1006.8,,No Rain,2004,2004-06-22 00:00:00, Michigan, Michigan_2004-06-20 00:00:00
20.6,9.5,49.0,0.0,,270.0,20.5,,1012.7,,No Rain,2004,2004-06-23 00:00:00, Michigan, Michigan_2004-06-20 00:00:00
18.3,11.1,63.0,0.0,,260.0,27.7,,1017.0,,No Rain,2004,2004-06-24 00:00:00, Sonoma, Sonoma_2004-06-27 00:00:00
19.0,12.0,64.0,0.0,,260.0,25.9,,1018.9,,No Rain,2004,2004-06-25 00:00:00, Sonoma, Sonoma_2004-06-27 00:00:00
23.0,12.0,50.0,0.0,,280.0,25.9,,1018.3,,No Rain,2004,2004-06-26 00:00:00, Sonoma, Sonoma_2004-06-27 00:00:00
22.0,13.1,57.0,0.0,,280.0,35.3,,1015.1,,No Rain,2004,2004-06-27 00:00:00, Sonoma, Sonoma_2004-06-27 00:00:00
22.0,13.1,57.0,0.0,,280.0,25.9,,1010.5,,No Rain,2004,2004-06-28 00:00:00, Sonoma, Sonoma_2004-06-27 00:00:00
21.0,12.9,60.0,0.0,,300.0,18.4,,1011.6,,No Rain,2004,2004-06-29 00:00:00, Sonoma, Sonoma_2004-06-27 00:00:00
21.0,11.1,53.0,0.0,,280.0,31.3,,1013.9,,No Rain,2004,2004-06-30 00:00:00, Sonoma, Sonoma_2004-06-27 00:00:00
21.1,15.6,71.0,0.0,,,0.0,,1011.9,,No Rain,2004,2004-06-03 00:00:00, Dover, Dover_2004-06-06 00:00:00
20.0,13.2,65.0,0.0,,,0.0,,1018.4,,No Rain,2004,2004-06-04 00:00:00, Dover, Dover_2004-06-06 00:00:00
17.2,12.1,72.0,0.0,,80.0,14.8,,1020.6,,No Rain,2004,2004-06-05 00:00:00, Dover, Dover_2004-06-06 00:00:00
15.0,14.4,96.0,6.4,,20.0,18.7,,1017.1,,Moderate Rain,2004,2004-06-06 00:00:00, Dover, Dover_2004-06-06 00:00:00
16.7,14.0,84.0,0.0,,,0.0,,1018.7,,No Rain,2004,2004-06-07 00:00:00, Dover, Dover_2004-06-06 00:00:00
20.0,16.0,78.0,0.0,,,5.4,,1021.3,,No Rain,2004,2004-06-08 00:00:00, Dover, Dover_2004-06-06 00:00:00
21.7,15.1,66.0,0.0,,170.0,7.6,,1020.6,,No Rain,2004,2004-06-09 00:00:00, Dover, Dover_2004-06-06 00:00:00
20.0,13.9,68.0,0.0,,260.0,14.8,,1009.5,,No Rain,2004,2004-07-08 00:00:00, Chicagoland, Chicagoland_2004-07-11 00:00:00
22.0,12.0,53.0,0.0,,100.0,16.6,,1013.4,,No Rain,2004,2004-07-09 00:00:00, Chicagoland, Chicagoland_2004-07-11 00:00:00
21.0,15.1,69.0,0.0,,100.0,14.8,,1017.0,,No Rain,2004,2004-07-10 00:00:00, Chicagoland, Chicagoland_2004-07-11 00:00:00
24.0,17.0,65.0,0.0,,100.0,14.8,,1018.5,,No Rain,2004,2004-07-11 00:00:00, Chicagoland, Chicagoland_2004-07-11 00:00:00
29.0,21.0,62.0,0.0,,240.0,11.2,,1011.0,,No Rain,2004,2004-07-12 00:00:00, Chicagoland, Chicagoland_2004-07-11 00:00:00
28.0,20.0,62.0,0.0,,70.0,11.2,,1011.8,,No Rain,2004,2004-07-13 00:00:00, Chicagoland, Chicagoland_2004-07-11 00:00:00
29.0,19.9,58.0,0.0,,240.0,16.6,,1004.1,,No Rain,2004,2004-07-14 00:00:00, Chicagoland, Chicagoland_2004-07-11 00:00:00
26.1,19.0,65.0,0.0,,,0.0,,1013.4,,No Rain,2004,2004-07-22 00:00:00, New Hampshire, New Hampshire_2004-07-25 00:00:00
26.7,18.3,60.0,0.0,,190.0,13.0,,1011.5,,No Rain,2004,2004-07-23 00:00:00, New Hampshire, New Hampshire_2004-07-25 00:00:00
