temp,dwpt,rhum,prcp,wdir,wspd,pres,coco,date,rain_binary,location
23.9,20.6,82.0,0.0,140.0,14.8,1015.7,No Rain,2002-09-22,False, Dover
27.8,15.5,47.0,0.0,170.0,16.6,1012.2,No Rain,2002-09-29,False, Kansas
23.3,12.9,52.0,0.0,120.0,5.4,1021.5,No Rain,2002-09-07,False, Richmond
16.7,16.1,96.0,0.0,350.0,11.2,1016.3,No Rain,2003-10-11,False, Charlotte
11.7,7.2,74.0,0.0,,0.0,1017.7,No Rain,2003-10-19,False, Martinsville
18.3,18.3,100.0,0.0,50.0,13.0,1015.7,No Rain,2003-10-27,False, Atlanta
17.8,11.6,67.0,0.0,200.0,13.0,1015.6,No Rain,2003-10-05,False, Kansas
23.9,15.7,60.0,0.0,80.0,16.6,1020.5,No Rain,2003-11-16,False, Homestead
22.8,14.9,61.0,0.0,140.0,7.6,1015.2,No Rain,2003-02-16,False, Daytona
11.1,11.1,100.0,4.1,50.0,18.7,1015.0,Moderate Rain,2003-03-16,True, Darlington
12.8,2.9,51.0,0.0,220.0,14.8,1014.3,No Rain,2003-03-23,False, Bristol
11.7,-8.8,23.0,0.0,330.0,29.5,1027.8,No Rain,2003-03-30,False, Texas
13.3,9.4,77.0,0.0,90.0,16.6,1017.9,No Rain,2003-03-09,False, Atlanta
19.4,4.3,37.0,0.0,270.0,9.4,1010.7,No Rain,2003-04-13,False, Martinsville
20.0,8.3,47.0,0.0,300.0,20.5,1012.8,No Rain,2003-04-27,False, California (Auto Club)
23.3,11.0,46.0,0.0,,0.0,1015.6,No Rain,2003-04-06,False, Talladega
20.0,16.0,78.0,0.0,180.0,11.2,1013.1,No Rain,2003-05-25,False, Charlotte
24.4,15.1,56.0,0.0,280.0,7.6,1006.0,No Rain,2003-05-03,False, Richmond
18.3,16.6,90.0,0.3,110.0,13.0,994.2,Light Rain,2003-06-01,True, Dover
23.3,16.6,66.0,0.0,110.0,11.2,1014.3,No Rain,2003-06-15,False, Michigan
16.7,8.9,60.0,0.0,260.0,44.6,1012.2,No Rain,2003-06-22,False, Sonoma
15.6,14.5,93.0,0.0,60.0,16.6,1009.9,No Rain,2003-06-08,False, Pocono
24.0,9.9,41.0,0.0,130.0,13.0,1015.5,No Rain,2003-07-13,False, Chicagoland
22.8,13.8,57.0,0.0,,0.0,1013.8,No Rain,2003-07-20,False, New Hampshire
27.2,19.3,62.0,0.0,250.0,9.4,1019.8,No Rain,2003-07-27,False, Pocono
26.1,22.2,79.0,0.0,,0.0,1018.8,No Rain,2003-07-05,False, Daytona
23.3,20.6,85.0,0.0,300.0,13.0,1012.0,No Rain,2003-08-17,False, Michigan
23.3,18.8,76.0,0.0,220.0,5.4,1015.1,No Rain,2003-08-23,False, Bristol
23.9,19.0,74.0,0.0,280.0,11.2,1013.7,No Rain,2003-08-03,False, Indianapolis
18.9,16.7,87.0,0.0,170.0,5.4,1028.2,No Rain,2003-09-14,False, New Hampshire
20.6,19.9,96.0,0.0,,0.0,,No Rain,2003-09-21,False, Dover
21.7,20.0,90.0,0.0,60.0,5.4,1009.9,No Rain,2003-09-28,False, Talladega
19.0,14.1,73.0,0.0,320.0,13.0,1017.8,No Rain,2003-09-06,False, Richmond
18.0,10.1,60.0,0.0,60.0,11.2,1019.0,No Rain,2004-10-10,False, Kansas
13.3,5.7,60.0,0.0,,5.4,1004.8,No Rain,2004-10-16,False, Charlotte
12.8,8.9,77.0,0.0,,0.0,1018.3,No Rain,2004-10-24,False, Martinsville
22.2,19.4,84.0,0.0,,0.0,1021.0,No Rain,2004-10-03,False, Talladega
21.7,17.3,76.0,0.0,210.0,9.4,1016.3,No Rain,2004-10-31,False, Atlanta
23.3,17.3,69.0,0.0,90.0,13.0,1020.8,No Rain,2004-11-21,False, Homestead
29.4,4.8,21.0,0.0,120.0,20.5,1011.1,No Rain,2004-11-07,False, Phoenix
20.0,19.0,94.0,1.0,50.0,9.4,1012.9,Light Rain,2004-02-15,True, Daytona
16.7,-6.4,20.0,0.0,120.0,9.4,1025.5,No Rain,2004-03-14,False, Atlanta
21.7,2.4,28.0,0.0,80.0,20.5,1022.6,No Rain,2004-03-07,False, Las Vegas
21.7,7.1,39.0,0.0,200.0,13.0,1024.8,No Rain,2004-04-18,False, Martinsville
26.7,12.7,42.0,0.0,210.0,7.6,1017.0,No Rain,2004-04-25,False, Talladega
22.2,3.8,30.0,0.0,20.0,20.5,1016.8,No Rain,2004-04-04,False, Texas
26.0,21.0,74.0,0.0,200.0,14.8,1020.1,No Rain,2004-05-15,False, Richmond
28.0,9.8,32.0,0.0,210.0,13.0,1014.8,No Rain,2004-05-02,False, California (Auto Club)
26.7,16.0,52.0,0.0,190.0,7.6,1013.5,No Rain,2004-05-30,False, Charlotte
21.7,6.8,38.0,0.0,180.0,9.4,1019.8,No Rain,2004-06-13,False, Pocono
18.9,6.7,45.0,0.0,10.0,13.0,1021.3,No Rain,2004-06-20,False, Michigan
22.0,13.1,57.0,0.0,280.0,35.3,1015.1,No Rain,2004-06-27,False, Sonoma
15.0,14.4,96.0,6.4,20.0,18.7,1017.1,Moderate Rain,2004-06-06,True, Dover
24.0,17.0,65.0,0.0,100.0,14.8,1018.5,No Rain,2004-07-11,False, Chicagoland
20.0,16.0,78.0,0.0,,0.0,1025.1,No Rain,2004-07-25,False, New Hampshire
24.0,22.1,89.0,1.8,180.0,7.6,1017.0,Light Rain,2004-07-03,True, Daytona
27.2,20.5,67.0,0.0,200.0,11.2,1016.3,No Rain,2004-08-01,False, Pocono
21.1,6.6,39.0,0.0,,0.0,1016.7,No Rain,2004-08-22,False, Michigan
26.1,21.1,74.0,0.0,,0.0,1018.5,No Rain,2004-08-28,False, Bristol
21.1,13.3,61.0,0.0,240.0,7.6,1018.1,No Rain,2004-08-08,False, Indianapolis
22.0,21.0,94.0,0.0,300.0,9.4,1021.3,No Rain,2004-09-11,False, Richmond
11.7,9.4,86.0,0.0,330.0,9.4,1017.2,No Rain,2004-09-19,False, New Hampshire
15.6,15.0,96.0,0.0,,0.0,1018.6,No Rain,2004-09-26,False, Dover
31.0,14.2,36.0,0.0,320.0,11.2,1007.3,No Rain,2004-09-05,False, California (Auto Club)
19.4,10.7,57.0,0.0,320.0,11.2,1014.3,No Rain,2005-10-15,False, Charlotte
25.6,20.6,74.0,0.0,,0.0,1021.0,No Rain,2005-10-02,False, Talladega
15.0,8.9,67.0,0.0,310.0,14.8,1007.8,No Rain,2005-10-23,False, Martinsville
13.9,4.5,53.0,0.0,240.0,5.4,1027.6,No Rain,2005-10-30,False, Atlanta
13.3,4.4,55.0,0.0,80.0,13.0,1015.8,No Rain,2005-10-09,False, Kansas
23.9,3.2,26.0,0.0,280.0,9.4,1015.2,No Rain,2005-11-13,False, Phoenix
24.0,23.0,94.0,0.0,80.0,3.6,1016.3,No Rain,2005-11-20,False, Homestead
27.0,8.0,30.0,0.0,200.0,5.4,1007.0,No Rain,2005-11-06,False, Texas
16.1,7.8,58.0,0.0,90.0,16.6,1026.9,No Rain,2005-02-20,False, Daytona
16.1,10.0,67.0,0.0,250.0,13.0,1016.6,No Rain,2005-02-27,False, California (Auto Club)
27.0,2.8,21.0,0.0,130.0,11.2,1008.0,No Rain,2005-03-13,False, Las Vegas
12.8,3.2,52.0,0.0,270.0,5.4,1017.8,No Rain,2005-03-20,False, Atlanta
16.7,2.3,38.0,0.0,40.0,14.8,1016.4,No Rain,2005-04-10,False, Martinsville
24.0,8.0,36.0,0.0,150.0,14.8,1022.3,No Rain,2005-04-17,False, Texas
29.0,-8.6,8.0,0.0,240.0,5.4,1012.2,No Rain,2005-04-23,False, Phoenix
4.4,1.8,83.0,0.5,280.0,25.9,1005.5,Light Rain,2005-04-03,True, Bristol
16.1,12.3,78.0,0.0,,7.6,1012.8,No Rain,2005-05-01,False, Talladega
15.6,9.5,67.0,0.0,140.0,16.6,1023.0,No Rain,2005-05-14,False, Richmond
21.7,13.9,61.0,0.0,,0.0,1012.7,No Rain,2005-05-29,False, Charlotte
13.3,7.3,67.0,0.0,50.0,11.2,1018.7,No Rain,2005-05-07,False, Darlington
26.1,23.4,85.0,0.0,,0.0,1016.3,No Rain,2005-06-12,False, Pocono
18.3,13.4,73.0,0.0,20.0,9.4,1018.5,No Rain,2005-06-19,False, Michigan
18.3,12.7,70.0,0.0,190.0,29.5,1010.0,No Rain,2005-06-26,False, Sonoma
21.1,18.9,87.0,0.0,260.0,5.4,1013.4,No Rain,2005-06-05,False, Dover
28.3,10.0,32.0,0.0,100.0,16.6,1017.5,No Rain,2005-07-10,False, Chicagoland
26.1,21.8,77.0,0.0,180.0,9.4,1019.0,No Rain,2005-07-17,False, New Hampshire
29.4,22.9,68.0,0.0,240.0,14.8,1011.4,No Rain,2005-07-02,False, Daytona
25.0,11.6,43.0,0.0,10.0,9.4,1017.5,No Rain,2005-07-24,False, Pocono
26.1,21.1,74.0,0.0,,0.0,1013.5,No Rain,2005-08-14,False, Watkins Glen
25.0,20.0,74.0,0.0,280.0,11.2,1012.6,No Rain,2005-08-21,False, Michigan
24.4,20.5,79.0,0.0,,0.0,1014.0,No Rain,2005-08-27,False, Bristol
26.7,20.1,67.0,0.0,150.0,14.8,1017.7,No Rain,2005-08-07,False, Indianapolis
23.3,19.5,79.0,0.0,290.0,11.2,1018.3,No Rain,2005-09-10,False, Richmond
18.9,16.7,87.0,0.0,150.0,5.4,1012.7,No Rain,2005-09-18,False, New Hampshire
16.7,11.6,72.0,0.0,90.0,14.8,1026.0,No Rain,2005-09-25,False, Dover
23.9,14.9,57.0,0.0,220.0,14.8,1012.9,No Rain,2005-09-04,False, California (Auto Club)
23.3,10.0,43.0,0.0,230.0,9.4,1012.7,No Rain,2006-10-01,False, Kansas
11.1,3.9,61.0,0.0,170.0,7.6,1012.5,No Rain,2006-10-14,False, Charlotte
8.0,6.0,87.0,0.0,60.0,0.0,1018.5,No Rain,2006-10-22,False, Martinsville
10.6,4.9,68.0,0.0,280.0,5.4,1015.4,No Rain,2006-10-29,False, Atlanta
19.4,10.7,57.0,0.0,,0.0,1019.4,No Rain,2006-10-08,False, Talladega
25.0,-2.6,16.0,0.0,310.0,13.0,1008.8,No Rain,2006-11-12,False, Phoenix
19.0,12.0,64.0,0.0,330.0,0.0,1014.3,No Rain,2006-11-19,False, Homestead
16.7,7.9,56.0,0.0,150.0,16.6,1019.7,No Rain,2006-11-05,False, Texas
23.9,12.2,48.0,0.0,290.0,27.7,1020.3,No Rain,2006-02-19,False, Daytona
22.8,2.8,27.0,0.0,290.0,9.4,1016.6,No Rain,2006-02-26,False, California (Auto Club)
8.0,0.0,57.0,0.0,140.0,18.4,1000.3,No Rain,2006-03-12,False, Las Vegas
7.2,6.8,97.0,1.0,,0.0,1021.2,Light Rain,2006-03-20,True, Atlanta
2.2,-2.7,70.0,0.0,290.0,13.0,1019.9,No Rain,2006-03-26,False, Bristol
22.8,8.1,39.0,0.0,280.0,14.8,1013.3,No Rain,2006-04-02,False, Martinsville
34.0,-6.7,7.0,0.0,110.0,9.4,1005.2,No Rain,2006-04-22,False, Phoenix
21.1,5.0,35.0,0.0,10.0,20.5,1018.6,No Rain,2006-04-09,False, Texas
15.0,14.0,94.0,0.5,340.0,7.2,,Light Rain,2006-05-01,True, Talladega
19.0,6.1,43.0,0.0,270.0,13.0,1007.6,No Rain,2006-05-13,False, Darlington
28.0,15.0,45.0,0.0,,0.0,1012.5,No Rain,2006-05-28,False, Charlotte
18.3,16.1,87.0,0.0,250.0,5.4,1007.8,No Rain,2006-05-06,False, Richmond
12.8,0.5,43.0,0.0,300.0,14.8,1006.7,No Rain,2006-06-11,False, Pocono
29.4,12.8,36.0,0.0,180.0,20.2,1013.6,No Rain,2006-06-18,False, Michigan
23.9,14.0,54.0,0.0,200.0,18.4,1013.0,No Rain,2006-06-25,False, Sonoma
21.1,13.8,63.0,0.0,320.0,7.6,1006.4,No Rain,2006-06-04,False, Dover
28.3,21.6,67.0,0.0,100.0,13.0,1017.8,No Rain,2006-07-01,False, Daytona
25.6,21.7,79.0,0.0,150.0,5.4,1011.6,No Rain,2006-07-16,False, New Hampshire
20.0,18.8,93.0,1.0,,5.4,1006.7,Light Rain,2006-07-23,True, Pocono
27.8,13.3,41.0,0.0,230.0,14.8,1016.5,No Rain,2006-07-09,False, Chicagoland
15.6,8.8,64.0,0.0,,0.0,1018.8,No Rain,2006-08-13,False, Watkins Glen
23.9,19.4,76.0,0.0,270.0,14.8,1012.1,No Rain,2006-08-20,False, Michigan
28.3,17.8,53.0,0.0,160.0,9.4,1014.5,No Rain,2006-08-26,False, Bristol
27.2,15.6,49.0,0.0,90.0,7.6,1016.8,No Rain,2006-08-06,False, Indianapolis
17.2,15.5,90.0,0.0,,0.0,1016.8,No Rain,2006-09-17,False, New Hampshire
24.4,20.5,79.0,0.0,230.0,9.4,1011.9,No Rain,2006-09-24,False, Dover
36.1,14.2,27.0,0.0,260.0,20.5,1004.8,No Rain,2006-09-03,False, California (Auto Club)
23.3,18.8,76.0,0.0,130.0,5.4,1017.3,No Rain,2006-09-09,False, Richmond
14.0,6.1,59.0,0.0,350.0,0.0,1012.9,No Rain,2007-10-13,False, Charlotte
12.0,6.9,71.0,0.0,,0.0,1016.8,No Rain,2007-10-21,False, Martinsville
15.0,6.0,55.0,0.0,,5.4,1025.0,No Rain,2007-10-28,False, Atlanta
26.1,19.0,65.0,0.0,80.0,7.6,1017.0,No Rain,2007-10-07,False, Talladega
26.1,5.6,27.0,0.0,230.0,7.6,1008.5,No Rain,2007-11-11,False, Phoenix
20.4,16.4,78.0,0.0,60.0,7.6,1019.3,No Rain,2007-11-18,False, Homestead
18.3,8.8,54.0,0.0,120.0,5.4,1023.0,No Rain,2007-11-04,False, Texas
11.7,-1.8,39.0,0.0,260.0,11.2,1016.9,No Rain,2007-02-18,False, Daytona
18.3,-6.5,18.0,0.0,280.0,14.8,1017.8,No Rain,2007-02-25,False, California (Auto Club)
26.0,-12.5,7.0,0.0,30.0,22.3,1016.2,No Rain,2007-03-11,False, Las Vegas
8.9,-8.2,29.0,0.0,310.0,13.0,1020.6,No Rain,2007-03-18,False, Atlanta
20.0,10.1,53.0,0.0,210.0,11.2,1024.8,No Rain,2007-03-25,False, Bristol
17.0,12.9,77.0,0.0,180.0,0.0,1018.5,No Rain,2007-04-01,False, Martinsville
11.7,1.6,50.0,0.0,340.0,22.3,1018.6,No Rain,2007-04-15,False, Texas
23.0,-5.0,15.0,0.0,220.0,16.6,1005.3,No Rain,2007-04-21,False, Phoenix
23.9,9.8,41.0,0.0,320.0,16.6,1017.8,No Rain,2007-04-29,False, Talladega
19.0,18.0,94.0,2.3,150.0,13.0,1014.1,Light Rain,2007-05-13,True, Darlington
28.0,12.0,37.0,0.0,170.0,7.6,1020.2,No Rain,2007-05-27,False, Charlotte
12.2,10.6,90.0,0.0,190.0,0.0,1019.6,No Rain,2007-05-06,False, Richmond
20.0,10.7,55.0,0.0,320.0,14.8,1014.8,No Rain,2007-06-10,False, Pocono
27.2,19.0,61.0,0.0,,0.0,1014.8,No Rain,2007-06-17,False, Michigan
28.9,6.3,24.0,0.0,220.0,25.9,1010.6,No Rain,2007-06-24,False, Sonoma
18.3,17.1,93.0,1.5,90.0,16.6,1000.8,Light Rain,2007-06-04,True, Dover
20.0,5.6,39.0,0.0,340.0,9.4,1013.6,No Rain,2007-07-01,False, New Hampshire
27.8,11.8,37.0,0.0,300.0,31.7,1006.6,No Rain,2007-07-15,False, Chicagoland
27.8,18.8,58.0,0.0,40.0,11.2,1011.1,No Rain,2007-07-29,False, Indianapolis
24.0,22.1,89.0,5.8,290.0,14.8,1017.6,Moderate Rain,2007-07-07,True, Daytona
21.7,15.1,66.0,0.0,290.0,5.4,1017.4,No Rain,2007-08-12,False, Watkins Glen
16.7,15.6,93.0,0.3,90.0,16.6,1014.4,Light Rain,2007-08-21,True, Michigan
28.9,19.5,57.0,0.0,200.0,5.4,1014.1,No Rain,2007-08-25,False, Bristol
23.9,13.4,52.0,0.0,,5.4,,No Rain,2007-08-05,False, Pocono
12.8,6.2,64.0,0.0,360.0,9.4,1015.8,No Rain,2007-09-16,False, New Hampshire
40.0,16.2,25.0,0.0,280.0,22.3,1006.1,No Rain,2007-09-02,False, California (Auto Club)
23.0,21.1,89.0,0.0,260.0,0.0,1017.5,No Rain,2007-09-23,False, Dover
26.1,10.7,38.0,0.0,170.0,16.6,1016.5,No Rain,2007-09-30,False, Kansas
27.8,23.8,79.0,0.0,170.0,18.4,1019.2,No Rain,2007-09-08,False, Richmond
22.0,18.0,78.0,0.0,50.0,0.0,1021.3,No Rain,2008-10-11,False, Charlotte
10.0,6.0,76.0,0.0,10.0,0.0,1021.9,No Rain,2008-10-19,False, Martinsville
11.7,9.4,86.0,0.0,,0.0,1016.6,No Rain,2008-10-26,False, Atlanta
19.4,14.4,73.0,0.0,,0.0,1020.6,No Rain,2008-10-05,False, Talladega
25.7,21.8,79.0,0.0,260.0,13.0,1012.4,No Rain,2008-11-16,False, Homestead
22.8,7.7,38.0,0.0,130.0,0.0,1021.2,No Rain,2008-11-02,False, Texas
25.3,-11.4,8.0,0.0,210.0,0.0,1009.5,No Rain,2008-11-09,False, Phoenix
18.9,12.2,65.0,0.0,70.0,11.2,1019.5,No Rain,2008-02-17,False, Daytona
13.9,8.3,69.0,0.0,290.0,11.2,1021.4,No Rain,2008-02-25,False, California (Auto Club)
12.2,11.1,93.0,2.5,250.0,9.4,1001.4,Moderate Rain,2008-03-16,True, Bristol
23.5,1.2,23.0,0.0,230.0,31.7,1007.3,No Rain,2008-03-02,False, Las Vegas
6.0,-3.9,49.0,0.0,60.0,0.0,1028.7,No Rain,2008-03-30,False, Martinsville
4.4,-7.1,43.0,0.0,300.0,16.6,1022.4,No Rain,2008-03-09,False, Atlanta
27.0,-8.6,9.0,0.0,230.0,22.3,1014.1,No Rain,2008-04-12,False, Phoenix
22.8,17.3,71.0,0.0,,5.4,1016.0,No Rain,2008-04-27,False, Talladega
20.0,2.4,31.0,0.0,140.0,13.0,1009.2,No Rain,2008-04-06,False, Texas
27.0,14.1,45.0,0.0,260.0,16.6,1004.9,No Rain,2008-05-10,False, Darlington
23.0,12.0,50.0,0.0,80.0,0.0,1015.6,No Rain,2008-05-25,False, Charlotte
20.0,16.0,78.0,0.0,190.0,9.4,1012.7,No Rain,2008-05-03,False, Richmond
20.0,18.8,93.0,0.0,190.0,13.0,1008.9,No Rain,2008-06-01,False, Dover
24.4,10.7,42.0,0.0,220.0,9.4,1013.4,No Rain,2008-06-15,False, Michigan
32.8,1.8,14.0,0.0,260.0,24.1,1012.6,No Rain,2008-06-22,False, Sonoma
15.6,14.5,93.0,1.3,90.0,11.2,1012.5,Light Rain,2008-06-29,True, New Hampshire
21.1,18.9,87.0,1.8,280.0,18.4,1016.4,Light Rain,2008-06-08,True, Pocono
30.0,18.8,51.0,0.0,170.0,22.3,1011.8,No Rain,2008-07-12,False, Chicagoland
28.3,17.2,51.0,0.0,320.0,18.4,1012.2,No Rain,2008-07-27,False, Indianapolis
27.8,20.6,65.0,0.0,130.0,11.2,1017.5,No Rain,2008-07-05,False, Daytona
17.8,12.9,73.0,0.0,180.0,0.0,1009.9,No Rain,2008-08-10,False, Watkins Glen
22.2,11.0,49.0,0.0,290.0,11.2,1017.6,No Rain,2008-08-17,False, Michigan
26.1,13.2,45.0,0.0,110.0,14.8,1020.9,No Rain,2008-08-23,False, Bristol
18.9,15.0,78.0,0.0,320.0,9.4,1008.6,No Rain,2008-08-03,False, Pocono
32.2,16.9,40.0,0.0,280.0,20.5,1002.7,No Rain,2008-08-31,False, California (Auto Club)
19.4,16.6,84.0,0.0,170.0,0.0,1013.3,No Rain,2008-09-14,False, New Hampshire
16.7,13.2,80.0,0.0,60.0,5.4,1023.3,No Rain,2008-09-21,False, Dover
26.7,16.0,52.0,0.0,190.0,5.4,1016.9,No Rain,2008-09-28,False, Kansas
22.8,20.0,84.0,0.0,300.0,7.6,1008.4,No Rain,2008-09-07,False, Richmond
23.3,10.7,45.0,0.0,270.0,18.4,1006.5,No Rain,2009-10-11,False, California (Auto Club)
14.0,9.0,72.0,0.0,70.0,0.0,1010.6,No Rain,2009-10-17,False, Charlotte
18.5,8.2,51.0,0.0,310.0,14.8,1008.3,No Rain,2009-10-25,False, Martinsville
13.9,4.5,53.0,0.0,40.0,0.0,1014.1,No Rain,2009-10-04,False, Kansas
10.6,9.4,92.0,0.0,,0.0,1017.9,No Rain,2009-11-01,False, Talladega
19.7,6.4,42.0,0.0,190.0,16.6,1011.0,No Rain,2009-11-15,False, Phoenix
22.9,20.2,85.0,0.0,100.0,0.0,1015.5,No Rain,2009-11-22,False, Homestead
18.9,13.3,70.0,0.0,190.0,7.6,1016.3,No Rain,2009-11-08,False, Texas
24.4,15.1,56.0,0.0,270.0,13.0,1014.2,No Rain,2009-02-15,False, Daytona
20.6,3.3,32.0,0.0,290.0,7.6,1016.7,No Rain,2009-02-22,False, California (Auto Club)
19.0,-9.1,14.0,0.0,50.0,18.4,1023.9,No Rain,2009-03-01,False, Las Vegas
12.8,-3.9,31.0,0.0,,0.0,1028.0,No Rain,2009-03-22,False, Bristol
13.9,13.1,95.0,3.0,70.0,7.6,1007.0,Moderate Rain,2009-03-29,True, Martinsville
19.4,7.2,45.0,0.0,160.0,7.6,1022.8,No Rain,2009-03-08,False, Atlanta
25.0,-6.4,12.0,0.0,270.0,9.4,1013.3,No Rain,2009-04-18,False, Phoenix
26.1,13.9,47.0,0.0,220.0,5.4,1023.6,No Rain,2009-04-26,False, Talladega
26.7,13.8,45.0,0.0,160.0,35.3,1001.2,No Rain,2009-04-05,False, Texas
23.9,14.9,57.0,0.0,220.0,9.4,1011.3,No Rain,2009-05-02,False, Richmond
22.0,19.9,88.0,0.0,,0.0,1015.7,No Rain,2009-05-25,False, Charlotte
22.0,13.1,57.0,0.0,230.0,0.0,1008.8,No Rain,2009-05-31,False, Dover
25.0,20.9,78.0,0.0,240.0,11.2,1012.4,No Rain,2009-05-09,False, Darlington
18.3,12.7,70.0,0.0,150.0,5.4,1016.6,No Rain,2009-06-14,False, Michigan
22.8,10.6,46.0,0.0,210.0,29.5,1005.1,No Rain,2009-06-21,False, Sonoma
20.0,17.2,84.0,0.0,340.0,9.4,1006.8,No Rain,2009-06-28,False, New Hampshire
20.0,11.7,59.0,0.0,270.0,5.4,1015.3,No Rain,2009-06-07,False, Pocono
26.7,20.1,67.0,0.0,220.0,14.8,1016.1,No Rain,2009-07-11,False, Chicagoland
25.0,15.0,54.0,0.0,260.0,9.4,1009.1,No Rain,2009-07-26,False, Indianapolis
30.0,22.2,63.0,0.0,,0.0,1016.2,No Rain,2009-07-04,False, Daytona
22.2,19.0,82.0,0.0,250.0,11.2,1013.3,No Rain,2009-08-10,False, Watkins Glen
26.7,16.6,54.0,0.0,140.0,9.4,1018.4,No Rain,2009-08-16,False, Michigan
25.0,18.9,69.0,0.0,230.0,7.6,1011.8,No Rain,2009-08-22,False, Bristol
20.0,18.8,93.0,0.0,,0.0,1011.9,No Rain,2009-08-03,False, Pocono
18.0,17.0,94.0,0.0,320.0,11.2,1016.6,No Rain,2009-09-12,False, Richmond
8.3,5.1,80.0,0.0,290.0,0.0,1024.2,No Rain,2009-09-20,False, New Hampshire
15.6,12.7,83.0,0.3,80.0,7.6,1018.3,Light Rain,2009-09-27,True, Dover
23.9,20.0,79.0,0.0,,0.0,1019.6,No Rain,2009-09-06,False, Atlanta
31.7,9.3,25.0,0.0,250.0,22.3,1013.8,No Rain,2010-10-10,False, California (Auto Club)
16.0,2.0,39.0,0.0,360.0,7.6,1013.8,No Rain,2010-10-16,False, Charlotte
11.4,9.0,85.0,0.0,200.0,0.0,1025.0,No Rain,2010-10-24,False, Martinsville
13.9,2.2,45.0,0.0,30.0,14.8,1026.0,No Rain,2010-10-03,False, Kansas
14.4,9.0,70.0,0.0,,0.0,1018.9,No Rain,2010-10-31,False, Talladega
22.7,-8.2,12.0,0.0,200.0,14.8,1015.0,No Rain,2010-11-14,False, Phoenix
23.3,18.6,75.0,0.0,70.0,16.6,1022.3,No Rain,2010-11-21,False, Homestead
13.3,1.6,45.0,0.0,130.0,9.4,1026.8,No Rain,2010-11-07,False, Texas
8.3,-1.8,49.0,0.0,320.0,11.2,1015.4,No Rain,2010-02-14,False, Daytona
15.0,7.3,60.0,0.0,210.0,9.4,1010.1,No Rain,2010-02-21,False, California (Auto Club)
12.0,4.9,62.0,0.0,70.0,18.4,1005.5,No Rain,2010-02-28,False, Las Vegas
17.8,2.1,35.0,0.0,310.0,7.6,1016.0,No Rain,2010-03-21,False, Bristol
9.0,7.9,93.0,1.3,,0.0,,Light Rain,2010-03-29,True, Martinsville
11.1,-6.3,29.0,0.0,,0.0,1023.8,No Rain,2010-03-07,False, Atlanta
28.9,-8.7,8.0,0.0,250.0,16.6,1007.2,No Rain,2010-04-10,False, Phoenix
12.2,10.6,90.0,0.5,20.0,16.6,1016.5,Light Rain,2010-04-19,True, Texas
20.6,17.8,84.0,1.8,210.0,16.6,1004.6,Light Rain,2010-04-25,True, Talladega
19.0,16.0,83.0,0.0,190.0,13.0,1009.2,No Rain,2010-05-01,False, Richmond
22.2,6.8,37.0,0.0,,0.0,1019.8,No Rain,2010-05-16,False, Dover
26.0,17.1,58.0,0.3,150.0,9.4,1013.9,Light Rain,2010-05-30,True, Charlotte
29.0,15.9,45.0,0.0,180.0,14.8,1012.3,No Rain,2010-05-08,False, Darlington
25.6,21.1,76.0,0.0,300.0,7.6,1013.3,No Rain,2010-06-13,False, Michigan
20.0,9.0,49.0,0.0,240.0,16.6,1016.4,No Rain,2010-06-20,False, Sonoma
21.1,13.8,63.0,0.0,260.0,7.6,1009.9,No Rain,2010-06-27,False, New Hampshire
24.4,18.3,69.0,0.0,270.0,18.4,1006.6,No Rain,2010-06-06,False, Pocono
28.3,12.2,37.0,0.0,10.0,14.8,1013.4,No Rain,2010-07-10,False, Chicagoland
31.1,24.0,66.0,0.0,220.0,14.8,1011.8,No Rain,2010-07-25,False, Indianapolis
26.1,22.8,82.0,0.0,90.0,5.4,1017.2,No Rain,2010-07-03,False, Daytona
21.1,12.8,59.0,0.0,,0.0,1014.5,No Rain,2010-08-01,False, Pocono
24.4,22.3,88.0,0.0,240.0,5.4,1011.0,No Rain,2010-08-15,False, Michigan
19.4,12.2,63.0,0.0,,0.0,1014.2,No Rain,2010-08-08,False, Watkins Glen
20.6,7.9,44.0,0.0,350.0,7.6,1015.0,No Rain,2010-09-11,False, Richmond
14.4,10.6,78.0,0.0,180.0,0.0,1021.3,No Rain,2010-09-19,False, New Hampshire
24.4,17.9,67.0,0.0,140.0,7.6,1010.6,No Rain,2010-09-26,False, Dover
20.6,14.5,68.0,0.0,,0.0,1014.2,No Rain,2010-09-05,False, Atlanta
16.0,7.0,55.0,0.0,240.0,0.0,1008.2,No Rain,2011-10-15,False, Charlotte
2.0,-4.1,64.0,0.0,280.0,0.0,1009.8,No Rain,2011-10-02,False, Dover
11.1,6.0,71.0,0.0,,0.0,1020.4,No Rain,2011-10-23,False, Talladega
3.0,0.7,85.0,0.0,310.0,0.0,1018.3,No Rain,2011-10-30,False, Martinsville
26.7,11.2,38.0,0.0,140.0,14.8,1017.7,No Rain,2011-10-09,False, Kansas
23.5,1.2,23.0,0.0,120.0,9.4,1009.9,No Rain,2011-11-13,False, Phoenix
24.6,21.3,82.0,0.0,70.0,18.4,1021.4,No Rain,2011-11-20,False, Homestead
18.3,7.7,50.0,0.0,140.0,16.6,1010.3,No Rain,2011-11-06,False, Texas
16.7,12.8,78.0,0.0,,0.0,1020.9,No Rain,2011-02-20,False, Daytona
