temp,dwpt,rhum,prcp,wdir,wspd,pres,coco,date,rain_binary,location
18.2,-1.1,27.0,0.0,210.0,29.5,1002.6,No Rain,2011-02-27,False, Phoenix
15.0,6.0,55.0,0.0,260.0,22.3,1013.8,No Rain,2011-03-27,False, California (Auto Club)
19.5,-5.5,18.0,0.0,340.0,0.0,1019.2,No Rain,2011-03-06,False, Las Vegas
15.0,4.9,51.0,0.0,280.0,11.2,1013.4,No Rain,2011-04-17,False, Talladega
11.5,-3.1,36.0,0.0,290.0,7.6,1012.5,No Rain,2011-04-03,False, Martinsville
17.0,5.0,45.0,0.0,340.0,9.4,1014.0,No Rain,2011-04-30,False, Richmond
31.1,15.9,40.0,0.0,170.0,33.5,1003.8,No Rain,2011-04-09,False, Texas
17.8,15.6,87.0,0.0,140.0,16.6,1006.1,No Rain,2011-05-15,False, Dover
25.6,19.0,67.0,0.0,,0.0,1014.8,No Rain,2011-05-29,False, Charlotte
17.0,16.0,94.0,0.0,100.0,11.2,1013.9,No Rain,2011-05-07,False, Darlington
16.1,15.0,93.0,0.0,110.0,14.8,1013.4,No Rain,2011-06-12,False, Pocono
25.6,15.0,52.0,0.0,100.0,9.4,1010.6,No Rain,2011-06-19,False, Michigan
19.4,12.2,63.0,0.0,190.0,24.1,1009.6,No Rain,2011-06-26,False, Sonoma
32.8,19.3,45.0,0.0,250.0,9.4,1016.7,No Rain,2011-06-05,False, Kansas
26.7,11.6,39.0,0.0,220.0,5.4,1018.2,No Rain,2011-07-17,False, New Hampshire
26.1,23.4,85.0,0.0,,0.0,1015.8,No Rain,2011-07-02,False, Daytona
30.6,19.9,53.0,0.0,60.0,9.4,1016.1,No Rain,2011-07-31,False, Indianapolis
26.1,20.7,72.0,0.0,50.0,7.6,1009.2,No Rain,2011-07-09,False, Kentucky
20.0,17.8,87.0,0.0,100.0,5.4,1008.3,No Rain,2011-08-15,False, Watkins Glen
21.1,18.3,84.0,0.0,,0.0,1013.3,No Rain,2011-08-21,False, Michigan
20.6,19.4,93.0,4.1,210.0,13.0,1012.4,Moderate Rain,2011-08-07,True, Pocono
23.3,20.6,85.0,0.0,310.0,5.4,1010.8,No Rain,2011-09-10,False, Richmond
16.0,15.0,94.0,0.8,150.0,14.8,,Light Rain,2011-09-19,True, Chicagoland
22.2,21.0,93.0,0.0,250.0,0.0,1017.2,No Rain,2011-09-25,False, New Hampshire
24.4,22.8,91.0,0.3,130.0,16.6,1000.3,Light Rain,2011-09-06,True, Atlanta
20.0,13.2,65.0,0.0,,0.0,1023.7,No Rain,2012-10-13,False, Charlotte
17.8,4.4,41.0,0.0,90.0,7.6,1006.8,No Rain,2012-10-21,False, Kansas
17.2,11.9,71.0,0.0,30.0,5.4,1007.2,No Rain,2012-10-28,False, Martinsville
16.7,13.2,80.0,0.0,,7.6,1017.1,No Rain,2012-10-07,False, Talladega
14.8,-3.1,29.0,0.0,220.0,24.1,1012.9,No Rain,2012-11-11,False, Phoenix
22.8,18.8,78.0,0.0,30.0,11.2,1017.6,No Rain,2012-11-18,False, Homestead
22.8,11.2,48.0,0.0,10.0,11.2,1016.0,No Rain,2012-11-04,False, Texas
17.2,16.1,93.0,5.3,70.0,13.0,1026.1,Moderate Rain,2012-02-27,True, Daytona
22.2,-8.6,12.0,0.0,120.0,13.0,1012.1,No Rain,2012-03-11,False, Las Vegas
20.6,8.3,45.0,0.0,270.0,13.0,1011.2,No Rain,2012-03-25,False, California (Auto Club)
22.0,-13.8,8.0,0.0,220.0,11.2,1022.3,No Rain,2012-03-04,False, Phoenix
19.0,11.1,60.0,0.0,230.0,0.0,1006.1,No Rain,2012-04-01,False, Martinsville
24.4,17.9,67.0,0.0,170.0,20.5,1008.9,No Rain,2012-04-14,False, Texas
20.0,4.5,36.0,0.0,260.0,13.0,1012.7,No Rain,2012-04-22,False, Kansas
17.2,-3.0,25.0,0.0,10.0,13.0,1019.1,No Rain,2012-04-28,False, Richmond
22.0,12.0,53.0,0.0,50.0,5.4,1020.8,No Rain,2012-05-12,False, Darlington
28.0,18.1,55.0,0.0,60.0,0.0,1017.9,No Rain,2012-05-27,False, Charlotte
28.9,20.1,59.0,0.0,290.0,5.4,1012.6,No Rain,2012-05-06,False, Talladega
19.4,13.3,68.0,0.0,300.0,13.0,1014.8,No Rain,2012-06-10,False, Pocono
28.3,16.2,48.0,0.0,120.0,18.4,1013.8,No Rain,2012-06-17,False, Michigan
20.0,7.0,43.0,0.0,280.0,25.9,1011.3,No Rain,2012-06-24,False, Sonoma
9.0,-0.9,50.0,0.0,270.0,22.3,1013.7,No Rain,2012-06-03,False, Dover
28.3,18.4,55.0,0.0,40.0,9.4,1011.0,No Rain,2012-06-30,False, Kentucky
27.2,18.2,58.0,0.0,,0.0,1018.0,No Rain,2012-07-15,False, New Hampshire
27.2,12.8,41.0,0.0,360.0,11.2,1018.1,No Rain,2012-07-29,False, Indianapolis
27.2,21.7,72.0,0.0,220.0,13.0,1016.6,No Rain,2012-07-07,False, Daytona
22.2,12.7,55.0,0.0,240.0,18.4,1011.6,No Rain,2012-08-12,False, Watkins Glen
21.1,7.7,42.0,0.0,150.0,0.0,1014.3,No Rain,2012-08-19,False, Michigan
21.0,17.0,78.0,1.5,90.0,7.6,,Light Rain,2012-08-25,True, Bristol
23.3,18.8,76.0,0.0,140.0,9.4,1022.0,No Rain,2012-08-05,False, Pocono
20.5,2.8,31.0,0.0,80.0,9.4,1020.6,No Rain,2012-09-16,False, Chicagoland
28.0,21.1,66.0,0.0,,0.0,1018.6,No Rain,2012-09-02,False, Atlanta
17.8,15.1,84.0,0.0,160.0,9.4,1010.0,No Rain,2012-09-23,False, New Hampshire
4.0,1.0,81.0,0.0,190.0,9.4,1007.1,No Rain,2012-09-30,False, Dover
29.4,22.1,65.0,0.0,160.0,14.8,1012.0,No Rain,2012-09-08,False, Richmond
21.0,16.0,73.0,0.0,50.0,0.0,1013.9,No Rain,2013-10-12,False, Charlotte
15.0,13.4,90.0,0.0,,0.0,1014.8,No Rain,2013-10-20,False, Talladega
11.5,0.0,45.0,0.0,240.0,0.0,1019.2,No Rain,2013-10-27,False, Martinsville
13.9,2.2,45.0,0.0,230.0,11.2,1013.1,No Rain,2013-10-06,False, Kansas
28.3,-0.8,15.0,0.0,300.0,5.4,1014.0,No Rain,2013-11-10,False, Phoenix
25.1,21.0,78.0,0.0,70.0,16.6,1017.6,No Rain,2013-11-17,False, Homestead
13.9,1.8,44.0,0.0,350.0,5.4,1022.6,No Rain,2013-11-03,False, Texas
25.6,15.6,54.0,0.0,260.0,11.2,1012.4,No Rain,2013-02-24,False, Daytona
16.9,1.3,35.0,0.0,330.0,5.4,1015.7,No Rain,2013-03-10,False, Las Vegas
16.6,5.2,47.0,0.5,300.0,33.5,,Light Rain,2013-03-17,True, Bristol
25.0,7.6,33.0,0.0,270.0,20.5,1011.3,No Rain,2013-03-24,False, California (Auto Club)
27.2,-4.7,12.0,0.0,150.0,5.4,1018.4,No Rain,2013-03-03,False, Phoenix
22.2,5.6,34.0,0.0,150.0,13.0,1011.1,No Rain,2013-04-13,False, Texas
12.8,-0.5,40.0,0.0,90.0,14.8,1020.9,No Rain,2013-04-21,False, Kansas
17.8,4.4,41.0,0.0,60.0,7.6,1028.7,No Rain,2013-04-27,False, Richmond
13.2,-0.5,39.0,0.0,140.0,0.0,1022.1,No Rain,2013-04-07,False, Martinsville
27.0,14.1,45.0,0.0,190.0,9.4,1015.0,No Rain,2013-05-11,False, Darlington
23.0,4.0,29.0,0.0,230.0,0.0,1021.4,No Rain,2013-05-26,False, Charlotte
10.0,7.8,86.0,0.0,,0.0,1013.7,No Rain,2013-05-05,False, Talladega
20.0,15.6,76.0,0.0,220.0,7.6,1014.7,No Rain,2013-06-16,False, Michigan
20.6,-2.5,21.0,0.0,130.0,22.3,1020.4,No Rain,2013-06-02,False, Dover
27.2,12.0,39.0,0.0,190.0,24.1,1009.5,No Rain,2013-06-23,False, Sonoma
23.3,18.4,74.0,0.0,360.0,18.4,1002.9,No Rain,2013-06-30,False, Kentucky
17.8,13.9,78.0,0.0,310.0,5.4,1016.7,No Rain,2013-06-09,False, Pocono
24.4,19.9,76.0,0.0,180.0,7.6,1025.8,No Rain,2013-07-14,False, New Hampshire
21.1,10.0,49.0,0.0,290.0,27.7,1011.8,No Rain,2013-07-28,False, Indianapolis
27.8,22.3,72.0,0.0,110.0,9.4,1020.5,No Rain,2013-07-06,False, Daytona
22.2,11.0,49.0,0.0,150.0,9.4,1022.9,No Rain,2013-08-18,False, Michigan
17.8,15.6,87.0,0.3,280.0,5.4,1013.0,Light Rain,2013-08-04,True, Pocono
28.0,23.9,82.0,0.0,170.0,9.4,1012.7,No Rain,2013-09-01,False, Atlanta
16.8,4.5,44.0,0.0,190.0,7.6,1018.0,No Rain,2013-09-15,False, Chicagoland
19.4,14.4,73.0,0.0,150.0,16.6,1007.9,No Rain,2013-09-22,False, New Hampshire
2.8,-5.6,54.0,0.0,350.0,20.5,1003.0,No Rain,2013-09-29,False, Dover
20.0,14.4,70.0,0.0,300.0,9.4,1021.1,No Rain,2013-09-07,False, Richmond
22.0,18.0,78.0,0.0,200.0,0.0,1016.1,No Rain,2014-10-11,False, Charlotte
19.4,10.1,55.0,0.0,320.0,11.2,1016.4,No Rain,2014-10-19,False, Talladega
16.7,5.3,47.0,0.0,270.0,5.4,1012.8,No Rain,2014-10-26,False, Martinsville
13.3,-1.9,35.0,0.0,270.0,9.4,1013.3,No Rain,2014-10-05,False, Kansas
23.1,19.7,81.0,0.0,50.0,9.4,1020.6,No Rain,2014-11-16,False, Homestead
12.8,-2.3,35.0,0.0,130.0,14.8,1025.7,No Rain,2014-11-02,False, Texas
29.2,1.6,17.0,0.0,,0.0,1014.4,No Rain,2014-11-09,False, Phoenix
18.3,13.4,73.0,0.0,360.0,13.0,1018.7,No Rain,2014-02-23,False, Daytona
16.0,14.0,88.0,0.3,300.0,18.4,1007.6,Light Rain,2014-03-02,True, Phoenix
20.0,9.0,49.0,0.0,270.0,16.6,1015.4,No Rain,2014-03-23,False, California (Auto Club)
16.7,15.1,90.0,0.0,190.0,13.0,1002.4,No Rain,2014-03-30,False, Martinsville
22.1,-6.7,14.0,0.0,30.0,13.0,1021.0,No Rain,2014-03-09,False, Las Vegas
21.0,8.9,46.0,0.0,190.0,13.0,1019.9,No Rain,2014-04-12,False, Darlington
13.3,9.9,80.0,0.0,80.0,13.0,1006.7,No Rain,2014-04-26,False, Richmond
11.0,10.1,94.0,0.3,350.0,25.9,1008.3,Light Rain,2014-04-07,True, Texas
21.7,6.8,38.0,0.0,290.0,11.2,1009.8,No Rain,2014-05-10,False, Kansas
22.0,11.1,50.0,0.0,20.0,0.0,1017.7,No Rain,2014-05-25,False, Charlotte
22.8,7.4,37.0,0.0,280.0,7.6,1016.0,No Rain,2014-05-04,False, Talladega
11.1,8.3,83.0,0.2,240.0,22.3,1001.4,Light Rain,2014-06-01,True, Dover
22.2,8.0,40.0,0.0,110.0,7.6,1018.3,No Rain,2014-06-15,False, Michigan
21.7,12.3,55.0,0.0,200.0,27.7,1010.2,No Rain,2014-06-22,False, Sonoma
25.6,21.7,79.0,0.0,250.0,7.6,1016.7,No Rain,2014-06-28,False, Kentucky
22.2,9.4,44.0,0.0,350.0,5.4,1014.9,No Rain,2014-06-08,False, Pocono
25.6,16.7,58.0,0.0,140.0,9.4,1019.2,No Rain,2014-07-13,False, New Hampshire
26.7,22.1,76.0,1.0,240.0,11.2,1011.0,Light Rain,2014-07-27,True, Indianapolis
22.8,21.1,90.0,1.3,220.0,13.0,1020.5,Light Rain,2014-07-06,True, Daytona
22.2,14.3,61.0,0.0,30.0,9.4,1019.9,No Rain,2014-08-10,False, Watkins Glen
24.4,18.3,69.0,0.0,300.0,7.6,1012.0,No Rain,2014-08-17,False, Michigan
20.6,16.0,75.0,0.0,180.0,9.4,1019.9,No Rain,2014-08-03,False, Pocono
28.0,22.0,70.0,0.0,170.0,0.0,1018.4,No Rain,2014-08-31,False, Atlanta
11.2,5.9,70.0,0.0,60.0,5.4,1027.0,No Rain,2014-09-14,False, Chicagoland
17.8,12.9,73.0,0.0,170.0,14.8,1019.6,No Rain,2014-09-21,False, New Hampshire
6.1,-0.6,62.0,0.0,140.0,14.8,1011.8,No Rain,2014-09-28,False, Dover
29.4,23.8,72.0,0.0,210.0,9.4,1017.2,No Rain,2014-09-06,False, Richmond
14.0,13.0,94.0,0.2,20.0,11.2,1016.4,Light Rain,2015-10-11,True, Charlotte
14.4,-1.7,33.0,0.0,130.0,9.4,1028.9,No Rain,2015-10-18,False, Kansas
22.2,17.1,73.0,0.0,,0.0,1019.5,No Rain,2015-10-25,False, Talladega
3.9,3.3,96.0,0.0,70.0,24.1,1014.7,No Rain,2015-10-04,False, Dover
11.3,10.0,92.0,0.0,180.0,0.0,1019.8,No Rain,2015-11-01,False, Martinsville
23.1,-2.5,18.0,0.0,240.0,3.6,1012.0,No Rain,2015-11-15,False, Phoenix
25.0,22.9,88.0,1.5,50.0,0.0,1012.1,Light Rain,2015-11-22,True, Homestead
15.0,5.5,53.0,0.0,50.0,11.2,1024.7,No Rain,2015-11-08,False, Texas
17.2,11.0,67.0,0.0,,0.0,1023.5,No Rain,2015-02-22,False, Daytona
11.0,2.0,54.0,0.0,80.0,9.4,1032.7,No Rain,2015-03-01,False, Atlanta
29.4,0.1,15.0,0.0,90.0,0.0,1015.0,No Rain,2015-03-15,False, Phoenix
26.1,7.7,31.0,0.0,280.0,13.0,1016.3,No Rain,2015-03-22,False, California (Auto Club)
2.3,-12.7,32.0,0.0,10.0,9.4,1020.9,No Rain,2015-03-29,False, Martinsville
23.3,-5.7,14.0,0.0,60.0,22.3,1014.8,No Rain,2015-03-08,False, Las Vegas
19.4,7.8,47.0,0.0,80.0,11.2,1018.3,No Rain,2015-04-11,False, Texas
6.7,3.8,82.0,1.0,330.0,7.6,1007.9,Light Rain,2015-04-26,True, Richmond
24.0,5.8,31.0,0.0,140.0,0.0,1027.1,No Rain,2015-05-24,False, Charlotte
24.2,7.8,35.0,0.0,250.0,9.4,1017.4,No Rain,2015-05-03,False, Talladega
20.6,2.9,31.0,0.0,10.0,16.6,1021.6,No Rain,2015-05-31,False, Dover
21.1,15.6,71.0,0.0,330.0,9.4,1014.1,No Rain,2015-05-09,False, Kansas
21.1,19.4,90.0,0.0,110.0,16.6,1015.2,No Rain,2015-06-14,False, Michigan
24.0,14.1,54.0,0.0,250.0,22.3,1013.5,No Rain,2015-06-28,False, Sonoma
18.3,5.2,42.0,0.0,360.0,16.6,1017.7,No Rain,2015-06-07,False, Pocono
23.9,21.8,88.0,1.5,340.0,7.6,1017.9,Light Rain,2015-07-11,True, Kentucky
23.3,20.6,85.0,0.0,180.0,5.4,1010.6,No Rain,2015-07-19,False, New Hampshire
28.3,21.1,65.0,0.0,220.0,11.2,1012.7,No Rain,2015-07-26,False, Indianapolis
23.9,22.2,90.0,0.3,290.0,7.6,1020.1,Light Rain,2015-07-05,True, Daytona
26.1,20.0,69.0,0.0,200.0,9.4,1018.9,No Rain,2015-08-16,False, Michigan
19.4,12.9,66.0,0.0,340.0,16.6,1012.0,No Rain,2015-08-02,False, Pocono
20.0,15.0,73.0,0.0,10.0,5.4,1016.6,No Rain,2015-08-09,False, Watkins Glen
22.8,18.3,76.0,0.0,310.0,11.2,1009.7,No Rain,2015-09-12,False, Richmond
17.1,9.0,59.0,0.0,70.0,5.4,1017.9,No Rain,2015-09-20,False, Chicagoland
11.1,3.9,61.0,0.0,140.0,7.6,1033.5,No Rain,2015-09-27,False, New Hampshire
28.0,18.1,55.0,0.0,50.0,25.9,1017.8,No Rain,2015-09-06,False, Darlington
23.3,18.4,74.0,0.0,180.0,18.4,1009.2,No Rain,2016-10-16,False, Kansas
10.0,0.0,50.0,0.0,80.0,27.7,1004.4,No Rain,2016-10-02,False, Dover
12.2,0.0,43.0,0.0,,0.0,1020.5,No Rain,2016-10-23,False, Talladega
18.4,12.2,67.0,0.0,220.0,5.4,1019.8,No Rain,2016-10-30,False, Martinsville
19.0,17.0,88.0,0.0,340.0,20.5,1010.2,No Rain,2016-10-09,False, Charlotte
27.3,2.4,20.0,0.0,110.0,7.6,1016.1,No Rain,2016-11-13,False, Phoenix
23.1,18.8,77.0,0.0,330.0,5.4,1017.9,No Rain,2016-11-20,False, Homestead
18.3,10.6,61.0,0.0,90.0,5.4,1022.5,No Rain,2016-11-06,False, Texas
18.3,12.3,68.0,0.0,110.0,0.0,1024.1,No Rain,2016-02-21,False, Daytona
11.0,-3.1,37.0,0.0,,0.0,1023.3,No Rain,2016-02-28,False, Atlanta
22.0,-2.0,20.0,0.0,200.0,18.4,1014.7,No Rain,2016-03-13,False, Phoenix
24.4,9.9,40.0,0.0,270.0,14.8,1013.1,No Rain,2016-03-20,False, California (Auto Club)
22.2,5.6,34.0,0.0,170.0,51.8,1008.2,No Rain,2016-03-06,False, Las Vegas
19.4,6.2,42.0,0.0,10.0,14.8,1013.3,No Rain,2016-04-24,False, Richmond
15.0,-2.0,31.0,0.0,270.0,14.8,1001.7,No Rain,2016-04-03,False, Martinsville
20.0,2.8,32.0,0.0,50.0,7.6,1020.4,No Rain,2016-04-09,False, Texas
26.1,17.7,60.0,0.0,200.0,7.6,1012.3,No Rain,2016-05-01,False, Talladega
15.0,13.4,90.0,0.8,210.0,14.8,1005.4,Light Rain,2016-05-15,True, Dover
23.0,14.0,57.0,0.0,60.0,0.0,1019.5,No Rain,2016-05-29,False, Charlotte
26.7,9.5,34.0,0.0,200.0,18.4,1012.8,No Rain,2016-05-07,False, Kansas
28.3,18.4,55.0,0.0,280.0,14.8,1012.3,No Rain,2016-06-12,False, Michigan
31.0,8.1,24.0,0.0,230.0,18.4,1011.2,No Rain,2016-06-26,False, Sonoma
20.0,17.8,87.0,0.0,240.0,11.2,1004.3,No Rain,2016-06-06,False, Pocono
26.7,16.0,52.0,0.0,320.0,5.4,1017.2,No Rain,2016-07-17,False, New Hampshire
26.1,22.8,82.0,0.0,150.0,9.4,1018.1,No Rain,2016-07-02,False, Daytona
31.1,23.2,63.0,0.0,280.0,9.4,1013.1,No Rain,2016-07-24,False, Indianapolis
27.8,22.7,74.0,0.0,220.0,13.0,1011.5,No Rain,2016-07-09,False, Kentucky
20.6,19.9,96.0,9.1,70.0,11.2,,Heavy Rain,2016-08-01,True, Pocono
23.9,22.2,90.0,0.0,170.0,11.2,1018.2,No Rain,2016-08-28,False, Michigan
25.0,12.2,45.0,0.0,330.0,11.2,1009.0,No Rain,2016-08-07,False, Watkins Glen
30.6,24.0,68.0,0.0,160.0,0.0,1014.1,No Rain,2016-09-10,False, Richmond
23.6,15.1,59.0,0.0,240.0,13.0,1011.7,No Rain,2016-09-18,False, Chicagoland
12.2,2.1,50.0,0.0,290.0,5.4,1019.2,No Rain,2016-09-25,False, New Hampshire
23.9,21.8,88.0,0.0,60.0,5.4,1019.3,No Rain,2016-09-04,False, Darlington
7.2,5.0,86.0,0.0,230.0,25.9,1017.3,No Rain,2017-10-01,False, Dover
22.1,19.6,86.0,0.0,70.0,9.4,1020.9,No Rain,2017-10-15,False, Talladega
23.9,19.0,74.0,0.2,170.0,11.2,1008.6,Light Rain,2017-10-22,True, Kansas
14.7,14.1,96.0,0.0,150.0,0.0,1007.4,No Rain,2017-10-29,False, Martinsville
21.0,20.0,94.0,0.0,10.0,0.0,1016.4,No Rain,2017-10-08,False, Charlotte
28.0,0.7,17.0,0.0,290.0,0.0,1012.1,No Rain,2017-11-12,False, Phoenix
22.7,21.9,95.0,0.0,50.0,5.4,1014.2,No Rain,2017-11-19,False, Homestead
27.8,18.2,56.0,0.0,180.0,13.0,1009.3,No Rain,2017-11-05,False, Texas
23.3,16.1,64.0,0.0,220.0,9.4,1011.7,No Rain,2017-02-26,False, Daytona
27.0,0.7,18.0,0.0,290.0,0.0,1014.4,No Rain,2017-03-12,False, Las Vegas
33.0,2.0,14.0,0.0,350.0,0.0,1013.8,No Rain,2017-03-19,False, Phoenix
20.0,10.1,53.0,0.0,260.0,16.6,1014.7,No Rain,2017-03-26,False, California (Auto Club)
13.0,0.0,41.0,0.0,170.0,5.4,1032.6,No Rain,2017-03-05,False, Atlanta
15.7,5.6,51.0,0.0,330.0,7.6,1016.2,No Rain,2017-04-02,False, Martinsville
9.0,8.1,94.0,4.6,80.0,11.0,,Moderate Rain,2017-04-24,True, Bristol
25.6,21.7,79.0,0.0,200.0,11.2,1017.5,No Rain,2017-04-30,False, Richmond
25.6,15.6,54.0,0.0,170.0,31.7,1008.4,No Rain,2017-04-09,False, Texas
22.8,5.7,33.0,0.0,30.0,18.4,1013.2,No Rain,2017-05-13,False, Kansas
28.0,18.1,55.0,0.0,200.0,0.0,1011.9,No Rain,2017-05-28,False, Charlotte
22.8,6.5,35.0,0.0,260.0,20.5,1008.0,No Rain,2017-05-07,False, Talladega
21.1,15.6,71.0,0.0,250.0,7.6,1016.9,No Rain,2017-06-11,False, Pocono
28.3,17.8,53.0,0.0,200.0,13.0,1003.6,No Rain,2017-06-18,False, Michigan
24.0,12.9,50.0,0.0,350.0,20.5,1010.8,No Rain,2017-06-25,False, Sonoma
21.7,0.8,25.0,0.0,170.0,11.2,1007.8,No Rain,2017-06-04,False, Dover
25.0,24.0,94.0,0.0,210.0,0.0,1019.5,No Rain,2017-07-01,False, Daytona
25.0,17.2,62.0,0.0,300.0,11.2,1010.4,No Rain,2017-07-16,False, New Hampshire
28.3,23.2,74.0,0.0,360.0,0.0,1008.6,No Rain,2017-07-23,False, Indianapolis
18.3,8.8,54.0,0.0,360.0,16.6,1013.2,No Rain,2017-07-30,False, Pocono
28.3,21.6,67.0,0.0,220.0,16.6,1011.2,No Rain,2017-07-08,False, Kentucky
21.7,15.5,68.0,0.0,330.0,5.4,1015.6,No Rain,2017-08-13,False, Michigan
18.9,11.2,61.0,0.0,270.0,13.0,1014.9,No Rain,2017-08-06,False, Watkins Glen
24.8,17.5,64.0,0.0,160.0,5.4,1015.5,No Rain,2017-09-17,False, Chicagoland
20.0,16.6,81.0,0.0,,0.0,1016.8,No Rain,2017-09-24,False, New Hampshire
24.4,21.7,85.0,0.0,240.0,5.4,1016.2,No Rain,2017-09-03,False, Darlington
20.0,16.6,81.0,0.0,300.0,7.6,1021.7,No Rain,2017-09-09,False, Richmond
18.0,14.1,78.0,0.0,,0.0,1015.0,No Rain,2018-10-14,False, Talladega
12.2,-2.1,37.0,0.0,360.0,16.6,1026.6,No Rain,2018-10-21,False, Kansas
12.2,7.1,71.0,0.0,310.0,0.0,1007.7,No Rain,2018-10-28,False, Martinsville
7.8,-7.9,32.0,0.0,70.0,25.9,1013.9,No Rain,2018-10-07,False, Dover
23.0,5.9,33.0,0.0,180.0,7.6,1010.9,No Rain,2018-11-11,False, Phoenix
23.8,18.0,70.0,0.0,40.0,14.8,1018.2,No Rain,2018-11-18,False, Homestead
21.7,11.7,53.0,0.0,170.0,24.1,1008.5,No Rain,2018-11-04,False, Texas
22.8,16.1,66.0,0.0,190.0,5.4,1021.7,No Rain,2018-02-18,False, Daytona
25.0,12.9,47.0,0.0,190.0,5.4,1016.9,No Rain,2018-02-25,False, Atlanta
14.4,1.0,40.0,0.0,240.0,25.9,1014.3,No Rain,2018-03-18,False, California (Auto Club)
7.1,-4.0,45.0,0.0,30.0,7.6,1026.4,No Rain,2018-03-26,False, Martinsville
16.9,-0.8,30.0,0.0,170.0,25.9,1008.7,No Rain,2018-03-04,False, Las Vegas
14.4,-3.9,28.0,0.0,360.0,11.2,1026.6,No Rain,2018-04-21,False, Richmond
24.1,6.4,32.0,0.0,300.0,9.4,1014.4,No Rain,2018-04-29,False, Talladega
6.1,-0.6,62.0,0.0,40.0,18.4,1019.6,No Rain,2018-04-08,False, Texas
28.9,16.8,48.0,0.0,190.0,25.9,1005.3,No Rain,2018-05-12,False, Kansas
27.0,21.1,70.0,0.0,210.0,0.0,1012.0,No Rain,2018-05-27,False, Charlotte
1.7,-1.7,78.0,0.0,70.0,38.9,995.8,No Rain,2018-05-06,False, Dover
19.4,18.2,93.0,0.3,60.0,14.8,1015.1,Light Rain,2018-06-10,True, Michigan
37.0,11.1,21.0,0.0,340.0,14.8,1005.0,No Rain,2018-06-24,False, Sonoma
20.0,17.8,87.0,0.0,350.0,22.3,1011.1,No Rain,2018-06-03,False, Pocono
31.1,25.2,71.0,0.0,190.0,16.6,1010.9,No Rain,2018-07-01,False, Chicagoland
31.1,17.8,45.0,0.0,10.0,7.6,1017.5,No Rain,2018-07-14,False, Kentucky
20.0,13.2,65.0,0.0,120.0,9.4,1020.8,No Rain,2018-07-22,False, New Hampshire
21.7,16.0,70.0,0.0,270.0,13.0,1016.7,No Rain,2018-07-29,False, Pocono
23.3,22.3,94.0,0.0,290.0,7.6,1018.0,No Rain,2018-07-07,False, Daytona
26.1,17.7,60.0,0.0,260.0,7.6,1015.3,No Rain,2018-08-12,False, Michigan
25.6,20.6,74.0,0.0,360.0,7.6,1019.2,No Rain,2018-08-05,False, Watkins Glen
15.0,12.9,87.0,0.0,40.0,14.8,1011.9,No Rain,2018-09-10,False, Indianapolis
37.2,0.5,10.0,0.0,250.0,29.5,1006.6,No Rain,2018-09-16,False, Las Vegas
30.0,22.7,65.0,0.0,160.0,13.0,1021.3,No Rain,2018-09-02,False, Darlington
23.3,22.3,94.0,0.0,180.0,25.9,1017.0,No Rain,2018-09-22,False, Richmond
24.0,19.9,78.0,0.0,90.0,0.0,1021.6,No Rain,2018-09-30,False, Charlotte Roval
13.3,10.7,84.0,0.2,210.0,5.4,1019.5,Light Rain,2019-10-14,True, Talladega
16.7,10.1,65.0,0.0,353.0,0.0,1008.5,No Rain,2019-10-20,False, Kansas
19.6,14.6,73.0,0.0,120.0,0.0,1015.9,No Rain,2019-10-27,False, Martinsville
2.8,0.5,85.0,0.0,200.0,13.0,998.1,No Rain,2019-10-06,False, Dover
28.0,5.6,24.0,0.0,328.0,0.0,1012.7,No Rain,2019-11-10,False, Phoenix
19.5,14.7,74.0,0.0,300.0,14.8,1010.5,No Rain,2019-11-17,False, Homestead
14.4,-2.1,32.0,0.0,70.0,5.4,1026.9,No Rain,2019-11-03,False, Texas
21.7,16.0,70.0,0.0,240.0,13.0,1011.0,No Rain,2019-02-17,False, Daytona
9.0,7.9,93.0,0.0,80.0,7.6,1017.2,No Rain,2019-02-24,False, Atlanta
18.0,-0.8,28.0,0.0,190.0,0.0,1012.0,No Rain,2019-03-10,False, Phoenix
26.1,-3.5,14.0,0.0,30.0,14.8,1013.3,No Rain,2019-03-17,False, California (Auto Club)
8.3,-3.3,44.0,0.0,300.0,0.0,1023.5,No Rain,2019-03-24,False, Martinsville
19.1,6.9,45.0,0.0,180.0,25.9,1007.3,No Rain,2019-03-03,False, Las Vegas
10.6,0.0,48.0,0.0,10.0,37.1,1023.7,No Rain,2019-03-31,False, Texas
18.3,17.8,97.0,0.5,130.0,0.0,1018.2,Light Rain,2019-04-13,True, Richmond
23.3,5.2,31.0,0.0,220.0,11.2,1013.2,No Rain,2019-04-28,False, Talladega
15.6,3.4,44.0,0.0,50.0,9.4,1020.0,No Rain,2019-05-11,False, Kansas
32.0,17.9,43.0,0.0,240.0,9.4,1017.8,No Rain,2019-05-26,False, Charlotte
6.1,-3.8,49.0,0.0,60.0,14.8,1012.8,No Rain,2019-05-06,False, Dover
20.0,20.0,100.0,1.5,80.0,11.2,1015.0,Light Rain,2019-06-10,True, Michigan
20.6,14.9,70.0,0.0,200.0,13.0,1009.0,No Rain,2019-06-02,False, Pocono
31.0,6.8,22.0,0.0,230.0,24.1,1011.6,No Rain,2019-06-23,False, Sonoma
