"season","race","site","track","track_length","track_type","laps","driver_finish_1","driver_finish_2","driver_finish_3","driver_finish_4","driver_finish_5","manufacturer_finish_1","manufacturer_finish_2","manufacturer_finish_3","manufacturer_finish_4","manufacturer_finish_5","avg_pos_swap","Chevrolet_fieldcount","Ford_fieldcount","Oldsmobile_fieldcount","Pontiac_fieldcount","Buick_fieldcount","Dodge_fieldcount","Toyota_fieldcount","total_fieldcount"
2017,36,"Homestead","Homestead-Miami Speedway",1.5,"paved track",267,"Martin Truex Jr","Kyle Busch","Kyle Larson","Kevin Harvick","Chase Elliott","Toyota","Toyota","Chevrolet","Ford","Chevrolet",6.30769230769231,18,13,0,0,0,0,8,39
2017,4,"Phoenix","Phoenix International Raceway",1,"paved track",314,"Ryan Newman","Kyle Larson","Kyle Busch","Ricky Stenhouse Jr","Brad Keselowski","Chevrolet","Chevrolet","Toyota","Ford","Ford",7.58974358974359,18,13,0,0,0,0,8,39
2017,5,"Fontana","Auto Club Speedway",2,"paved track",202,"Kyle Larson","Brad Keselowski","Clint Bowyer","Martin Truex Jr","Joey Logano","Chevrolet","Ford","Ford","Toyota","Ford",6.66666666666667,17,13,0,0,0,0,9,39
2017,6,"Martinsville","Martinsville Speedway",0.526,"paved track",500,"Brad Keselowski","Kyle Busch","Chase Elliott","Joey Logano","Austin Dillon","Ford","Toyota","Chevrolet","Ford","Chevrolet",8.73684210526316,17,13,0,0,0,0,8,38
2017,7,"Fort Worth","Texas Motor Speedway",1.5,"paved track",334,"Jimmie Johnson","Kyle Larson","Joey Logano","Kevin Harvick","Dale Earnhardt, Jr.","Chevrolet","Chevrolet","Ford","Ford","Chevrolet",8.2,18,13,0,0,0,0,9,40
2017,8,"Bristol","Bristol Motor Speedway",0.533,"paved track",500,"Jimmie Johnson","Clint Bowyer","Kevin Harvick","Matt Kenseth","Joey Logano","Chevrolet","Ford","Ford","Toyota","Ford",8.66666666666667,17,13,0,0,0,0,9,39
2017,9,"Richmond","Richmond International Raceway",0.75,"paved track",400,"Joey Logano","Brad Keselowski","Denny Hamlin","Ricky Stenhouse Jr","Kevin Harvick","Ford","Ford","Toyota","Ford","Ford",7.78947368421053,17,13,0,0,0,0,8,38
2018,1,"Daytona","Daytona International Speedway",2.5,"paved track",207,"Austin Dillon","Bubba Wallace","Denny Hamlin","Joey Logano","Chris Buescher","Chevrolet","Chevrolet","Toyota","Ford","Chevrolet",11.85,18,15,0,0,0,0,7,40
2018,10,"Talladega","Talladega Superspeedway",2.66,"paved track",188,"Joey Logano","Kurt Busch","Chase Elliott","Kevin Harvick","Ricky Stenhouse Jr","Ford","Ford","Chevrolet","Ford","Ford",10.5,19,14,0,0,0,0,7,40
2018,11,"Dover","Dover International Speedway",1,"paved track",400,"Kevin Harvick","Clint Bowyer","Daniel Suarez","Martin Truex Jr","Kurt Busch","Ford","Ford","Toyota","Toyota","Ford",5.68421052631579,19,13,0,0,0,0,6,38
2018,12,"Kansas","Kansas Speedway",1.5,"paved track",267,"Kevin Harvick","Martin Truex Jr","Joey Logano","Kyle Larson","Denny Hamlin","Ford","Toyota","Ford","Chevrolet","Toyota",8.10526315789474,18,13,0,0,0,0,7,38
2018,13,"Charlotte","Charlotte Motor Speedway",1.5,"paved track",400,"Kyle Busch","Martin Truex Jr","Denny Hamlin","Brad Keselowski","Jimmie Johnson","Toyota","Toyota","Toyota","Ford","Chevrolet",8.3,19,13,0,0,0,0,8,40
2018,14,"Pocono","Pocono Raceway",2.5,"paved track",160,"Martin Truex Jr","Kyle Larson","Kyle Busch","Kevin Harvick","Brad Keselowski","Toyota","Chevrolet","Toyota","Ford","Ford",7.89473684210526,18,14,0,0,0,0,6,38
2018,15,"Michigan","Michigan International Speedway",2,"paved track",133,"Clint Bowyer","Kevin Harvick","Kurt Busch","Kyle Busch","Paul Menard","Ford","Ford","Ford","Toyota","Ford",5.53846153846154,19,13,0,0,0,0,7,39
2018,16,"Sonoma","Sonoma Raceway",1.99,"road course",110,"Martin Truex Jr","Kevin Harvick","Clint Bowyer","Chase Elliott","Kyle Busch","Toyota","Ford","Ford","Chevrolet","Toyota",9.21052631578947,17,14,0,0,0,0,7,38
2018,17,"Chicago","Chicagoland Speedway",1.5,"paved track",267,"Kyle Busch","Kyle Larson","Kevin Harvick","Martin Truex Jr","Clint Bowyer","Toyota","Chevrolet","Ford","Toyota","Ford",8.61538461538461,19,13,0,0,0,0,7,39
2018,18,"Daytona","Daytona International Speedway",2.5,"paved track",168,"Erik Jones","Martin Truex Jr","A.J. Allmendinger","Kasey Kahne","Chris Buescher","Toyota","Toyota","Chevrolet","Chevrolet","Chevrolet",14.75,20,13,0,0,0,0,7,40
2018,19,"Kentucky","Kentucky Speedway",1.5,"paved track",267,"Martin Truex Jr","Ryan Blaney","Brad Keselowski","Kyle Busch","Kevin Harvick","Toyota","Ford","Ford","Toyota","Ford",4.92307692307692,19,13,0,0,0,0,7,39
2018,2,"Atlanta","Atlanta Motor Speedway",1.54,"paved track",325,"Kevin Harvick","Brad Keselowski","Clint Bowyer","Denny Hamlin","Martin Truex Jr","Ford","Ford","Ford","Toyota","Toyota",6.94444444444444,17,13,0,0,0,0,6,36
2018,20,"Loudon","New Hampshire Motor Speedway",1.058,"paved track",301,"Kevin Harvick","Kyle Busch","Aric Almirola","Martin Truex Jr","Chase Elliott","Ford","Toyota","Ford","Toyota","Chevrolet",7.18918918918919,18,13,0,0,0,0,6,37
2018,21,"Pocono","Pocono Raceway",2.5,"paved track",164,"Kyle Busch","Daniel Suarez","Alex Bowman","Kevin Harvick","Erik Jones","Toyota","Toyota","Chevrolet","Ford","Toyota",11.4,19,13,0,0,0,0,8,40
2018,22,"Watkins Glen","Watkins Glen International",2.45,"road course",90,"Chase Elliott","Martin Truex Jr","Kyle Busch","Daniel Suarez","Erik Jones","Chevrolet","Toyota","Toyota","Toyota","Toyota",6.54054054054054,16,14,0,0,0,0,7,37
2018,23,"Michigan","Michigan International Speedway",2,"paved track",200,"Kevin Harvick","Brad Keselowski","Kyle Busch","Austin Dillon","Ryan Blaney","Ford","Ford","Toyota","Chevrolet","Ford",5.65,19,14,0,0,0,0,7,40
2018,24,"Bristol","Bristol Motor Speedway",0.533,"paved track",500,"Kurt Busch","Kyle Larson","Chase Elliott","Joey Logano","Erik Jones","Ford","Chevrolet","Chevrolet","Ford","Toyota",9.15,19,13,0,0,0,0,8,40
2018,25,"Darlington","Darlington Raceway",1.366,"paved track",367,"Brad Keselowski","Joey Logano","Kyle Larson","Kevin Harvick","Chase Elliott","Ford","Ford","Chevrolet","Ford","Chevrolet",7.7,19,13,0,0,0,0,8,40
2018,26,"Indianapolis","Indianapolis Motor Speedway",2.5,"paved track",160,"Brad Keselowski","Erik Jones","Denny Hamlin","Kevin Harvick","Clint Bowyer","Ford","Toyota","Toyota","Ford","Ford",7.75,18,14,0,0,0,0,8,40
2018,27,"Las Vegas","Las Vegas Motor Speedway",1.5,"paved track",272,"Brad Keselowski","Kyle Larson","Martin Truex Jr","Joey Logano","Ryan Blaney","Ford","Chevrolet","Toyota","Ford","Ford",12.15,18,14,0,0,0,0,8,40
2018,28,"Richmond","Richmond Raceway",0.75,"paved track",400,"Kyle Busch","Kevin Harvick","Martin Truex Jr","Chase Elliott","Aric Almirola","Toyota","Ford","Toyota","Chevrolet","Ford",6.25,17,15,0,0,0,0,8,40
2018,29,"Charlotte (Road)","Charlotte Motor Speedway Road Course",2.28,"road course",109,"Ryan Blaney","Jamie McMurray","Clint Bowyer","Alex Bowman","Kurt Busch","Ford","Chevrolet","Ford","Chevrolet","Ford",8.75,18,14,0,0,0,0,8,40
2018,3,"Las Vegas","Las Vegas Motor Speedway",1.5,"paved track",267,"Kevin Harvick","Kyle Busch","Kyle Larson","Martin Truex Jr","Ryan Blaney","Ford","Toyota","Chevrolet","Toyota","Ford",7.2972972972973,17,14,0,0,0,0,6,37
2018,30,"Dover","Dover International Speedway",1,"paved track",404,"Chase Elliott","Denny Hamlin","Joey Logano","Erik Jones","Kurt Busch","Chevrolet","Toyota","Ford","Toyota","Ford",6,17,14,0,0,0,0,8,39
2018,31,"Talladega","Talladega Superspeedway",2.66,"paved track",193,"Aric Almirola","Clint Bowyer","Ricky Stenhouse Jr","Denny Hamlin","Joey Logano","Ford","Ford","Ford","Toyota","Ford",11.1,20,14,0,0,0,0,6,40
2018,32,"Kansas","Kansas Speedway",1.5,"paved track",267,"Chase Elliott","Kyle Busch","Kyle Larson","Erik Jones","Martin Truex Jr","Chevrolet","Toyota","Chevrolet","Toyota","Toyota",6.15,19,13,0,0,0,0,8,40
2018,33,"Martinsville","Martinsville Speedway",0.526,"paved track",500,"Joey Logano","Denny Hamlin","Martin Truex Jr","Kyle Busch","Brad Keselowski","Ford","Toyota","Toyota","Toyota","Ford",7.6,19,13,0,0,0,0,8,40
2018,34,"Fort Worth","Texas Motor Speedway",1.5,"paved track",337,"Kevin Harvick","Ryan Blaney","Joey Logano","Erik Jones","Kyle Larson","Ford","Ford","Ford","Toyota","Chevrolet",5.55,18,14,0,0,0,0,8,40
2018,35,"Phoenix","ISM Raceway",1,"paved track",312,"Kyle Busch","Brad Keselowski","Kyle Larson","Aric Almirola","Kevin Harvick","Toyota","Ford","Chevrolet","Ford","Ford",11.3846153846154,18,13,0,0,0,0,8,39
2018,36,"Homestead","Homestead-Miami Speedway",1.5,"paved track",267,"Joey Logano","Martin Truex Jr","Kevin Harvick","Kyle Busch","Brad Keselowski","Ford","Toyota","Ford","Toyota","Ford",5.23076923076923,17,15,0,0,0,0,7,39
2018,4,"Phoenix","ISM Raceway",1,"paved track",312,"Kevin Harvick","Kyle Busch","Chase Elliott","Denny Hamlin","Martin Truex Jr","Ford","Toyota","Chevrolet","Toyota","Toyota",5.94594594594595,17,13,0,0,0,0,7,37
2018,5,"Fontana","Auto Club Speedway",2,"paved track",200,"Martin Truex Jr","Kyle Larson","Kyle Busch","Brad Keselowski","Joey Logano","Toyota","Chevrolet","Toyota","Ford","Ford",9.24324324324324,17,13,0,0,0,0,7,37
2018,6,"Martinsville","Martinsville Speedway",0.526,"paved track",500,"Clint Bowyer","Kyle Busch","Ryan Blaney","Martin Truex Jr","Kevin Harvick","Ford","Toyota","Ford","Toyota","Ford",5.78947368421053,18,13,0,0,0,0,7,38
2018,7,"Fort Worth","Texas Motor Speedway",1.5,"paved track",334,"Kyle Busch","Kevin Harvick","Jamie McMurray","Erik Jones","Ryan Blaney","Toyota","Ford","Chevrolet","Toyota","Ford",11.7837837837838,18,13,0,0,0,0,6,37
2018,8,"Bristol","Bristol Motor Speedway",0.533,"paved track",500,"Kyle Busch","Kyle Larson","Jimmie Johnson","Ricky Stenhouse Jr","Alex Bowman","Toyota","Chevrolet","Chevrolet","Ford","Chevrolet",9.74358974358974,17,13,0,0,0,0,9,39
2018,9,"Richmond","Richmond Raceway",0.75,"paved track",402,"Kyle Busch","Chase Elliott","Denny Hamlin","Joey Logano","Kevin Harvick","Toyota","Chevrolet","Toyota","Ford","Ford",7.68421052631579,19,13,0,0,0,0,6,38
2019,1,"Daytona","Daytona International Speedway",2.5,"paved track",207,"Denny Hamlin","Kyle Busch","Erik Jones","Joey Logano","Michael McDowell","Toyota","Toyota","Toyota","Ford","Ford",13.6,20,14,0,0,0,0,6,40
2019,10,"Talladega","Talladega Superspeedway",2.66,"paved track",188,"Chase Elliott","Alex Bowman","Ryan Preece","Joey Logano","Daniel Hemric","Chevrolet","Chevrolet","Chevrolet","Ford","Chevrolet",10.85,18,15,0,0,0,0,7,40
2019,11,"Dover","Dover International Speedway",1,"paved track",400,"Martin Truex Jr","Alex Bowman","Kyle Larson","Kevin Harvick","Chase Elliott","Toyota","Chevrolet","Chevrolet","Ford","Chevrolet",3.94594594594595,17,15,0,0,0,0,5,37
2019,12,"Kansas","Kansas Speedway",1.5,"paved track",271,"Brad Keselowski","Alex Bowman","Erik Jones","Chase Elliott","Clint Bowyer","Ford","Chevrolet","Toyota","Chevrolet","Ford",9.5,18,15,0,0,0,0,7,40
2019,13,"Charlotte","Charlotte Motor Speedway",1.5,"paved track",400,"Martin Truex Jr","Joey Logano","Kyle Busch","Chase Elliott","Ricky Stenhouse Jr","Toyota","Ford","Toyota","Chevrolet","Ford",8.3,17,16,0,0,0,0,7,40
2019,14,"Pocono","Pocono Raceway",2.5,"paved track",160,"Kyle Busch","Brad Keselowski","Erik Jones","Chase Elliott","Clint Bowyer","Toyota","Ford","Toyota","Chevrolet","Ford",6.59459459459459,17,15,0,0,0,0,5,37
2019,15,"Michigan","Michigan International Speedway",2,"paved track",203,"Joey Logano","Kurt Busch","Martin Truex Jr","Daniel Suarez","Kyle Busch","Ford","Chevrolet","Toyota","Ford","Toyota",6.94444444444444,16,15,0,0,0,0,5,36
2019,16,"Sonoma","Sonoma Raceway",2.52,"road course",90,"Martin Truex Jr","Kyle Busch","Ryan Blaney","Matt DiBenedetto","Denny Hamlin","Toyota","Toyota","Ford","Toyota","Toyota",7.26315789473684,18,14,0,0,0,0,6,38
2019,17,"Chicago","Chicagoland Speedway",1.5,"paved track",267,"Alex Bowman","Kyle Larson","Joey Logano","Jimmie Johnson","Brad Keselowski","Chevrolet","Chevrolet","Ford","Chevrolet","Ford",6.73684210526316,17,16,0,0,0,0,5,38
2019,18,"Daytona","Daytona International Speedway",2.5,"paved track",127,"Justin Haley","William Byron","Jimmie Johnson","Ty Dillon","Ryan Newman","Chevrolet","Chevrolet","Chevrolet","Chevrolet","Ford",14.85,18,16,0,0,0,0,6,40
2019,19,"Kentucky","Kentucky Speedway",1.5,"paved track",269,"Kurt Busch","Kyle Busch","Erik Jones","Kyle Larson","Denny Hamlin","Chevrolet","Toyota","Toyota","Chevrolet","Toyota",8.22222222222222,16,15,0,0,0,0,5,36
2019,2,"Atlanta","Atlanta Motor Speedway",1.54,"paved track",325,"Brad Keselowski","Martin Truex Jr","Kurt Busch","Kevin Harvick","Clint Bowyer","Ford","Toyota","Chevrolet","Ford","Ford",6.37837837837838,16,15,0,0,0,0,6,37
2019,20,"Loudon","New Hampshire Motor Speedway",1.058,"paved track",301,"Kevin Harvick","Denny Hamlin","Erik Jones","Ryan Blaney","Matt DiBenedetto","Ford","Toyota","Toyota","Ford","Toyota",8.97297297297297,17,15,0,0,0,0,5,37
2019,21,"Pocono","Pocono Raceway",2.5,"paved track",163,"Denny Hamlin","Erik Jones","Martin Truex Jr","William Byron","Kyle Larson","Toyota","Toyota","Toyota","Chevrolet","Chevrolet",9.57894736842105,17,16,0,0,0,0,5,38
2019,22,"Watkins Glen","Watkins Glen International",2.45,"road course",90,"Chase Elliott","Martin Truex Jr","Denny Hamlin","Erik Jones","Ryan Blaney","Chevrolet","Toyota","Toyota","Toyota","Ford",4.97297297297297,17,14,0,0,0,0,6,37
2019,23,"Michigan","Michigan International Speedway",2,"paved track",200,"Kevin Harvick","Denny Hamlin","Kyle Larson","Martin Truex Jr","Daniel Suarez","Ford","Toyota","Chevrolet","Toyota","Ford",9.26315789473684,16,17,0,0,0,0,5,38
2019,24,"Bristol","Bristol Motor Speedway",0.533,"paved track",500,"Denny Hamlin","Matt DiBenedetto","Brad Keselowski","Kyle Busch","Chase Elliott","Toyota","Toyota","Ford","Toyota","Chevrolet",8.2051282051282,19,15,0,0,0,0,5,39
2019,25,"Darlington","Darlington Raceway",1.366,"paved track",367,"Erik Jones","Kyle Larson","Kyle Busch","Kevin Harvick","Brad Keselowski","Toyota","Chevrolet","Toyota","Ford","Ford",7.43589743589744,19,14,0,0,0,0,6,39
2019,26,"Indianapolis","Indianapolis Motor Speedway",2.5,"paved track",160,"Kevin Harvick","Joey Logano","Bubba Wallace","William Byron","Clint Bowyer","Ford","Ford","Chevrolet","Chevrolet","Ford",11.85,17,17,0,0,0,0,6,40
2019,27,"Las Vegas","Las Vegas Motor Speedway",1.5,"paved track",267,"Martin Truex Jr","Kevin Harvick","Brad Keselowski","Chase Elliott","Ryan Blaney","Toyota","Ford","Ford","Chevrolet","Ford",8.56410256410256,16,17,0,0,0,0,6,39
2019,28,"Richmond","Richmond Raceway",0.75,"paved track",400,"Martin Truex Jr","Kyle Busch","Denny Hamlin","Brad Keselowski","Ryan Newman","Toyota","Toyota","Toyota","Ford","Ford",6.05263157894737,18,15,0,0,0,0,5,38
2019,29,"Charlotte (Road)","Charlotte Motor Speedway Road Course",2.28,"road course",109,"Chase Elliott","Alex Bowman","Kevin Harvick","Clint Bowyer","Brad Keselowski","Chevrolet","Chevrolet","Ford","Ford","Ford",7.2,18,15,0,0,0,0,7,40
2019,3,"Las Vegas","Las Vegas Motor Speedway",1.5,"paved track",267,"Joey Logano","Brad Keselowski","Kyle Busch","Kevin Harvick","Kurt Busch","Ford","Ford","Toyota","Ford","Chevrolet",7.05263157894737,16,15,0,0,0,0,7,38
2019,30,"Dover","Dover International Speedway",1,"paved track",400,"Kyle Larson","Martin Truex Jr","Alex Bowman","Kevin Harvick","Denny Hamlin","Chevrolet","Toyota","Chevrolet","Ford","Toyota",6.73684210526316,17,16,0,0,0,0,5,38
2019,31,"Talladega","Talladega Superspeedway",2.66,"paved track",188,"Ryan Blaney","Ryan Newman","Denny Hamlin","Aric Almirola","Michael McDowell","Ford","Ford","Toyota","Ford","Ford",11.75,18,15,0,0,0,0,7,40
2019,32,"Kansas","Kansas Speedway",1.5,"paved track",277,"Denny Hamlin","Chase Elliott","Kyle Busch","Kurt Busch","William Byron","Toyota","Chevrolet","Toyota","Chevrolet","Chevrolet",11.65,16,17,0,0,0,0,7,40
2019,33,"Martinsville","Martinsville Speedway",0.526,"paved track",500,"Martin Truex Jr","William Byron","Brad Keselowski","Denny Hamlin","Ryan Blaney","Toyota","Chevrolet","Ford","Toyota","Ford",9.57894736842105,19,14,0,0,0,0,5,38
2019,34,"Fort Worth","Texas Motor Speedway",1.5,"paved track",334,"Kevin Harvick","Aric Almirola","Daniel Suarez","Joey Logano","Alex Bowman","Ford","Ford","Ford","Ford","Chevrolet",7.45,17,16,0,0,0,0,7,40
2019,35,"Phoenix","ISM Raceway",1,"paved track",312,"Denny Hamlin","Kyle Busch","Ryan Blaney","Kyle Larson","Kevin Harvick","Toyota","Toyota","Ford","Chevrolet","Ford",4.56410256410256,19,14,0,0,0,0,6,39
2019,36,"Homestead","Homestead-Miami Speedway",1.5,"paved track",267,"Kyle Busch","Martin Truex Jr","Erik Jones","Kevin Harvick","Joey Logano","Toyota","Toyota","Toyota","Ford","Ford",6.3,17,16,0,0,0,0,7,40
2019,4,"Phoenix","ISM Raceway",1,"paved track",312,"Kyle Busch","Martin Truex Jr","Ryan Blaney","Aric Almirola","Denny Hamlin","Toyota","Toyota","Ford","Ford","Toyota",7.72222222222222,16,15,0,0,0,0,5,36
2019,5,"Fontana","Auto Club Speedway",2,"paved track",200,"Kyle Busch","Joey Logano","Brad Keselowski","Kevin Harvick","Ryan Blaney","Toyota","Ford","Ford","Ford","Ford",5.94736842105263,17,15,0,0,0,0,6,38
2019,6,"Martinsville","Martinsville Speedway",0.526,"paved track",500,"Brad Keselowski","Chase Elliott","Kyle Busch","Ryan Blaney","Denny Hamlin","Ford","Chevrolet","Toyota","Ford","Toyota",5.44444444444444,17,14,0,0,0,0,5,36
2019,7,"Fort Worth","Texas Motor Speedway",1.5,"paved track",334,"Denny Hamlin","Clint Bowyer","Daniel Suarez","Erik Jones","Jimmie Johnson","Toyota","Ford","Ford","Toyota","Chevrolet",8.1025641025641,18,14,0,0,0,0,7,39
2019,8,"Bristol","Bristol Motor Speedway",0.533,"paved track",500,"Kyle Busch","Kurt Busch","Joey Logano","Ryan Blaney","Denny Hamlin","Toyota","Chevrolet","Ford","Ford","Toyota",6.86486486486486,16,15,0,0,0,0,6,37
2019,9,"Richmond","Richmond Raceway",0.75,"paved track",400,"Martin Truex Jr","Joey Logano","Clint Bowyer","Kevin Harvick","Denny Hamlin","Toyota","Ford","Ford","Ford","Toyota",8.27027027027027,16,15,0,0,0,0,6,37
2020,1,"Daytona","Daytona International Speedway",2.5,"paved track",209,"Denny Hamlin","Ryan Blaney","Chris Buescher","David Ragan","Kevin Harvick","Toyota","Ford","Ford","Ford","Ford",13.8,19,16,0,0,0,0,5,40
2020,10,"Atlanta","Atlanta Motor Speedway",1.54,"paved track",325,"Kevin Harvick","Kyle Busch","Martin Truex Jr","Ryan Blaney","Denny Hamlin","Ford","Toyota","Toyota","Ford","Toyota",6.1,18,15,0,0,0,0,7,40
2020,11,"Martinsville","Martinsville Speedway",0.526,"paved track",500,"Martin Truex Jr","Ryan Blaney","Brad Keselowski","Joey Logano","Chase Elliott","Toyota","Ford","Ford","Ford","Chevrolet",6.25641025641026,18,14,0,0,0,0,7,39
2020,12,"Homestead","Homestead-Miami Speedway",1.5,"paved track",267,"Denny Hamlin","Chase Elliott","Ryan Blaney","Tyler Reddick","Aric Almirola","Toyota","Chevrolet","Ford","Chevrolet","Ford",8.52631578947368,16,15,0,0,0,0,7,38
2020,13,"Talladega","Talladega Superspeedway",2.66,"paved track",191,"Ryan Blaney","Ricky Stenhouse Jr","Aric Almirola","Denny Hamlin","Erik Jones","Ford","Chevrolet","Ford","Toyota","Toyota",10.55,18,15,0,0,0,0,7,40
2020,14,"Pocono","Pocono Raceway",2.5,"paved track",130,"Kevin Harvick","Denny Hamlin","Aric Almirola","Christopher Bell","Kyle Busch","Ford","Toyota","Ford","Toyota","Toyota",8.35,18,15,0,0,0,0,7,40
2020,15,"Pocono","Pocono Raceway",2.5,"paved track",140,"Denny Hamlin","Kevin Harvick","Erik Jones","Chase Elliott","Aric Almirola","Toyota","Ford","Toyota","Chevrolet","Ford",9.95,18,15,0,0,0,0,7,40
2020,16,"Indianapolis","Indianapolis Motor Speedway",2.5,"paved track",161,"Kevin Harvick","Matt Kenseth","Aric Almirola","Brad Keselowski","Cole Custer","Ford","Chevrolet","Ford","Ford","Ford",12.15,18,15,0,0,0,0,7,40
2020,17,"Kentucky","Kentucky Speedway",1.5,"paved track",267,"Cole Custer","Martin Truex Jr","Matt DiBenedetto","Kevin Harvick","Kurt Busch","Ford","Toyota","Ford","Ford","Chevrolet",8.26315789473684,16,15,0,0,0,0,7,38
2020,18,"Fort Worth","Texas Motor Speedway",1.5,"paved track",334,"Austin Dillon","Tyler Reddick","Joey Logano","Kyle Busch","Kevin Harvick","Chevrolet","Chevrolet","Ford","Toyota","Ford",9.4,18,15,0,0,0,0,7,40
2020,19,"Kansas","Kansas Speedway",1.5,"paved track",267,"Denny Hamlin","Brad Keselowski","Martin Truex Jr","Kevin Harvick","Erik Jones","Toyota","Ford","Toyota","Ford","Toyota",8.9,18,15,0,0,0,0,7,40
2020,2,"Las Vegas","Las Vegas Motor Speedway",1.5,"paved track",267,"Joey Logano","Matt DiBenedetto","Ricky Stenhouse Jr","Austin Dillon","Jimmie Johnson","Ford","Ford","Chevrolet","Chevrolet","Chevrolet",8.68421052631579,16,15,0,0,0,0,7,38
2020,20,"Loudon","New Hampshire Motor Speedway",1.058,"paved track",301,"Brad Keselowski","Denny Hamlin","Martin Truex Jr","Joey Logano","Kevin Harvick","Ford","Toyota","Toyota","Ford","Ford",6.73684210526316,16,15,0,0,0,0,7,38
2020,21,"Michigan","Michigan International Speedway",2,"paved track",161,"Kevin Harvick","Brad Keselowski","Martin Truex Jr","Ryan Blaney","Kyle Busch","Ford","Ford","Toyota","Ford","Toyota",6.92307692307692,16,16,0,0,0,0,7,39
2020,22,"Michigan","Michigan International Speedway",2,"paved track",156,"Kevin Harvick","Denny Hamlin","Martin Truex Jr","Kyle Busch","Joey Logano","Ford","Toyota","Toyota","Toyota","Ford",9.02564102564103,16,16,0,0,0,0,7,39
2020,23,"Daytona (Road)","Daytona Intl. Speedway Road Course",3.61,"road course",65,"Chase Elliott","Denny Hamlin","Martin Truex Jr","Jimmie Johnson","Chris Buescher","Chevrolet","Toyota","Toyota","Chevrolet","Ford",6.87179487179487,17,15,0,0,0,0,7,39
2020,24,"Dover","Dover International Speedway",1,"paved track",311,"Denny Hamlin","Martin Truex Jr","Kyle Busch","Kevin Harvick","Chase Elliott","Toyota","Toyota","Toyota","Ford","Chevrolet",5.65,18,15,0,0,0,0,7,40
2020,25,"Dover","Dover International Speedway",1,"paved track",311,"Kevin Harvick","Martin Truex Jr","Jimmie Johnson","William Byron","Alex Bowman","Ford","Toyota","Chevrolet","Chevrolet","Chevrolet",8.4,18,15,0,0,0,0,7,40
2020,26,"Daytona","Daytona International Speedway",2.5,"paved track",164,"William Byron","Chase Elliott","Denny Hamlin","Martin Truex Jr","Bubba Wallace","Chevrolet","Chevrolet","Toyota","Toyota","Chevrolet",10.8,18,15,0,0,0,0,7,40
2020,27,"Darlington","Darlington Raceway",1.366,"paved track",367,"Kevin Harvick","Austin Dillon","Joey Logano","Erik Jones","William Byron","Ford","Chevrolet","Ford","Toyota","Chevrolet",8.41025641025641,17,15,0,0,0,0,7,39
2020,28,"Richmond","Richmond Raceway",0.75,"paved track",400,"Brad Keselowski","Martin Truex Jr","Joey Logano","Austin Dillon","Chase Elliott","Ford","Toyota","Ford","Chevrolet","Chevrolet",4.21052631578947,16,15,0,0,0,0,7,38
2020,29,"Bristol","Bristol Motor Speedway",0.533,"paved track",500,"Kevin Harvick","Kyle Busch","Erik Jones","Tyler Reddick","Aric Almirola","Ford","Toyota","Toyota","Chevrolet","Ford",8.3,18,15,0,0,0,0,7,40
2020,3,"Fontana","Auto Club Speedway",2,"paved track",200,"Alex Bowman","Kyle Busch","Kurt Busch","Chase Elliott","Brad Keselowski","Chevrolet","Toyota","Chevrolet","Chevrolet","Ford",7,16,15,0,0,0,0,7,38
2020,30,"Las Vegas","Las Vegas Motor Speedway",1.5,"paved track",268,"Kurt Busch","Matt DiBenedetto","Denny Hamlin","Martin Truex Jr","Alex Bowman","Chevrolet","Ford","Toyota","Toyota","Chevrolet",6.46153846153846,15,16,0,0,0,0,8,39
2020,31,"Talladega","Talladega Superspeedway",2.66,"paved track",200,"Denny Hamlin","Erik Jones","Ty Dillon","William Byron","Chase Elliott","Toyota","Toyota","Chevrolet","Chevrolet","Chevrolet",13.8461538461538,18,15,0,0,0,0,6,39
2020,32,"Charlotte (Road)","Charlotte Motor Speedway Road Course",2.28,"road course",109,"Chase Elliott","Joey Logano","Erik Jones","Kurt Busch","Ryan Blaney","Chevrolet","Ford","Toyota","Chevrolet","Ford",8.68421052631579,16,15,0,0,0,0,7,38
2020,33,"Kansas","Kansas Speedway",1.5,"paved track",267,"Joey Logano","Kevin Harvick","Alex Bowman","Brad Keselowski","Kyle Busch","Ford","Ford","Chevrolet","Ford","Toyota",6.25,17,15,0,0,0,0,8,40
2020,34,"Fort Worth","Texas Motor Speedway",1.5,"paved track",334,"Kyle Busch","Martin Truex Jr","Christopher Bell","Ryan Blaney","Alex Bowman","Toyota","Toyota","Toyota","Ford","Chevrolet",6.05,17,15,0,0,0,0,8,40
2020,35,"Martinsville","Martinsville Speedway",0.526,"paved track",500,"Chase Elliott","Ryan Blaney","Joey Logano","Brad Keselowski","Kurt Busch","Chevrolet","Ford","Ford","Ford","Chevrolet",6.05128205128205,16,16,0,0,0,0,7,39
2020,36,"Phoenix","Phoenix Raceway",1,"paved track",312,"Chase Elliott","Brad Keselowski","Joey Logano","Denny Hamlin","Jimmie Johnson","Chevrolet","Ford","Ford","Toyota","Chevrolet",5.07692307692308,17,15,0,0,0,0,7,39
2020,4,"Phoenix","Phoenix Raceway",1,"paved track",316,"Joey Logano","Kevin Harvick","Kyle Busch","Kyle Larson","Clint Bowyer","Ford","Ford","Toyota","Chevrolet","Ford",6.63157894736842,17,14,0,0,0,0,7,38
