"season","race","site","track","track_length","track_type","laps","driver_finish_1","driver_finish_2","driver_finish_3","driver_finish_4","driver_finish_5","manufacturer_finish_1","manufacturer_finish_2","manufacturer_finish_3","manufacturer_finish_4","manufacturer_finish_5","avg_pos_swap","Chevrolet_fieldcount","Ford_fieldcount","Oldsmobile_fieldcount","Pontiac_fieldcount","Buick_fieldcount","Dodge_fieldcount","Toyota_fieldcount","total_fieldcount"
1998,33,"Atlanta","Atlanta Motor Speedway",1.54,"paved track",221,"Jeff Gordon","Dale Jarrett","Mark Martin","Jeff Burton","Todd Bodine","Chevrolet","Ford","Ford","Ford","Chevrolet",11.7674418604651,15,21,0,7,0,0,0,43
1998,4,"Atlanta","Atlanta Motor Speedway",1.54,"paved track",325,"Bobby Labonte","Dale Jarrett","Jeremy Mayfield","Rusty Wallace","Kenny Irwin, Jr.","Pontiac","Ford","Ford","Ford","Ford",12.4186046511628,14,22,0,7,0,0,0,43
1998,5,"Darlington","Darlington Raceway",1.366,"paved track",293,"Dale Jarrett","Jeff Gordon","Rusty Wallace","Jeremy Mayfield","Jeff Burton","Ford","Chevrolet","Ford","Ford","Ford",13.3953488372093,14,22,0,7,0,0,0,43
1998,6,"Bristol","Bristol Motor Speedway",0.533,"paved track",500,"Jeff Gordon","Terry Labonte","Dale Jarrett","Jeff Burton","Johnny Benson, Jr.","Chevrolet","Chevrolet","Ford","Ford","Ford",12.9767441860465,14,22,0,7,0,0,0,43
1998,7,"Fort Worth","Texas Motor Speedway",1.5,"paved track",334,"Mark Martin","Chad Little","Robert Pressley","Joe Nemechek","Johnny Benson, Jr.","Ford","Ford","Ford","Chevrolet","Ford",12.7441860465116,16,22,0,5,0,0,0,43
1998,8,"Martinsville","Martinsville Speedway",0.526,"paved track",500,"Bobby Hamilton","Ted Musgrave","Dale Jarrett","Dale Earnhardt","Randy LaJoie","Chevrolet","Ford","Ford","Chevrolet","Chevrolet",11.906976744186,14,22,0,7,0,0,0,43
1998,9,"Talladega","Talladega Superspeedway",2.66,"paved track",188,"Bobby Labonte","Jimmy Spencer","Dale Jarrett","Terry Labonte","Jeff Gordon","Pontiac","Ford","Ford","Chevrolet","Chevrolet",12.9302325581395,15,22,0,6,0,0,0,43
1999,1,"Daytona","Daytona International Speedway",2.5,"paved track",200,"Jeff Gordon","Dale Earnhardt","Kenny Irwin, Jr.","Mike Skinner","Michael Waltrip","Chevrolet","Chevrolet","Ford","Chevrolet","Chevrolet",13.2093023255814,14,21,0,8,0,0,0,43
1999,10,"Fontana","California Speedway",2,"paved track",250,"Jeff Gordon","Jeff Burton","Bobby Labonte","Tony Stewart","Dale Jarrett","Chevrolet","Ford","Pontiac","Pontiac","Ford",7.25581395348837,15,20,0,8,0,0,0,43
1999,11,"Richmond","Richmond International Raceway",0.75,"paved track",400,"Dale Jarrett","Mark Martin","Bobby Labonte","Bobby Hamilton","Rusty Wallace","Ford","Ford","Pontiac","Chevrolet","Ford",13.6279069767442,15,20,0,8,0,0,0,43
1999,12,"Charlotte","Lowe's Motor Speedway",1.5,"paved track",400,"Jeff Burton","Bobby Labonte","Mark Martin","Tony Stewart","Dale Jarrett","Ford","Pontiac","Ford","Pontiac","Ford",10.6511627906977,15,20,0,8,0,0,0,43
1999,13,"Dover","Dover Downs International Speedway",1,"paved track",400,"Bobby Labonte","Jeff Gordon","Mark Martin","Tony Stewart","Dale Jarrett","Pontiac","Chevrolet","Ford","Pontiac","Ford",11.6279069767442,16,19,0,8,0,0,0,43
1999,14,"Michigan","Michigan Speedway",2,"paved track",200,"Dale Jarrett","Jeff Gordon","Jeff Burton","Ward Burton","Bobby Labonte","Ford","Chevrolet","Ford","Pontiac","Pontiac",8.6046511627907,14,20,0,9,0,0,0,43
1999,15,"Pocono","Pocono Raceway",2.5,"paved track",200,"Bobby Labonte","Jeff Gordon","Dale Jarrett","Sterling Marlin","Mark Martin","Pontiac","Chevrolet","Ford","Chevrolet","Ford",12.6046511627907,17,19,0,7,0,0,0,43
1999,16,"Sonoma","Sears Point Raceway",1.949,"road course",112,"Jeff Gordon","Mark Martin","John Andretti","Rusty Wallace","Jimmy Spencer","Chevrolet","Ford","Pontiac","Ford","Ford",9.90697674418605,14,20,0,9,0,0,0,43
1999,17,"Daytona","Daytona International Speedway",2.5,"paved track",160,"Dale Jarrett","Dale Earnhardt","Jeff Burton","Mike Skinner","Bobby Labonte","Ford","Chevrolet","Ford","Chevrolet","Pontiac",10.8372093023256,16,19,0,8,0,0,0,43
1999,18,"Loudon","New Hampshire International Speedway",1.058,"paved track",300,"Jeff Burton","Kenny Wallace","Jeff Gordon","Dale Jarrett","Bill Elliott","Ford","Chevrolet","Chevrolet","Ford","Ford",13.6279069767442,16,19,0,8,0,0,0,43
1999,19,"Pocono","Pocono Raceway",2.5,"paved track",200,"Bobby Labonte","Dale Jarrett","Mark Martin","Tony Stewart","Wally Dallenbach, Jr.","Pontiac","Ford","Ford","Pontiac","Chevrolet",12.2325581395349,15,21,0,7,0,0,0,43
1999,2,"Rockingham","North Carolina Speedway",1.017,"paved track",393,"Mark Martin","Dale Jarrett","Bobby Labonte","Jeff Burton","Jeremy Mayfield","Ford","Ford","Pontiac","Ford","Ford",11.2558139534884,16,21,0,6,0,0,0,43
1999,20,"Indianapolis","Indianapolis Motor Speedway",2.5,"paved track",160,"Dale Jarrett","Bobby Labonte","Jeff Gordon","Mark Martin","Jeff Burton","Ford","Pontiac","Chevrolet","Ford","Ford",8.74418604651163,16,19,0,8,0,0,0,43
1999,21,"Watkins Glen","Watkins Glen International",2.45,"road course",90,"Jeff Gordon","Ron Fellows","Rusty Wallace","Dale Jarrett","Jerry Nadeau","Chevrolet","Chevrolet","Ford","Ford","Ford",10.2790697674419,16,20,0,7,0,0,0,43
1999,22,"Michigan","Michigan Speedway",2,"paved track",200,"Bobby Labonte","Jeff Gordon","Tony Stewart","Dale Jarrett","Dale Earnhardt","Pontiac","Chevrolet","Pontiac","Ford","Chevrolet",12.8837209302326,17,19,0,7,0,0,0,43
1999,23,"Bristol","Bristol Motor Speedway",0.533,"paved track",500,"Dale Earnhardt","Jimmy Spencer","Ricky Rudd","Jeff Gordon","Tony Stewart","Chevrolet","Ford","Ford","Chevrolet","Pontiac",9.95348837209302,16,20,0,7,0,0,0,43
1999,24,"Darlington","Darlington Raceway",1.366,"paved track",270,"Jeff Burton","Ward Burton","Jeremy Mayfield","Mark Martin","Kevin Lepage","Ford","Pontiac","Ford","Ford","Ford",11.7674418604651,15,21,0,7,0,0,0,43
1999,25,"Richmond","Richmond International Raceway",0.75,"paved track",400,"Tony Stewart","Bobby Labonte","Dale Jarrett","Sterling Marlin","Kenny Irwin, Jr.","Pontiac","Pontiac","Ford","Chevrolet","Ford",11.2558139534884,16,20,0,7,0,0,0,43
1999,26,"Loudon","New Hampshire International Speedway",1.058,"paved track",300,"Joe Nemechek","Tony Stewart","Bobby Labonte","Jeff Burton","Jeff Gordon","Chevrolet","Pontiac","Pontiac","Ford","Chevrolet",12.4186046511628,15,20,0,8,0,0,0,43
1999,27,"Dover","Dover Downs International Speedway",1,"paved track",400,"Mark Martin","Tony Stewart","Dale Jarrett","Matt Kenseth","Bobby Labonte","Ford","Pontiac","Ford","Ford","Pontiac",12.2790697674419,15,21,0,7,0,0,0,43
1999,28,"Martinsville","Martinsville Speedway",0.526,"paved track",500,"Jeff Gordon","Dale Earnhardt","Geoffrey Bodine","Rusty Wallace","Kenny Wallace","Chevrolet","Chevrolet","Chevrolet","Ford","Chevrolet",11.906976744186,15,20,0,8,0,0,0,43
1999,29,"Charlotte","Lowe's Motor Speedway",1.5,"paved track",334,"Jeff Gordon","Bobby Labonte","Mike Skinner","Mark Martin","Ward Burton","Chevrolet","Pontiac","Chevrolet","Ford","Pontiac",10.6511627906977,15,20,0,8,0,0,0,43
1999,3,"Las Vegas","Las Vegas Motor Speedway",1.5,"paved track",267,"Jeff Burton","Ward Burton","Jeff Gordon","Mike Skinner","Bobby Labonte","Ford","Pontiac","Chevrolet","Chevrolet","Pontiac",13.7209302325581,15,20,0,8,0,0,0,43
1999,30,"Talladega","Talladega Superspeedway",2.66,"paved track",188,"Dale Earnhardt","Dale Jarrett","Ricky Rudd","Ward Burton","Kenny Wallace","Chevrolet","Ford","Ford","Pontiac","Chevrolet",12.046511627907,17,18,0,8,0,0,0,43
1999,31,"Rockingham","North Carolina Speedway",1.017,"paved track",393,"Jeff Burton","Ward Burton","Bobby Labonte","Dale Jarrett","Rusty Wallace","Ford","Pontiac","Pontiac","Ford","Ford",10.4186046511628,15,20,0,8,0,0,0,43
1999,32,"Phoenix","Phoenix International Raceway",1,"paved track",312,"Tony Stewart","Mark Martin","Bobby Labonte","Jeff Burton","Ricky Rudd","Pontiac","Ford","Pontiac","Ford","Ford",8.09302325581395,16,19,0,8,0,0,0,43
1999,33,"Homestead","Homestead-Miami Speedway",1.5,"paved track",267,"Tony Stewart","Bobby Labonte","Jeff Burton","Mark Martin","Dale Jarrett","Pontiac","Pontiac","Ford","Ford","Ford",8.13953488372093,14,20,0,9,0,0,0,43
1999,34,"Atlanta","Atlanta Motor Speedway",1.54,"paved track",325,"Bobby Labonte","Dale Jarrett","Jeremy Mayfield","Mark Martin","Jeff Burton","Pontiac","Ford","Ford","Ford","Ford",13.3953488372093,16,17,0,10,0,0,0,43
1999,4,"Atlanta","Atlanta Motor Speedway",1.54,"paved track",325,"Jeff Gordon","Bobby Labonte","Mark Martin","Jeff Burton","Dale Jarrett","Chevrolet","Pontiac","Ford","Ford","Ford",12.6511627906977,15,19,0,9,0,0,0,43
1999,5,"Darlington","Darlington Raceway",1.366,"paved track",164,"Jeff Burton","Jeremy Mayfield","Jeff Gordon","Dale Jarrett","Mark Martin","Ford","Ford","Chevrolet","Ford","Ford",9.2093023255814,15,21,0,7,0,0,0,43
1999,6,"Fort Worth","Texas Motor Speedway",1.5,"paved track",334,"Terry Labonte","Dale Jarrett","Bobby Labonte","Rusty Wallace","Jeremy Mayfield","Chevrolet","Ford","Pontiac","Ford","Ford",13.1162790697674,14,21,0,8,0,0,0,43
1999,7,"Bristol","Bristol Motor Speedway",0.533,"paved track",500,"Rusty Wallace","Mark Martin","Dale Jarrett","John Andretti","Jeff Burton","Ford","Ford","Ford","Pontiac","Ford",12.8372093023256,16,20,0,7,0,0,0,43
1999,8,"Martinsville","Martinsville Speedway",0.526,"paved track",500,"John Andretti","Jeff Burton","Jeff Gordon","Mike Skinner","Mark Martin","Pontiac","Ford","Chevrolet","Chevrolet","Ford",10.4651162790698,15,20,0,8,0,0,0,43
1999,9,"Talladega","Talladega Superspeedway",2.66,"paved track",188,"Dale Earnhardt","Dale Jarrett","Mark Martin","Bobby Labonte","Tony Stewart","Chevrolet","Ford","Ford","Pontiac","Pontiac",12.7441860465116,15,20,0,8,0,0,0,43
2000,1,"Daytona","Daytona International Speedway",2.5,"paved track",200,"Dale Jarrett","Jeff Burton","Bill Elliott","Rusty Wallace","Mark Martin","Ford","Ford","Ford","Ford","Ford",9.30232558139535,14,20,0,9,0,0,0,43
2000,10,"Fontana","California Speedway",2,"paved track",250,"Jeremy Mayfield","Bobby Labonte","Matt Kenseth","Ricky Rudd","Jeff Burton","Ford","Pontiac","Ford","Ford","Ford",12.6511627906977,14,19,0,10,0,0,0,43
2000,11,"Richmond","Richmond International Raceway",0.75,"paved track",400,"Dale Earnhardt, Jr.","Terry Labonte","Dale Jarrett","Ricky Rudd","Rusty Wallace","Chevrolet","Chevrolet","Ford","Ford","Ford",11.0697674418605,16,18,0,9,0,0,0,43
2000,12,"Charlotte","Lowe's Motor Speedway",1.5,"paved track",400,"Matt Kenseth","Bobby Labonte","Dale Earnhardt","Dale Earnhardt, Jr.","Dale Jarrett","Ford","Pontiac","Chevrolet","Chevrolet","Ford",11.2093023255814,15,19,0,9,0,0,0,43
2000,13,"Dover","Dover Downs International Speedway",1,"paved track",400,"Tony Stewart","Matt Kenseth","Bobby Labonte","Dale Jarrett","Ricky Rudd","Pontiac","Ford","Pontiac","Ford","Ford",12.3255813953488,15,19,0,9,0,0,0,43
2000,14,"Michigan","Michigan Speedway",2,"paved track",194,"Tony Stewart","Dale Earnhardt","Bobby Labonte","Dale Jarrett","Robert Pressley","Pontiac","Chevrolet","Pontiac","Ford","Ford",9.72093023255814,14,19,0,10,0,0,0,43
2000,15,"Pocono","Pocono Raceway",2.5,"paved track",200,"Jeremy Mayfield","Dale Jarrett","Ricky Rudd","Dale Earnhardt","Mark Martin","Ford","Ford","Ford","Chevrolet","Ford",10.1860465116279,15,18,0,10,0,0,0,43
2000,16,"Sonoma","Sears Point Raceway",1.99,"road course",112,"Jeff Gordon","Sterling Marlin","Mark Martin","Bobby Labonte","Ricky Rudd","Chevrolet","Chevrolet","Ford","Pontiac","Ford",10.7906976744186,13,21,0,9,0,0,0,43
2000,17,"Daytona","Daytona International Speedway",2.5,"paved track",160,"Jeff Burton","Dale Jarrett","Rusty Wallace","Mark Martin","Ricky Rudd","Ford","Ford","Ford","Ford","Ford",9.06976744186047,15,18,0,10,0,0,0,43
2000,18,"Loudon","New Hampshire International Speedway",1.058,"paved track",273,"Tony Stewart","Joe Nemechek","Mark Martin","Jerry Nadeau","Jeff Gordon","Pontiac","Chevrolet","Ford","Chevrolet","Chevrolet",9.76744186046512,14,19,0,10,0,0,0,43
2000,19,"Pocono","Pocono Raceway",2.5,"paved track",200,"Rusty Wallace","Jeff Burton","Jeff Gordon","Dale Jarrett","Matt Kenseth","Ford","Ford","Chevrolet","Ford","Ford",10.5581395348837,14,19,0,10,0,0,0,43
2000,2,"Rockingham","North Carolina Speedway",1.017,"paved track",393,"Bobby Labonte","Dale Earnhardt","Ward Burton","Tony Stewart","Dale Jarrett","Pontiac","Chevrolet","Pontiac","Pontiac","Ford",11.0232558139535,16,19,0,8,0,0,0,43
2000,20,"Indianapolis","Indianapolis Motor Speedway",2.5,"paved track",160,"Bobby Labonte","Rusty Wallace","Bill Elliott","Jerry Nadeau","Tony Stewart","Pontiac","Ford","Ford","Chevrolet","Pontiac",11.3488372093023,15,19,0,9,0,0,0,43
2000,21,"Watkins Glen","Watkins Glen International",2.45,"road course",90,"Steve Park","Mark Martin","Jeff Burton","Robby Gordon","Bobby Labonte","Chevrolet","Ford","Ford","Ford","Pontiac",10.7906976744186,16,17,0,10,0,0,0,43
2000,22,"Michigan","Michigan Speedway",2,"paved track",200,"Rusty Wallace","Ricky Rudd","Bobby Labonte","Dale Jarrett","Johnny Benson, Jr.","Ford","Ford","Pontiac","Ford","Pontiac",11.1627906976744,15,19,0,9,0,0,0,43
2000,23,"Bristol","Bristol Motor Speedway",0.533,"paved track",500,"Rusty Wallace","Tony Stewart","Mark Martin","Dale Earnhardt","Steve Park","Ford","Pontiac","Ford","Chevrolet","Chevrolet",12.046511627907,15,19,0,9,0,0,0,43
2000,24,"Darlington","Darlington Raceway",1.366,"paved track",328,"Bobby Labonte","Jeff Burton","Dale Earnhardt","Jeff Gordon","Dale Jarrett","Pontiac","Ford","Chevrolet","Chevrolet","Ford",14.2325581395349,15,18,0,10,0,0,0,43
2000,25,"Richmond","Richmond International Raceway",0.75,"paved track",400,"Jeff Gordon","Dale Earnhardt","Mark Martin","Steve Park","Jeff Burton","Chevrolet","Chevrolet","Ford","Chevrolet","Ford",11.3953488372093,15,19,0,9,0,0,0,43
2000,26,"Loudon","New Hampshire International Speedway",1.058,"paved track",300,"Jeff Burton","Bobby Labonte","Ricky Rudd","Dale Jarrett","Rusty Wallace","Ford","Pontiac","Ford","Ford","Ford",11.6279069767442,15,19,0,9,0,0,0,43
2000,27,"Dover","Dover Downs International Speedway",1,"paved track",400,"Tony Stewart","Johnny Benson, Jr.","Ricky Rudd","Steve Park","Bobby Labonte","Pontiac","Pontiac","Ford","Chevrolet","Pontiac",11.906976744186,14,19,0,10,0,0,0,43
2000,28,"Martinsville","Martinsville Speedway",0.526,"paved track",500,"Tony Stewart","Dale Earnhardt","Jeff Burton","Ricky Rudd","Jeff Gordon","Pontiac","Chevrolet","Ford","Ford","Chevrolet",11.4418604651163,14,19,0,10,0,0,0,43
2000,29,"Charlotte","Lowe's Motor Speedway",1.5,"paved track",334,"Bobby Labonte","Jeremy Mayfield","Ricky Rudd","Tony Stewart","Mark Martin","Pontiac","Ford","Ford","Pontiac","Ford",11.953488372093,14,20,0,9,0,0,0,43
2000,3,"Las Vegas","Las Vegas Motor Speedway",1.5,"paved track",148,"Jeff Burton","Tony Stewart","Mark Martin","Bill Elliott","Bobby Labonte","Ford","Pontiac","Ford","Ford","Pontiac",10.3720930232558,15,19,0,9,0,0,0,43
2000,30,"Talladega","Talladega Superspeedway",2.66,"paved track",188,"Dale Earnhardt","Kenny Wallace","Joe Nemechek","Jeff Gordon","Terry Labonte","Chevrolet","Chevrolet","Chevrolet","Chevrolet","Chevrolet",12.2790697674419,16,17,0,10,0,0,0,43
2000,31,"Rockingham","North Carolina Speedway",1.017,"paved track",393,"Dale Jarrett","Jeff Gordon","Ricky Rudd","Jeff Burton","Rusty Wallace","Ford","Chevrolet","Ford","Ford","Ford",10.9302325581395,14,20,0,9,0,0,0,43
2000,32,"Phoenix","Phoenix International Raceway",1,"paved track",312,"Jeff Burton","Jeremy Mayfield","Steve Park","Rusty Wallace","Bobby Labonte","Ford","Ford","Chevrolet","Ford","Pontiac",12.5116279069767,15,19,0,9,0,0,0,43
2000,33,"Homestead","Homestead-Miami Speedway",1.5,"paved track",267,"Tony Stewart","Jeremy Mayfield","Mark Martin","Bobby Labonte","Jimmy Spencer","Pontiac","Ford","Ford","Pontiac","Ford",9.86046511627907,13,21,0,9,0,0,0,43
2000,34,"Atlanta","Atlanta Motor Speedway",1.54,"paved track",325,"Jerry Nadeau","Dale Earnhardt","Ward Burton","Jeff Gordon","Bobby Labonte","Chevrolet","Chevrolet","Pontiac","Chevrolet","Pontiac",12.8372093023256,15,18,0,10,0,0,0,43
2000,4,"Atlanta","Atlanta Motor Speedway",1.54,"paved track",325,"Dale Earnhardt","Bobby Labonte","Mark Martin","Steve Park","Joe Nemechek","Chevrolet","Pontiac","Ford","Chevrolet","Chevrolet",14.6976744186047,16,19,0,8,0,0,0,43
2000,5,"Darlington","Darlington Raceway",1.366,"paved track",293,"Ward Burton","Dale Jarrett","Dale Earnhardt","Tony Stewart","Jeff Burton","Pontiac","Ford","Chevrolet","Pontiac","Ford",10.6046511627907,16,17,0,10,0,0,0,43
2000,6,"Bristol","Bristol Motor Speedway",0.533,"paved track",500,"Rusty Wallace","Johnny Benson, Jr.","Ward Burton","Jeremy Mayfield","Terry Labonte","Ford","Pontiac","Pontiac","Ford","Chevrolet",9.86046511627907,15,18,0,10,0,0,0,43
2000,7,"Fort Worth","Texas Motor Speedway",1.5,"paved track",334,"Dale Earnhardt, Jr.","Jeff Burton","Bobby Labonte","Rusty Wallace","Kevin Lepage","Chevrolet","Ford","Pontiac","Ford","Ford",13.3023255813953,16,18,0,9,0,0,0,43
2000,8,"Martinsville","Martinsville Speedway",0.526,"paved track",500,"Mark Martin","Jeff Burton","Michael Waltrip","Jeff Gordon","Dale Jarrett","Ford","Ford","Chevrolet","Chevrolet","Ford",12.046511627907,16,18,0,9,0,0,0,43
2000,9,"Talladega","Talladega Superspeedway",2.66,"paved track",188,"Jeff Gordon","Mike Skinner","Dale Earnhardt","Kenny Irwin, Jr.","Jimmy Spencer","Chevrolet","Chevrolet","Chevrolet","Chevrolet","Ford",11.7674418604651,16,18,0,9,0,0,0,43
2001,1,"Daytona","Daytona International Speedway",2.5,"paved track",200,"Michael Waltrip","Dale Earnhardt, Jr.","Rusty Wallace","Ricky Rudd","Bill Elliott","Chevrolet","Chevrolet","Ford","Ford","Dodge",13.8139534883721,11,16,0,6,0,10,0,43
2001,10,"Fontana","California Speedway",2,"paved track",250,"Rusty Wallace","Jeff Gordon","Dale Earnhardt, Jr.","Tony Stewart","Jeremy Mayfield","Ford","Chevrolet","Chevrolet","Pontiac","Ford",13.4883720930233,11,17,0,6,0,9,0,43
2001,11,"Richmond","Richmond International Raceway",0.75,"paved track",400,"Tony Stewart","Jeff Gordon","Rusty Wallace","Steve Park","Ricky Rudd","Pontiac","Chevrolet","Ford","Chevrolet","Ford",9.3953488372093,12,16,0,6,0,9,0,43
2001,12,"Charlotte","Lowe's Motor Speedway",1.5,"paved track",400,"Jeff Burton","Kevin Harvick","Tony Stewart","Mark Martin","Bobby Labonte","Ford","Chevrolet","Pontiac","Ford","Pontiac",13.906976744186,12,17,0,6,0,8,0,43
2001,13,"Dover","Dover Downs International Speedway",1,"paved track",400,"Jeff Gordon","Steve Park","Dale Earnhardt, Jr.","Ricky Craven","Dale Jarrett","Chevrolet","Chevrolet","Chevrolet","Ford","Ford",11.1162790697674,11,17,0,6,0,9,0,43
2001,14,"Michigan","Michigan International Speedway",2,"paved track",200,"Jeff Gordon","Ricky Rudd","Sterling Marlin","Jeremy Mayfield","Ryan Newman","Chevrolet","Ford","Dodge","Ford","Ford",10.5116279069767,12,17,0,5,0,9,0,43
2001,15,"Pocono","Pocono Raceway",2.5,"paved track",200,"Ricky Rudd","Jeff Gordon","Dale Jarrett","Sterling Marlin","Mark Martin","Ford","Chevrolet","Ford","Dodge","Ford",11.3488372093023,12,16,0,5,0,10,0,43
2001,16,"Sonoma","Sears Point Raceway",2,"road course",112,"Tony Stewart","Robby Gordon","Jeff Gordon","Ricky Rudd","Rusty Wallace","Pontiac","Ford","Chevrolet","Ford","Ford",11.3488372093023,12,16,0,5,0,10,0,43
2001,17,"Daytona","Daytona International Speedway",2.5,"paved track",160,"Dale Earnhardt, Jr.","Michael Waltrip","Elliott Sadler","Ward Burton","Bobby Labonte","Chevrolet","Chevrolet","Ford","Dodge","Pontiac",17.5348837209302,13,17,0,4,0,9,0,43
2001,18,"Chicago","Chicagoland Speedway",1.5,"paved track",267,"Kevin Harvick","Robert Pressley","Ricky Rudd","Dale Jarrett","Jimmy Spencer","Chevrolet","Ford","Ford","Ford","Ford",12.046511627907,12,17,0,5,0,9,0,43
2001,19,"Loudon","New Hampshire International Speedway",1.058,"paved track",300,"Dale Jarrett","Jeff Gordon","Ricky Rudd","Jimmy Spencer","Tony Stewart","Ford","Chevrolet","Ford","Ford","Pontiac",12.8372093023256,12,16,0,5,0,10,0,43
2001,2,"Rockingham","North Carolina Speedway",1.017,"paved track",393,"Steve Park","Bobby Labonte","Jeff Gordon","Tony Stewart","Ricky Craven","Chevrolet","Pontiac","Chevrolet","Pontiac","Ford",10.8837209302326,12,16,0,6,0,9,0,43
2001,20,"Pocono","Pocono Raceway",2.5,"paved track",200,"Bobby Labonte","Dale Earnhardt, Jr.","Tony Stewart","Bill Elliott","Johnny Benson, Jr.","Pontiac","Chevrolet","Pontiac","Dodge","Pontiac",8.93023255813953,11,16,0,6,0,10,0,43
2001,21,"Indianapolis","Indianapolis Motor Speedway",2.5,"paved track",160,"Jeff Gordon","Sterling Marlin","Johnny Benson, Jr.","Rusty Wallace","Kurt Busch","Chevrolet","Dodge","Pontiac","Ford","Ford",13.0232558139535,12,17,0,5,0,9,0,43
2001,22,"Watkins Glen","Watkins Glen International",2.45,"road course",90,"Jeff Gordon","Jeff Burton","Jeremy Mayfield","Ricky Rudd","Todd Bodine","Chevrolet","Ford","Ford","Ford","Ford",12.6511627906977,13,15,0,6,0,9,0,43
2001,23,"Michigan","Michigan International Speedway",2,"paved track",162,"Sterling Marlin","Ricky Craven","Bill Elliott","Matt Kenseth","Johnny Benson, Jr.","Dodge","Ford","Dodge","Ford","Pontiac",11.7209302325581,11,17,0,6,0,9,0,43
2001,24,"Bristol","Bristol Motor Speedway",0.533,"paved track",500,"Tony Stewart","Kevin Harvick","Jeff Gordon","Ricky Rudd","Rusty Wallace","Pontiac","Chevrolet","Chevrolet","Ford","Ford",10.9767441860465,12,17,0,6,0,8,0,43
2001,25,"Darlington","Darlington Raceway",1.366,"paved track",367,"Ward Burton","Jeff Gordon","Bobby Labonte","Tony Stewart","Bill Elliott","Dodge","Chevrolet","Pontiac","Pontiac","Dodge",10.6046511627907,11,16,0,6,0,10,0,43
2001,26,"Richmond","Richmond International Raceway",0.75,"paved track",400,"Ricky Rudd","Kevin Harvick","Dale Earnhardt, Jr.","Dale Jarrett","Rusty Wallace","Ford","Chevrolet","Chevrolet","Ford","Ford",11.6744186046512,12,15,0,6,0,10,0,43
2001,27,"Dover","Dover Downs International Speedway",1,"paved track",400,"Dale Earnhardt, Jr.","Jerry Nadeau","Ricky Rudd","Jeff Gordon","Tony Stewart","Chevrolet","Chevrolet","Ford","Chevrolet","Pontiac",12.046511627907,12,17,0,5,0,9,0,43
2001,28,"Kansas","Kansas Speedway",1.5,"paved track",267,"Jeff Gordon","Ryan Newman","Ricky Rudd","Rusty Wallace","Sterling Marlin","Chevrolet","Ford","Ford","Ford","Dodge",14.046511627907,11,19,0,4,0,9,0,43
2001,29,"Charlotte","Lowe's Motor Speedway",1.5,"paved track",334,"Sterling Marlin","Tony Stewart","Ward Burton","Dale Earnhardt, Jr.","Jeff Burton","Dodge","Pontiac","Dodge","Chevrolet","Ford",10.8837209302326,11,18,0,5,0,9,0,43
2001,3,"Las Vegas","Las Vegas Motor Speedway",1.5,"paved track",267,"Jeff Gordon","Dale Jarrett","Sterling Marlin","Johnny Benson, Jr.","Todd Bodine","Chevrolet","Ford","Dodge","Pontiac","Ford",8.18604651162791,11,17,0,6,0,9,0,43
2001,30,"Martinsville","Martinsville Speedway",0.526,"paved track",500,"Ricky Craven","Dale Jarrett","Ward Burton","Bobby Labonte","Jeff Burton","Ford","Ford","Dodge","Pontiac","Ford",12.046511627907,13,16,0,5,0,9,0,43
2001,31,"Talladega","Talladega Superspeedway",2.66,"paved track",188,"Dale Earnhardt, Jr.","Tony Stewart","Jeff Burton","Matt Kenseth","Bobby Hamilton","Chevrolet","Pontiac","Ford","Ford","Chevrolet",13.3023255813953,12,17,0,4,0,10,0,43
2001,32,"Phoenix","Phoenix International Raceway",1,"paved track",312,"Jeff Burton","Mike Wallace","Ricky Rudd","Matt Kenseth","Tony Stewart","Ford","Ford","Ford","Ford","Pontiac",12.2790697674419,11,17,0,5,0,10,0,43
2001,33,"Rockingham","North Carolina Speedway",1.017,"paved track",393,"Joe Nemechek","Kenny Wallace","Johnny Benson, Jr.","Dale Jarrett","Jerry Nadeau","Chevrolet","Chevrolet","Pontiac","Ford","Chevrolet",12.8372093023256,12,15,0,5,0,11,0,43
2001,34,"Homestead","Homestead-Miami Speedway",1.5,"paved track",267,"Bill Elliott","Michael Waltrip","Casey Atwood","Jeff Burton","Sterling Marlin","Dodge","Chevrolet","Dodge","Ford","Dodge",8,12,17,0,4,0,10,0,43
2001,35,"Atlanta","Atlanta Motor Speedway",1.54,"paved track",325,"Bobby Labonte","Sterling Marlin","Kevin Harvick","Jerry Nadeau","Ward Burton","Pontiac","Dodge","Chevrolet","Chevrolet","Dodge",14.6976744186047,14,14,0,4,0,11,0,43
2001,36,"Loudon","New Hampshire International Speedway",1.058,"paved track",300,"Robby Gordon","Sterling Marlin","Bobby Labonte","Matt Kenseth","Tony Stewart","Chevrolet","Dodge","Pontiac","Ford","Pontiac",9.80952380952381,11,16,0,5,0,10,0,42
2001,4,"Atlanta","Atlanta Motor Speedway",1.54,"paved track",325,"Kevin Harvick","Jeff Gordon","Jerry Nadeau","Dale Jarrett","Terry Labonte","Chevrolet","Chevrolet","Chevrolet","Ford","Chevrolet",11.8604651162791,11,17,0,6,0,9,0,43
2001,5,"Darlington","Darlington Raceway",1.366,"paved track",293,"Dale Jarrett","Steve Park","Jeremy Mayfield","Jimmy Spencer","Sterling Marlin","Ford","Chevrolet","Ford","Ford","Dodge",10.2790697674419,11,16,0,6,0,10,0,43
