season,race,site,track,track_length,track_type,laps,driver_finish_1,driver_finish_2,driver_finish_3,driver_finish_4,driver_finish_5,manufacturer_finish_1,manufacturer_finish_2,manufacturer_finish_3,manufacturer_finish_4,manufacturer_finish_5,miles_completed,shortened,Pontiac_top5_count,Toyota_top5_count,Ford_top5_count,Chevrolet_top5_count,Dodge_top5_count,Oldsmobile_top5_count,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco,date
2010,16,Sonoma,Infineon Raceway,1.99,road course,110,Jimmie Johnson,Robby Gordon,Kevin Harvick,Kasey Kahne,Jeff Gordon,Chevrolet,Toyota,Chevrolet,Ford,Chevrolet,218.9,False,0,1,1,3,0,0,20.0,9.0,49.0,0.0,,240.0,16.6,,1016.4,,No Rain,2010-6-20
2010,17,Loudon,New Hampshire Motor Speedway,1.058,paved track,301,Jimmie Johnson,Tony Stewart,Kurt Busch,Jeff Gordon,Kevin Harvick,Chevrolet,Chevrolet,Dodge,Chevrolet,Chevrolet,318.458,False,0,0,0,4,1,0,21.1,13.8,63.0,0.0,,260.0,7.6,,1009.9,,No Rain,2010-6-27
2010,18,Daytona,Daytona International Speedway,2.5,paved track,166,Kevin Harvick,Kasey Kahne,Jeff Gordon,"Dale Earnhardt, Jr.",Jeff Burton,Chevrolet,Ford,Chevrolet,Chevrolet,Chevrolet,415.0,False,0,0,1,4,0,0,26.1,22.8,82.0,0.0,,90.0,5.4,,1017.2,,No Rain,2010-7-3
2010,19,Chicago,Chicagoland Speedway,1.5,paved track,267,David Reutimann,Carl Edwards,Jeff Gordon,Clint Bowyer,Jamie McMurray,Toyota,Ford,Chevrolet,Chevrolet,Chevrolet,400.5,False,0,1,1,3,0,0,28.3,12.2,37.0,0.0,,10.0,14.8,,1013.4,,No Rain,2010-7-10
2010,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,160,Jamie McMurray,Kevin Harvick,Greg Biffle,Clint Bowyer,Tony Stewart,Chevrolet,Chevrolet,Ford,Chevrolet,Chevrolet,400.0,False,0,0,1,4,0,0,31.1,24.0,66.0,0.0,,220.0,14.8,,1011.8,,No Rain,2010-7-25
2010,21,Pocono,Pocono Raceway,2.5,paved track,200,Greg Biffle,Tony Stewart,Carl Edwards,Kevin Harvick,Denny Hamlin,Ford,Chevrolet,Ford,Chevrolet,Toyota,500.0,False,0,1,2,2,0,0,21.1,12.8,59.0,0.0,,,0.0,,1014.5,,No Rain,2010-8-1
2010,22,Watkins Glen,Watkins Glen International,2.45,road course,90,Juan Pablo Montoya,Kurt Busch,Marcos Ambrose,A.J. Allmendinger,Carl Edwards,Chevrolet,Dodge,Toyota,Ford,Ford,220.50000000000003,False,0,1,2,1,1,0,19.4,12.2,63.0,0.0,,,0.0,,1014.2,,No Rain,2010-8-8
2010,23,Michigan,Michigan International Speedway,2.0,paved track,200,Kevin Harvick,Denny Hamlin,Carl Edwards,Greg Biffle,Matt Kenseth,Chevrolet,Toyota,Ford,Ford,Ford,400.0,False,0,1,3,1,0,0,24.4,22.3,88.0,0.0,,240.0,5.4,,1011.0,,No Rain,2010-8-15
2010,25,Atlanta,Atlanta Motor Speedway,1.54,paved track,325,Tony Stewart,Carl Edwards,Jimmie Johnson,Jeff Burton,Kyle Busch,Chevrolet,Ford,Chevrolet,Chevrolet,Toyota,500.5,False,0,1,1,3,0,0,20.6,14.5,68.0,0.0,,,0.0,,1014.2,,No Rain,2010-9-5
2010,26,Richmond,Richmond International Raceway,0.75,paved track,400,Denny Hamlin,Kyle Busch,Jimmie Johnson,Joey Logano,Marcos Ambrose,Toyota,Toyota,Chevrolet,Toyota,Toyota,300.0,False,0,4,0,1,0,0,20.6,7.9,44.0,0.0,,350.0,7.6,,1015.0,,No Rain,2010-9-11
2010,27,Loudon,New Hampshire Motor Speedway,1.058,paved track,300,Clint Bowyer,Denny Hamlin,Jamie McMurray,"Dale Earnhardt, Jr.",Kevin Harvick,Chevrolet,Toyota,Chevrolet,Chevrolet,Chevrolet,317.40000000000003,False,0,1,0,4,0,0,14.4,10.6,78.0,0.0,,180.0,0.0,,1021.3,,No Rain,2010-9-19
2010,28,Dover,Dover International Speedway,1.0,paved track,400,Jimmie Johnson,Jeff Burton,Joey Logano,Kurt Busch,Carl Edwards,Chevrolet,Chevrolet,Toyota,Dodge,Ford,400.0,False,0,1,1,2,1,0,24.4,17.9,67.0,0.0,,140.0,7.6,,1010.6,,No Rain,2010-9-26
2010,29,Kansas,Kansas Speedway,1.5,paved track,267,Greg Biffle,Jimmie Johnson,Kevin Harvick,Tony Stewart,Jeff Gordon,Ford,Chevrolet,Chevrolet,Chevrolet,Chevrolet,400.5,False,0,0,1,4,0,0,13.9,2.2,45.0,0.0,,30.0,14.8,,1026.0,,No Rain,2010-10-3
2010,30,Fontana,Auto Club Speedway,2.0,paved track,200,Tony Stewart,Clint Bowyer,Jimmie Johnson,Kasey Kahne,Ryan Newman,Chevrolet,Chevrolet,Chevrolet,Ford,Chevrolet,400.0,False,0,0,1,4,0,0,31.7,9.3,25.0,0.0,,250.0,22.3,,1013.8,,No Rain,2010-10-10
2010,31,Charlotte,Charlotte Motor Speedway,1.5,paved track,334,Jamie McMurray,Kyle Busch,Jimmie Johnson,Denny Hamlin,Greg Biffle,Chevrolet,Toyota,Chevrolet,Toyota,Ford,501.0,False,0,2,1,2,0,0,16.0,2.0,39.0,0.0,,360.0,7.6,,1013.8,,No Rain,2010-10-16
2010,32,Martinsville,Martinsville Speedway,0.526,paved track,500,Denny Hamlin,Mark Martin,Kevin Harvick,Kyle Busch,Jimmie Johnson,Toyota,Chevrolet,Chevrolet,Toyota,Chevrolet,263.0,False,0,2,0,3,0,0,11.4,9.0,85.0,0.0,,200.0,0.0,,1025.0,,No Rain,2010-10-24
2010,33,Talladega,Talladega Superspeedway,2.66,paved track,188,Clint Bowyer,Kevin Harvick,Juan Pablo Montoya,David Reutimann,Joey Logano,Chevrolet,Chevrolet,Chevrolet,Toyota,Toyota,500.08,False,0,2,0,3,0,0,14.4,9.0,70.0,0.0,,,0.0,,1018.9,,No Rain,2010-10-31
2010,34,Fort Worth,Texas Motor Speedway,1.5,paved track,334,Denny Hamlin,Matt Kenseth,Mark Martin,Joey Logano,Greg Biffle,Toyota,Ford,Chevrolet,Toyota,Ford,501.0,False,0,2,2,1,0,0,13.3,1.6,45.0,0.0,,130.0,9.4,,1026.8,,No Rain,2010-11-7
2010,35,Phoenix,Phoenix International Raceway,1.0,paved track,312,Carl Edwards,Ryan Newman,Joey Logano,Greg Biffle,Jimmie Johnson,Ford,Chevrolet,Toyota,Ford,Chevrolet,312.0,False,0,1,2,2,0,0,22.7,-8.2,12.0,0.0,,200.0,14.8,,1015.0,,No Rain,2010-11-14
2010,36,Homestead,Homestead-Miami Speedway,1.5,paved track,267,Carl Edwards,Jimmie Johnson,Kevin Harvick,Aric Almirola,A.J. Allmendinger,Ford,Chevrolet,Chevrolet,Ford,Ford,400.5,False,0,0,3,2,0,0,23.3,18.6,75.0,0.0,,70.0,16.6,,1022.3,,No Rain,2010-11-21
2011,1,Daytona,Daytona International Speedway,2.5,paved track,208,Trevor Bayne,Carl Edwards,David Gilliland,Bobby Labonte,Kurt Busch,Ford,Ford,Ford,Toyota,Dodge,520.0,False,0,1,3,0,1,0,16.7,12.8,78.0,0.0,,,0.0,,1020.9,,No Rain,2011-2-20
2011,2,Phoenix,Phoenix International Raceway,1.0,paved track,312,Jeff Gordon,Kyle Busch,Jimmie Johnson,Kevin Harvick,Ryan Newman,Chevrolet,Toyota,Chevrolet,Chevrolet,Chevrolet,312.0,False,0,1,0,4,0,0,18.2,-1.1,27.0,0.0,,210.0,29.5,,1002.6,,No Rain,2011-2-27
2011,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,267,Carl Edwards,Tony Stewart,Juan Pablo Montoya,Marcos Ambrose,Ryan Newman,Ford,Chevrolet,Chevrolet,Ford,Chevrolet,400.5,False,0,0,2,3,0,0,19.5,-5.5,18.0,0.0,,340.0,0.0,,1019.2,,No Rain,2011-3-6
2011,5,Fontana,Auto Club Speedway,2.0,paved track,200,Kevin Harvick,Jimmie Johnson,Kyle Busch,Matt Kenseth,Ryan Newman,Chevrolet,Chevrolet,Toyota,Ford,Chevrolet,400.0,False,0,1,1,3,0,0,15.0,6.0,55.0,0.0,,260.0,22.3,,1013.8,,No Rain,2011-3-27
2011,6,Martinsville,Martinsville Speedway,0.526,paved track,500,Kevin Harvick,"Dale Earnhardt, Jr.",Kyle Busch,Juan Pablo Montoya,Jeff Gordon,Chevrolet,Chevrolet,Toyota,Chevrolet,Chevrolet,263.0,False,0,1,0,4,0,0,11.5,-3.1,36.0,0.0,,290.0,7.6,,1012.5,,No Rain,2011-4-3
2011,7,Fort Worth,Texas Motor Speedway,1.5,paved track,334,Matt Kenseth,Clint Bowyer,Carl Edwards,Greg Biffle,Paul Menard,Ford,Chevrolet,Ford,Ford,Chevrolet,501.0,False,0,0,3,2,0,0,31.1,15.9,40.0,0.0,,170.0,33.5,,1003.8,,No Rain,2011-4-9
2011,8,Talladega,Talladega Superspeedway,2.66,paved track,188,Jimmie Johnson,Clint Bowyer,Jeff Gordon,"Dale Earnhardt, Jr.",Kevin Harvick,Chevrolet,Chevrolet,Chevrolet,Chevrolet,Chevrolet,500.08,False,0,0,0,5,0,0,15.0,4.9,51.0,0.0,,280.0,11.2,,1013.4,,No Rain,2011-4-17
2011,9,Richmond,Richmond International Raceway,0.75,paved track,400,Kyle Busch,Denny Hamlin,Kasey Kahne,David Ragan,Carl Edwards,Toyota,Toyota,Toyota,Ford,Ford,300.0,False,0,3,2,0,0,0,17.0,5.0,45.0,0.0,,340.0,9.4,,1014.0,,No Rain,2011-4-30
2011,10,Darlington,Darlington Raceway,1.366,paved track,370,Regan Smith,Carl Edwards,Brad Keselowski,Kasey Kahne,Ryan Newman,Chevrolet,Ford,Dodge,Toyota,Chevrolet,505.42,False,0,1,1,2,1,0,17.0,16.0,94.0,0.0,,100.0,11.2,,1013.9,,No Rain,2011-5-7
2011,11,Dover,Dover International Speedway,1.0,paved track,400,Matt Kenseth,Mark Martin,Marcos Ambrose,Kyle Busch,Brian Vickers,Ford,Chevrolet,Ford,Toyota,Toyota,400.0,False,0,2,2,1,0,0,17.8,15.6,87.0,0.0,,140.0,16.6,,1006.1,,No Rain,2011-5-15
2011,12,Charlotte,Charlotte Motor Speedway,1.5,paved track,402,Kevin Harvick,David Ragan,Joey Logano,Kurt Busch,A.J. Allmendinger,Chevrolet,Ford,Toyota,Dodge,Ford,603.0,False,0,1,2,1,1,0,25.6,19.0,67.0,0.0,,,0.0,,1014.8,,No Rain,2011-5-29
2011,13,Kansas,Kansas Speedway,1.5,paved track,267,Brad Keselowski,"Dale Earnhardt, Jr.",Denny Hamlin,Jeff Gordon,Carl Edwards,Dodge,Chevrolet,Toyota,Chevrolet,Ford,400.5,False,0,1,1,2,1,0,32.8,19.3,45.0,0.0,,250.0,9.4,,1016.7,,No Rain,2011-6-5
2011,14,Pocono,Pocono Raceway,2.5,paved track,200,Jeff Gordon,Kurt Busch,Kyle Busch,Jimmie Johnson,Kevin Harvick,Chevrolet,Dodge,Toyota,Chevrolet,Chevrolet,500.0,False,0,1,0,3,1,0,16.1,15.0,93.0,0.0,,110.0,14.8,,1013.4,,No Rain,2011-6-12
2011,15,Michigan,Michigan International Speedway,2.0,paved track,200,Denny Hamlin,Matt Kenseth,Kyle Busch,Paul Menard,Carl Edwards,Toyota,Ford,Toyota,Chevrolet,Ford,400.0,False,0,2,2,1,0,0,25.6,15.0,52.0,0.0,,100.0,9.4,,1010.6,,No Rain,2011-6-19
2011,16,Sonoma,Infineon Raceway,1.99,road course,110,Kurt Busch,Jeff Gordon,Carl Edwards,Clint Bowyer,Marcos Ambrose,Dodge,Chevrolet,Ford,Chevrolet,Ford,218.9,False,0,0,2,2,1,0,19.4,12.2,63.0,0.0,,190.0,24.1,,1009.6,,No Rain,2011-6-26
2011,17,Daytona,Daytona International Speedway,2.5,paved track,170,David Ragan,Matt Kenseth,Joey Logano,Kasey Kahne,Kyle Busch,Ford,Ford,Toyota,Toyota,Toyota,425.0,False,0,3,2,0,0,0,26.1,23.4,85.0,0.0,,,0.0,,1015.8,,No Rain,2011-7-2
2011,18,Kentucky,Kentucky Speedway,1.5,paved track,267,Kyle Busch,David Reutimann,Jimmie Johnson,Ryan Newman,Carl Edwards,Toyota,Toyota,Chevrolet,Chevrolet,Ford,400.5,False,0,2,1,2,0,0,26.1,20.7,72.0,0.0,,50.0,7.6,,1009.2,,No Rain,2011-7-9
2011,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,301,Ryan Newman,Tony Stewart,Denny Hamlin,Joey Logano,Jimmie Johnson,Chevrolet,Chevrolet,Toyota,Toyota,Chevrolet,318.458,False,0,2,0,3,0,0,26.7,11.6,39.0,0.0,,220.0,5.4,,1018.2,,No Rain,2011-7-17
2011,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,160,Paul Menard,Jeff Gordon,Regan Smith,Jamie McMurray,Matt Kenseth,Chevrolet,Chevrolet,Chevrolet,Chevrolet,Ford,400.0,False,0,0,1,4,0,0,30.6,19.9,53.0,0.0,,60.0,9.4,,1016.1,,No Rain,2011-7-31
2011,21,Pocono,Pocono Raceway,2.5,paved track,200,Brad Keselowski,Kyle Busch,Kurt Busch,Jimmie Johnson,Ryan Newman,Dodge,Toyota,Dodge,Chevrolet,Chevrolet,500.0,False,0,1,0,2,2,0,20.6,19.4,93.0,4.1,,210.0,13.0,,1012.4,,Moderate Rain,2011-8-7
2011,22,Watkins Glen,Watkins Glen International,2.45,road course,92,Marcos Ambrose,Brad Keselowski,Kyle Busch,Martin Truex Jr,Joey Logano,Ford,Dodge,Toyota,Toyota,Toyota,225.4,False,0,3,1,0,1,0,20.0,17.8,87.0,0.0,,100.0,5.4,,1008.3,,No Rain,2011-8-15
2011,23,Michigan,Michigan International Speedway,2.0,paved track,203,Kyle Busch,Jimmie Johnson,Brad Keselowski,Mark Martin,Ryan Newman,Toyota,Chevrolet,Dodge,Chevrolet,Chevrolet,406.0,False,0,1,0,3,1,0,21.1,18.3,84.0,0.0,,,0.0,,1013.3,,No Rain,2011-8-21
2011,25,Atlanta,Atlanta Motor Speedway,1.54,paved track,325,Jeff Gordon,Jimmie Johnson,Tony Stewart,Kurt Busch,Carl Edwards,Chevrolet,Chevrolet,Chevrolet,Dodge,Ford,500.5,False,0,0,1,3,1,0,24.4,22.8,91.0,0.3,,130.0,16.6,,1000.3,,Light Rain,2011-9-6
2011,26,Richmond,Richmond International Raceway,0.75,paved track,400,Kevin Harvick,Carl Edwards,Jeff Gordon,David Ragan,Kurt Busch,Chevrolet,Ford,Chevrolet,Ford,Dodge,300.0,False,0,0,2,2,1,0,23.3,20.6,85.0,0.0,,310.0,5.4,,1010.8,,No Rain,2011-9-10
2011,27,Chicago,Chicagoland Speedway,1.5,paved track,267,Tony Stewart,Kevin Harvick,"Dale Earnhardt, Jr.",Carl Edwards,Brad Keselowski,Chevrolet,Chevrolet,Chevrolet,Ford,Dodge,400.5,False,0,0,1,3,1,0,16.0,15.0,94.0,0.8,,150.0,14.8,,,,Light Rain,2011-9-19
2011,28,Loudon,New Hampshire Motor Speedway,1.058,paved track,300,Tony Stewart,Brad Keselowski,Greg Biffle,Jeff Gordon,Brian Vickers,Chevrolet,Dodge,Ford,Chevrolet,Toyota,317.40000000000003,False,0,1,1,2,1,0,22.2,21.0,93.0,0.0,,250.0,0.0,,1017.2,,No Rain,2011-9-25
2011,29,Dover,Dover International Speedway,1.0,paved track,400,Kurt Busch,Jimmie Johnson,Carl Edwards,Kasey Kahne,Matt Kenseth,Dodge,Chevrolet,Ford,Toyota,Ford,400.0,False,0,1,2,1,1,0,2.0,-4.1,64.0,0.0,,280.0,0.0,,1009.8,,No Rain,2011-10-2
2011,30,Kansas,Kansas Speedway,1.5,paved track,272,Jimmie Johnson,Kasey Kahne,Brad Keselowski,Matt Kenseth,Carl Edwards,Chevrolet,Toyota,Dodge,Ford,Ford,408.0,False,0,1,2,1,1,0,26.7,11.2,38.0,0.0,,140.0,14.8,,1017.7,,No Rain,2011-10-9
2011,31,Charlotte,Charlotte Motor Speedway,1.5,paved track,334,Matt Kenseth,Kyle Busch,Carl Edwards,Kasey Kahne,Marcos Ambrose,Ford,Toyota,Ford,Toyota,Ford,501.0,False,0,2,3,0,0,0,16.0,7.0,55.0,0.0,,240.0,0.0,,1008.2,,No Rain,2011-10-15
2011,32,Talladega,Talladega Superspeedway,2.66,paved track,188,Clint Bowyer,Jeff Burton,Dave Blaney,Brad Keselowski,Brian Vickers,Chevrolet,Chevrolet,Chevrolet,Dodge,Toyota,500.08,False,0,1,0,3,1,0,11.1,6.0,71.0,0.0,,,0.0,,1020.4,,No Rain,2011-10-23
2011,33,Martinsville,Martinsville Speedway,0.526,paved track,500,Tony Stewart,Jimmie Johnson,Jeff Gordon,Kevin Harvick,Denny Hamlin,Chevrolet,Chevrolet,Chevrolet,Chevrolet,Toyota,263.0,False,0,1,0,4,0,0,3.0,0.7,85.0,0.0,,310.0,0.0,,1018.3,,No Rain,2011-10-30
2011,34,Fort Worth,Texas Motor Speedway,1.5,paved track,334,Tony Stewart,Carl Edwards,Kasey Kahne,Matt Kenseth,Greg Biffle,Chevrolet,Ford,Toyota,Ford,Ford,501.0,False,0,1,3,1,0,0,18.3,7.7,50.0,0.0,,140.0,16.6,,1010.3,,No Rain,2011-11-6
2011,35,Phoenix,Phoenix International Raceway,1.0,paved track,312,Kasey Kahne,Carl Edwards,Tony Stewart,Jeff Burton,Ryan Newman,Toyota,Ford,Chevrolet,Chevrolet,Chevrolet,312.0,False,0,1,1,3,0,0,23.5,1.2,23.0,0.0,,120.0,9.4,,1009.9,,No Rain,2011-11-13
2011,36,Homestead,Homestead-Miami Speedway,1.5,paved track,267,Tony Stewart,Carl Edwards,Martin Truex Jr,Matt Kenseth,Jeff Gordon,Chevrolet,Ford,Toyota,Ford,Chevrolet,400.5,False,0,1,2,2,0,0,24.6,21.3,82.0,0.0,,70.0,18.4,,1021.4,,No Rain,2011-11-20
2012,1,Daytona,Daytona International Speedway,2.5,paved track,202,Matt Kenseth,"Dale Earnhardt, Jr.",Greg Biffle,Denny Hamlin,Jeff Burton,Ford,Chevrolet,Ford,Toyota,Chevrolet,505.0,False,0,1,2,2,0,0,17.2,16.1,93.0,5.3,,70.0,13.0,,1026.1,,Moderate Rain,2012-2-27
2012,2,Phoenix,Phoenix International Raceway,1.0,paved track,312,Denny Hamlin,Kevin Harvick,Greg Biffle,Jimmie Johnson,Brad Keselowski,Toyota,Chevrolet,Ford,Chevrolet,Dodge,312.0,False,0,1,1,2,1,0,22.0,-13.8,8.0,0.0,,220.0,11.2,,1022.3,,No Rain,2012-3-4
2012,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,267,Tony Stewart,Jimmie Johnson,Greg Biffle,Ryan Newman,Carl Edwards,Chevrolet,Chevrolet,Ford,Chevrolet,Ford,400.5,False,0,0,2,3,0,0,22.2,-8.6,12.0,0.0,,120.0,13.0,,1012.1,,No Rain,2012-3-11
2012,5,Fontana,Auto Club Speedway,2.0,paved track,129,Tony Stewart,Kyle Busch,"Dale Earnhardt, Jr.",Kevin Harvick,Carl Edwards,Chevrolet,Toyota,Chevrolet,Chevrolet,Ford,258.0,False,0,1,1,3,0,0,20.6,8.3,45.0,0.0,,270.0,13.0,,1011.2,,No Rain,2012-3-25
2012,6,Martinsville,Martinsville Speedway,0.526,paved track,515,Ryan Newman,A.J. Allmendinger,"Dale Earnhardt, Jr.",Matt Kenseth,Martin Truex Jr,Chevrolet,Dodge,Chevrolet,Ford,Toyota,270.89,False,0,1,1,2,1,0,19.0,11.1,60.0,0.0,,230.0,0.0,,1006.1,,No Rain,2012-4-1
2012,7,Fort Worth,Texas Motor Speedway,1.5,paved track,334,Greg Biffle,Jimmie Johnson,Mark Martin,Jeff Gordon,Matt Kenseth,Ford,Chevrolet,Toyota,Chevrolet,Ford,501.0,False,0,1,2,2,0,0,24.4,17.9,67.0,0.0,,170.0,20.5,,1008.9,,No Rain,2012-4-14
2012,8,Kansas,Kansas Speedway,1.5,paved track,267,Denny Hamlin,Martin Truex Jr,Jimmie Johnson,Matt Kenseth,Greg Biffle,Toyota,Toyota,Chevrolet,Ford,Ford,400.5,False,0,2,2,1,0,0,20.0,4.5,36.0,0.0,,260.0,13.0,,1012.7,,No Rain,2012-4-22
2012,9,Richmond,Richmond International Raceway,0.75,paved track,400,Kyle Busch,"Dale Earnhardt, Jr.",Tony Stewart,Denny Hamlin,Kasey Kahne,Toyota,Chevrolet,Chevrolet,Toyota,Chevrolet,300.0,False,0,2,0,3,0,0,17.2,-3.0,25.0,0.0,,10.0,13.0,,1019.1,,No Rain,2012-4-28
2012,10,Talladega,Talladega Superspeedway,2.66,paved track,194,Brad Keselowski,Kyle Busch,Matt Kenseth,Kasey Kahne,Greg Biffle,Dodge,Toyota,Ford,Chevrolet,Ford,516.0400000000001,False,0,1,2,1,1,0,28.9,20.1,59.0,0.0,,290.0,5.4,,1012.6,,No Rain,2012-5-6
2012,11,Darlington,Darlington Raceway,1.366,paved track,368,Jimmie Johnson,Denny Hamlin,Tony Stewart,Kyle Busch,Martin Truex Jr,Chevrolet,Toyota,Chevrolet,Toyota,Toyota,502.6880000000001,False,0,3,0,2,0,0,22.0,12.0,53.0,0.0,,50.0,5.4,,1020.8,,No Rain,2012-5-12
2012,12,Charlotte,Charlotte Motor Speedway,1.5,paved track,400,Kasey Kahne,Denny Hamlin,Kyle Busch,Greg Biffle,Brad Keselowski,Chevrolet,Toyota,Toyota,Ford,Dodge,600.0,False,0,2,1,1,1,0,28.0,18.1,55.0,0.0,,60.0,0.0,,1017.9,,No Rain,2012-5-27
2012,13,Dover,Dover International Speedway,1.0,paved track,400,Jimmie Johnson,Kevin Harvick,Matt Kenseth,"Dale Earnhardt, Jr.",Clint Bowyer,Chevrolet,Chevrolet,Ford,Chevrolet,Toyota,400.0,False,0,1,1,3,0,0,9.0,-0.9,50.0,0.0,,270.0,22.3,,1013.7,,No Rain,2012-6-3
2012,14,Pocono,Pocono Raceway,2.5,paved track,160,Joey Logano,Mark Martin,Tony Stewart,Jimmie Johnson,Denny Hamlin,Toyota,Toyota,Chevrolet,Chevrolet,Toyota,400.0,False,0,3,0,2,0,0,19.4,13.3,68.0,0.0,,300.0,13.0,,1014.8,,No Rain,2012-6-10
2012,15,Michigan,Michigan International Speedway,2.0,paved track,200,"Dale Earnhardt, Jr.",Tony Stewart,Matt Kenseth,Greg Biffle,Jimmie Johnson,Chevrolet,Chevrolet,Ford,Ford,Chevrolet,400.0,False,0,0,2,3,0,0,28.3,16.2,48.0,0.0,,120.0,18.4,,1013.8,,No Rain,2012-6-17
2012,16,Sonoma,Sonoma Raceway,1.99,road course,112,Clint Bowyer,Tony Stewart,Kurt Busch,Brian Vickers,Jimmie Johnson,Toyota,Chevrolet,Chevrolet,Toyota,Chevrolet,222.88,False,0,2,0,3,0,0,20.0,7.0,43.0,0.0,,280.0,25.9,,1011.3,,No Rain,2012-6-24
2012,17,Kentucky,Kentucky Speedway,1.5,paved track,267,Brad Keselowski,Kasey Kahne,Denny Hamlin,"Dale Earnhardt, Jr.",Jeff Gordon,Dodge,Chevrolet,Toyota,Chevrolet,Chevrolet,400.5,False,0,1,0,3,1,0,28.3,18.4,55.0,0.0,,40.0,9.4,,1011.0,,No Rain,2012-6-30
2012,18,Daytona,Daytona International Speedway,2.5,paved track,160,Tony Stewart,Jeff Burton,Matt Kenseth,Joey Logano,Ryan Newman,Chevrolet,Chevrolet,Ford,Toyota,Chevrolet,400.0,False,0,1,1,3,0,0,27.2,21.7,72.0,0.0,,220.0,13.0,,1016.6,,No Rain,2012-7-7
2012,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,301,Kasey Kahne,Denny Hamlin,Clint Bowyer,"Dale Earnhardt, Jr.",Brad Keselowski,Chevrolet,Toyota,Toyota,Chevrolet,Dodge,318.458,False,0,2,0,2,1,0,27.2,18.2,58.0,0.0,,,0.0,,1018.0,,No Rain,2012-7-15
2012,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,160,Jimmie Johnson,Kyle Busch,Greg Biffle,"Dale Earnhardt, Jr.",Jeff Gordon,Chevrolet,Toyota,Ford,Chevrolet,Chevrolet,400.0,False,0,1,1,3,0,0,27.2,12.8,41.0,0.0,,360.0,11.2,,1018.1,,No Rain,2012-7-29
2012,21,Pocono,Pocono Raceway,2.5,paved track,98,Jeff Gordon,Kasey Kahne,Martin Truex Jr,Brad Keselowski,Tony Stewart,Chevrolet,Chevrolet,Toyota,Dodge,Chevrolet,245.0,True,0,1,0,3,1,0,23.3,18.8,76.0,0.0,,140.0,9.4,,1022.0,,No Rain,2012-8-5
2012,22,Watkins Glen,Watkins Glen International,2.45,road course,90,Marcos Ambrose,Brad Keselowski,Jimmie Johnson,Clint Bowyer,"Sam Hornish, Jr.",Ford,Dodge,Chevrolet,Toyota,Dodge,220.50000000000003,False,0,1,1,1,2,0,22.2,12.7,55.0,0.0,,240.0,18.4,,1011.6,,No Rain,2012-8-12
2012,23,Michigan,Michigan International Speedway,2.0,paved track,201,Greg Biffle,Brad Keselowski,Kasey Kahne,"Dale Earnhardt, Jr.",Marcos Ambrose,Ford,Dodge,Chevrolet,Chevrolet,Ford,402.0,False,0,0,2,2,1,0,21.1,7.7,42.0,0.0,,150.0,0.0,,1014.3,,No Rain,2012-8-19
2012,24,Bristol,Bristol Motor Speedway,0.533,paved track,500,Denny Hamlin,Jimmie Johnson,Jeff Gordon,Brian Vickers,Marcos Ambrose,Toyota,Chevrolet,Chevrolet,Toyota,Ford,266.5,False,0,2,1,2,0,0,21.0,17.0,78.0,1.5,,90.0,7.6,,,,Light Rain,2012-8-25
2012,25,Atlanta,Atlanta Motor Speedway,1.54,paved track,327,Denny Hamlin,Jeff Gordon,Brad Keselowski,Martin Truex Jr,Kevin Harvick,Toyota,Chevrolet,Dodge,Toyota,Chevrolet,503.58,False,0,2,0,2,1,0,28.0,21.1,66.0,0.0,,,0.0,,1018.6,,No Rain,2012-9-2
2012,26,Richmond,Richmond International Raceway,0.75,paved track,400,Clint Bowyer,Jeff Gordon,Mark Martin,Tony Stewart,Matt Kenseth,Toyota,Chevrolet,Toyota,Chevrolet,Ford,300.0,False,0,2,1,2,0,0,29.4,22.1,65.0,0.0,,160.0,14.8,,1012.0,,No Rain,2012-9-8
2012,27,Chicago,Chicagoland Speedway,1.5,paved track,267,Brad Keselowski,Jimmie Johnson,Kasey Kahne,Kyle Busch,Ryan Newman,Dodge,Chevrolet,Chevrolet,Toyota,Chevrolet,400.5,False,0,1,0,3,1,0,20.5,2.8,31.0,0.0,,80.0,9.4,,1020.6,,No Rain,2012-9-16
2012,28,Loudon,New Hampshire Motor Speedway,1.058,paved track,300,Denny Hamlin,Jimmie Johnson,Jeff Gordon,Clint Bowyer,Kasey Kahne,Toyota,Chevrolet,Chevrolet,Toyota,Chevrolet,317.40000000000003,False,0,2,0,3,0,0,17.8,15.1,84.0,0.0,,160.0,9.4,,1010.0,,No Rain,2012-9-23
2012,29,Dover,Dover International Speedway,1.0,paved track,400,Brad Keselowski,Jeff Gordon,Mark Martin,Jimmie Johnson,Carl Edwards,Dodge,Chevrolet,Toyota,Chevrolet,Ford,400.0,False,0,1,1,2,1,0,4.0,1.0,81.0,0.0,,190.0,9.4,,1007.1,,No Rain,2012-9-30
