season,race,site,track,track_length,track_type,laps,driver_finish_1,driver_finish_2,driver_finish_3,driver_finish_4,driver_finish_5,manufacturer_finish_1,manufacturer_finish_2,manufacturer_finish_3,manufacturer_finish_4,manufacturer_finish_5,miles_completed,shortened,Pontiac_top5_count,Toyota_top5_count,Ford_top5_count,Chevrolet_top5_count,Dodge_top5_count,Oldsmobile_top5_count,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco,date
2000,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,148,Jeff Burton,Tony Stewart,Mark Martin,Bill Elliott,Bobby Labonte,Ford,Pontiac,Ford,Ford,Pontiac,222.0,False,2,0,3,0,0,0,19.4,2.7,33.0,0.0,,220.0,9.4,,1004.7,,No Rain,2000-3-5
2000,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,325,Dale Earnhardt,Bobby Labonte,Mark Martin,Steve Park,Joe Nemechek,Chevrolet,Pontiac,Ford,Chevrolet,Chevrolet,500.5,False,1,0,1,3,0,0,15.6,12.2,80.0,0.0,,280.0,31.7,,1010.5,,No Rain,2000-3-12
2000,6,Bristol,Bristol Motor Speedway,0.533,paved track,500,Rusty Wallace,"Johnny Benson, Jr.",Ward Burton,Jeremy Mayfield,Terry Labonte,Ford,Pontiac,Pontiac,Ford,Chevrolet,266.5,False,2,0,2,1,0,0,16.1,9.3,64.0,0.0,,20.0,5.4,,1015.0,,No Rain,2000-3-26
2000,7,Fort Worth,Texas Motor Speedway,1.5,paved track,334,"Dale Earnhardt, Jr.",Jeff Burton,Bobby Labonte,Rusty Wallace,Kevin Lepage,Chevrolet,Ford,Pontiac,Ford,Ford,501.0,False,1,0,3,1,0,0,13.9,12.1,89.0,0.5,,360.0,20.5,,1011.7,,Light Rain,2000-4-2
2000,8,Martinsville,Martinsville Speedway,0.526,paved track,500,Mark Martin,Jeff Burton,Michael Waltrip,Jeff Gordon,Dale Jarrett,Ford,Ford,Chevrolet,Chevrolet,Ford,263.0,False,0,0,3,2,0,0,6.7,1.6,70.0,0.0,,300.0,22.3,,1007.4,,No Rain,2000-4-9
2000,9,Talladega,Talladega Superspeedway,2.66,paved track,188,Jeff Gordon,Mike Skinner,Dale Earnhardt,"Kenny Irwin, Jr.",Jimmy Spencer,Chevrolet,Chevrolet,Chevrolet,Chevrolet,Ford,500.08,False,0,0,1,4,0,0,19.4,13.3,68.0,0.0,,290.0,5.4,,1016.5,,No Rain,2000-4-16
2000,10,Fontana,California Speedway,2.0,paved track,250,Jeremy Mayfield,Bobby Labonte,Matt Kenseth,Ricky Rudd,Jeff Burton,Ford,Pontiac,Ford,Ford,Ford,500.0,False,1,0,4,0,0,0,23.3,6.6,34.0,0.0,,270.0,16.6,,1015.1,,No Rain,2000-4-30
2000,11,Richmond,Richmond International Raceway,0.75,paved track,400,"Dale Earnhardt, Jr.",Terry Labonte,Dale Jarrett,Ricky Rudd,Rusty Wallace,Chevrolet,Chevrolet,Ford,Ford,Ford,300.0,False,0,0,3,2,0,0,23.0,19.0,78.0,0.0,,220.0,5.4,,1019.2,,No Rain,2000-5-6
2000,12,Charlotte,Lowe's Motor Speedway,1.5,paved track,400,Matt Kenseth,Bobby Labonte,Dale Earnhardt,"Dale Earnhardt, Jr.",Dale Jarrett,Ford,Pontiac,Chevrolet,Chevrolet,Ford,600.0,False,1,0,2,2,0,0,29.4,20.0,57.0,0.0,,210.0,7.6,,1010.0,,No Rain,2000-5-28
2000,13,Dover,Dover Downs International Speedway,1.0,paved track,400,Tony Stewart,Matt Kenseth,Bobby Labonte,Dale Jarrett,Ricky Rudd,Pontiac,Ford,Pontiac,Ford,Ford,400.0,False,2,0,3,0,0,0,20.6,10.1,51.0,0.0,,300.0,9.4,,1019.0,,No Rain,2000-6-4
2000,14,Michigan,Michigan Speedway,2.0,paved track,194,Tony Stewart,Dale Earnhardt,Bobby Labonte,Dale Jarrett,Robert Pressley,Pontiac,Chevrolet,Pontiac,Ford,Ford,388.0,False,2,0,2,1,0,0,30.0,18.8,51.0,0.0,,230.0,24.1,,1013.7,,No Rain,2000-6-11
2000,15,Pocono,Pocono Raceway,2.5,paved track,200,Jeremy Mayfield,Dale Jarrett,Ricky Rudd,Dale Earnhardt,Mark Martin,Ford,Ford,Ford,Chevrolet,Ford,500.0,False,0,0,4,1,0,0,18.3,17.1,93.0,0.3,,330.0,11.2,,1015.7,,Light Rain,2000-6-19
2000,16,Sonoma,Sears Point Raceway,1.99,road course,112,Jeff Gordon,Sterling Marlin,Mark Martin,Bobby Labonte,Ricky Rudd,Chevrolet,Chevrolet,Ford,Pontiac,Ford,222.88,False,1,0,2,2,0,0,20.0,12.3,61.0,0.0,,250.0,29.5,,1016.6,,No Rain,2000-6-25
2000,17,Daytona,Daytona International Speedway,2.5,paved track,160,Jeff Burton,Dale Jarrett,Rusty Wallace,Mark Martin,Ricky Rudd,Ford,Ford,Ford,Ford,Ford,400.0,False,0,0,5,0,0,0,24.4,22.3,88.0,0.0,,260.0,13.0,,1015.2,,No Rain,2000-7-1
2000,18,Loudon,New Hampshire International Speedway,1.058,paved track,273,Tony Stewart,Joe Nemechek,Mark Martin,Jerry Nadeau,Jeff Gordon,Pontiac,Chevrolet,Ford,Chevrolet,Chevrolet,288.834,True,1,0,1,3,0,0,21.7,8.2,42.0,0.0,,10.0,9.4,,1016.0,,No Rain,2000-7-9
2000,19,Pocono,Pocono Raceway,2.5,paved track,200,Rusty Wallace,Jeff Burton,Jeff Gordon,Dale Jarrett,Matt Kenseth,Ford,Ford,Chevrolet,Ford,Ford,500.0,False,0,0,4,1,0,0,22.8,12.1,51.0,0.0,,290.0,9.4,,1016.9,,No Rain,2000-7-23
2000,20,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,160,Bobby Labonte,Rusty Wallace,Bill Elliott,Jerry Nadeau,Tony Stewart,Pontiac,Ford,Ford,Chevrolet,Pontiac,400.0,False,2,0,2,1,0,0,23.9,14.9,57.0,0.0,,30.0,14.8,,1018.1,,No Rain,2000-8-5
2000,22,Michigan,Michigan Speedway,2.0,paved track,200,Rusty Wallace,Ricky Rudd,Bobby Labonte,Dale Jarrett,"Johnny Benson, Jr.",Ford,Ford,Pontiac,Ford,Pontiac,400.0,False,2,0,3,0,0,0,20.0,10.7,55.0,0.0,,350.0,9.4,,1023.3,,No Rain,2000-8-20
2000,25,Richmond,Richmond International Raceway,0.75,paved track,400,Jeff Gordon,Dale Earnhardt,Mark Martin,Steve Park,Jeff Burton,Chevrolet,Chevrolet,Ford,Chevrolet,Ford,300.0,False,0,0,2,3,0,0,22.0,18.0,78.0,0.0,,250.0,9.4,,1020.0,,No Rain,2000-9-9
2000,26,Loudon,New Hampshire International Speedway,1.058,paved track,300,Jeff Burton,Bobby Labonte,Ricky Rudd,Dale Jarrett,Rusty Wallace,Ford,Pontiac,Ford,Ford,Ford,317.40000000000003,False,1,0,4,0,0,0,11.7,4.9,63.0,0.0,,230.0,5.4,,1010.0,,No Rain,2000-9-17
2000,27,Dover,Dover Downs International Speedway,1.0,paved track,400,Tony Stewart,"Johnny Benson, Jr.",Ricky Rudd,Steve Park,Bobby Labonte,Pontiac,Pontiac,Ford,Chevrolet,Pontiac,400.0,False,3,0,1,1,0,0,20.0,20.0,100.0,0.0,,30.0,5.4,,1012.8,,No Rain,2000-9-24
2000,28,Martinsville,Martinsville Speedway,0.526,paved track,500,Tony Stewart,Dale Earnhardt,Jeff Burton,Ricky Rudd,Jeff Gordon,Pontiac,Chevrolet,Ford,Ford,Chevrolet,263.0,False,1,0,2,2,0,0,16.7,14.0,84.0,0.0,,30.0,9.4,,1022.4,,No Rain,2000-10-1
2000,29,Charlotte,Lowe's Motor Speedway,1.5,paved track,334,Bobby Labonte,Jeremy Mayfield,Ricky Rudd,Tony Stewart,Mark Martin,Pontiac,Ford,Ford,Pontiac,Ford,501.0,False,2,0,3,0,0,0,15.0,8.2,64.0,0.0,,350.0,11.2,,1020.9,,No Rain,2000-10-8
2000,30,Talladega,Talladega Superspeedway,2.66,paved track,188,Dale Earnhardt,Kenny Wallace,Joe Nemechek,Jeff Gordon,Terry Labonte,Chevrolet,Chevrolet,Chevrolet,Chevrolet,Chevrolet,500.08,False,0,0,0,5,0,0,15.0,10.6,75.0,0.0,,,0.0,,1022.5,,No Rain,2000-10-15
2000,32,Phoenix,Phoenix International Raceway,1.0,paved track,312,Jeff Burton,Jeremy Mayfield,Steve Park,Rusty Wallace,Bobby Labonte,Ford,Ford,Chevrolet,Ford,Pontiac,312.0,False,1,0,3,1,0,0,17.8,11.1,65.0,0.0,,230.0,11.2,,1011.7,,No Rain,2000-11-5
2000,33,Homestead,Homestead-Miami Speedway,1.5,paved track,267,Tony Stewart,Jeremy Mayfield,Mark Martin,Bobby Labonte,Jimmy Spencer,Pontiac,Ford,Ford,Pontiac,Ford,400.5,False,2,0,3,0,0,0,24.4,8.8,37.0,0.0,,360.0,9.4,,1012.9,,No Rain,2000-11-12
2000,34,Atlanta,Atlanta Motor Speedway,1.54,paved track,325,Jerry Nadeau,Dale Earnhardt,Ward Burton,Jeff Gordon,Bobby Labonte,Chevrolet,Chevrolet,Pontiac,Chevrolet,Pontiac,500.5,False,2,0,0,3,0,0,4.4,4.4,100.0,0.0,,30.0,9.4,,1021.5,,No Rain,2000-11-20
2001,1,Daytona,Daytona International Speedway,2.5,paved track,200,Michael Waltrip,"Dale Earnhardt, Jr.",Rusty Wallace,Ricky Rudd,Bill Elliott,Chevrolet,Chevrolet,Ford,Ford,Dodge,500.0,False,0,0,2,2,1,0,17.8,13.9,78.0,0.0,,50.0,22.3,,1020.1,,No Rain,2001-2-18
2001,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,267,Jeff Gordon,Dale Jarrett,Sterling Marlin,"Johnny Benson, Jr.",Todd Bodine,Chevrolet,Ford,Dodge,Pontiac,Ford,400.5,False,1,0,2,1,1,0,15.0,-3.4,28.0,0.0,,,0.0,,1012.0,,No Rain,2001-3-4
2001,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,325,Kevin Harvick,Jeff Gordon,Jerry Nadeau,Dale Jarrett,Terry Labonte,Chevrolet,Chevrolet,Chevrolet,Ford,Chevrolet,500.5,False,0,0,1,4,0,0,12.2,-2.8,35.0,0.0,,150.0,5.4,,1017.4,,No Rain,2001-3-11
2001,6,Bristol,Bristol Motor Speedway,0.533,paved track,500,Elliott Sadler,John Andretti,Jeremy Mayfield,Jeff Gordon,Ward Burton,Ford,Dodge,Ford,Chevrolet,Dodge,266.5,False,0,0,2,1,2,0,10.0,3.3,63.0,0.0,,330.0,14.8,,1016.4,,No Rain,2001-3-25
2001,7,Fort Worth,Texas Motor Speedway,1.5,paved track,334,Dale Jarrett,Steve Park,"Johnny Benson, Jr.",Kurt Busch,Jeff Gordon,Ford,Chevrolet,Pontiac,Ford,Chevrolet,501.0,False,1,0,2,2,0,0,20.0,11.7,59.0,0.0,,330.0,22.3,,1014.6,,No Rain,2001-4-1
2001,8,Martinsville,Martinsville Speedway,0.526,paved track,500,Dale Jarrett,Ricky Rudd,Jeff Burton,Bobby Hamilton,Sterling Marlin,Ford,Ford,Ford,Chevrolet,Dodge,263.0,False,0,0,3,1,1,0,24.4,13.9,52.0,0.0,,230.0,11.2,,1018.1,,No Rain,2001-4-8
2001,9,Talladega,Talladega Superspeedway,2.66,paved track,188,Bobby Hamilton,Tony Stewart,Kurt Busch,Mark Martin,Bobby Labonte,Chevrolet,Pontiac,Ford,Ford,Pontiac,500.08,False,2,0,2,1,0,0,23.9,10.6,43.0,0.0,,200.0,7.6,,1026.2,,No Rain,2001-4-22
2001,10,Fontana,California Speedway,2.0,paved track,250,Rusty Wallace,Jeff Gordon,"Dale Earnhardt, Jr.",Tony Stewart,Jeremy Mayfield,Ford,Chevrolet,Chevrolet,Pontiac,Ford,500.0,False,1,0,2,2,0,0,16.1,11.7,75.0,0.0,,280.0,11.2,,1013.5,,No Rain,2001-4-29
2001,11,Richmond,Richmond International Raceway,0.75,paved track,400,Tony Stewart,Jeff Gordon,Rusty Wallace,Steve Park,Ricky Rudd,Pontiac,Chevrolet,Ford,Chevrolet,Ford,300.0,False,1,0,2,2,0,0,26.0,17.1,58.0,0.0,,200.0,7.6,,1017.2,,No Rain,2001-5-5
2001,12,Charlotte,Lowe's Motor Speedway,1.5,paved track,400,Jeff Burton,Kevin Harvick,Tony Stewart,Mark Martin,Bobby Labonte,Ford,Chevrolet,Pontiac,Ford,Pontiac,600.0,False,2,0,2,1,0,0,21.1,10.0,49.0,0.0,,190.0,7.6,,1012.4,,No Rain,2001-5-27
2001,13,Dover,Dover Downs International Speedway,1.0,paved track,400,Jeff Gordon,Steve Park,"Dale Earnhardt, Jr.",Ricky Craven,Dale Jarrett,Chevrolet,Chevrolet,Chevrolet,Ford,Ford,400.0,False,0,0,2,3,0,0,20.6,16.0,75.0,0.0,,150.0,5.4,,1004.4,,No Rain,2001-6-3
2001,14,Michigan,Michigan International Speedway,2.0,paved track,200,Jeff Gordon,Ricky Rudd,Sterling Marlin,Jeremy Mayfield,Ryan Newman,Chevrolet,Ford,Dodge,Ford,Ford,400.0,False,0,0,3,1,1,0,23.9,9.8,41.0,0.0,,250.0,11.2,,1012.8,,No Rain,2001-6-10
2001,15,Pocono,Pocono Raceway,2.5,paved track,200,Ricky Rudd,Jeff Gordon,Dale Jarrett,Sterling Marlin,Mark Martin,Ford,Chevrolet,Ford,Dodge,Ford,500.0,False,0,0,3,1,1,0,23.3,22.8,97.0,0.8,,90.0,9.4,,1013.9,,Light Rain,2001-6-17
2001,16,Sonoma,Sears Point Raceway,2.0,road course,112,Tony Stewart,Robby Gordon,Jeff Gordon,Ricky Rudd,Rusty Wallace,Pontiac,Ford,Chevrolet,Ford,Ford,224.0,False,1,0,3,1,0,0,16.1,10.0,67.0,0.0,,240.0,27.7,,1015.6,,No Rain,2001-6-24
2001,17,Daytona,Daytona International Speedway,2.5,paved track,160,"Dale Earnhardt, Jr.",Michael Waltrip,Elliott Sadler,Ward Burton,Bobby Labonte,Chevrolet,Chevrolet,Ford,Dodge,Pontiac,400.0,False,1,0,1,2,1,0,27.8,22.3,72.0,0.0,,120.0,11.2,,1017.9,,No Rain,2001-7-7
2001,18,Chicago,Chicagoland Speedway,1.5,paved track,267,Kevin Harvick,Robert Pressley,Ricky Rudd,Dale Jarrett,Jimmy Spencer,Chevrolet,Ford,Ford,Ford,Ford,400.5,False,0,0,4,1,0,0,28.0,7.3,27.0,0.0,,100.0,14.8,,1015.1,,No Rain,2001-7-15
2001,19,Loudon,New Hampshire International Speedway,1.058,paved track,300,Dale Jarrett,Jeff Gordon,Ricky Rudd,Jimmy Spencer,Tony Stewart,Ford,Chevrolet,Ford,Ford,Pontiac,317.40000000000003,False,1,0,3,1,0,0,25.6,15.0,52.0,0.0,,200.0,9.4,,1014.1,,No Rain,2001-7-22
2001,20,Pocono,Pocono Raceway,2.5,paved track,200,Bobby Labonte,"Dale Earnhardt, Jr.",Tony Stewart,Bill Elliott,"Johnny Benson, Jr.",Pontiac,Chevrolet,Pontiac,Dodge,Pontiac,500.0,False,3,0,0,1,1,0,22.8,12.7,53.0,0.0,,170.0,11.2,,1022.4,,No Rain,2001-7-29
2001,21,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,160,Jeff Gordon,Sterling Marlin,"Johnny Benson, Jr.",Rusty Wallace,Kurt Busch,Chevrolet,Dodge,Pontiac,Ford,Ford,400.0,False,1,0,2,1,1,0,29.4,19.4,55.0,0.0,,20.0,14.8,,1015.3,,No Rain,2001-8-5
2001,23,Michigan,Michigan International Speedway,2.0,paved track,162,Sterling Marlin,Ricky Craven,Bill Elliott,Matt Kenseth,"Johnny Benson, Jr.",Dodge,Ford,Dodge,Ford,Pontiac,324.0,True,1,0,2,0,2,0,17.8,17.2,96.0,2.8,,30.0,5.4,,1010.4,,Moderate Rain,2001-8-19
2001,24,Bristol,Bristol Motor Speedway,0.533,paved track,500,Tony Stewart,Kevin Harvick,Jeff Gordon,Ricky Rudd,Rusty Wallace,Pontiac,Chevrolet,Chevrolet,Ford,Ford,266.5,False,1,0,2,2,0,0,25.6,19.5,69.0,0.0,,,0.0,,1017.1,,No Rain,2001-8-25
2001,26,Richmond,Richmond International Raceway,0.75,paved track,400,Ricky Rudd,Kevin Harvick,"Dale Earnhardt, Jr.",Dale Jarrett,Rusty Wallace,Ford,Chevrolet,Chevrolet,Ford,Ford,300.0,False,0,0,3,2,0,0,23.9,19.0,74.0,0.0,,140.0,14.8,,1018.6,,No Rain,2001-9-8
2001,27,Dover,Dover Downs International Speedway,1.0,paved track,400,"Dale Earnhardt, Jr.",Jerry Nadeau,Ricky Rudd,Jeff Gordon,Tony Stewart,Chevrolet,Chevrolet,Ford,Chevrolet,Pontiac,400.0,False,1,0,1,3,0,0,22.2,21.0,93.0,0.0,,150.0,13.0,,1016.1,,No Rain,2001-9-23
2001,28,Kansas,Kansas Speedway,1.5,paved track,267,Jeff Gordon,Ryan Newman,Ricky Rudd,Rusty Wallace,Sterling Marlin,Chevrolet,Ford,Ford,Ford,Dodge,400.5,False,0,0,3,1,1,0,18.3,12.3,68.0,0.0,,80.0,13.0,,1024.5,,No Rain,2001-9-30
2001,29,Charlotte,Lowe's Motor Speedway,1.5,paved track,334,Sterling Marlin,Tony Stewart,Ward Burton,"Dale Earnhardt, Jr.",Jeff Burton,Dodge,Pontiac,Dodge,Chevrolet,Ford,501.0,False,1,0,1,1,2,0,14.4,3.8,49.0,0.0,,10.0,24.1,,1017.1,,No Rain,2001-10-7
2001,30,Martinsville,Martinsville Speedway,0.526,paved track,500,Ricky Craven,Dale Jarrett,Ward Burton,Bobby Labonte,Jeff Burton,Ford,Ford,Dodge,Pontiac,Ford,263.0,False,1,0,3,0,1,0,19.4,18.2,93.0,0.0,,320.0,7.6,,1010.0,,No Rain,2001-10-15
2001,31,Talladega,Talladega Superspeedway,2.66,paved track,188,"Dale Earnhardt, Jr.",Tony Stewart,Jeff Burton,Matt Kenseth,Bobby Hamilton,Chevrolet,Pontiac,Ford,Ford,Chevrolet,500.08,False,1,0,2,2,0,0,17.2,14.5,84.0,0.0,,,0.0,,1019.8,,No Rain,2001-10-21
2001,32,Phoenix,Phoenix International Raceway,1.0,paved track,312,Jeff Burton,Mike Wallace,Ricky Rudd,Matt Kenseth,Tony Stewart,Ford,Ford,Ford,Ford,Pontiac,312.0,False,1,0,4,0,0,0,35.0,9.4,21.0,0.0,,,0.0,,1010.2,,No Rain,2001-10-28
2001,34,Homestead,Homestead-Miami Speedway,1.5,paved track,267,Bill Elliott,Michael Waltrip,Casey Atwood,Jeff Burton,Sterling Marlin,Dodge,Chevrolet,Dodge,Ford,Dodge,400.5,False,0,0,1,1,3,0,21.7,17.9,79.0,0.0,,100.0,5.4,,1020.4,,No Rain,2001-11-11
2001,35,Atlanta,Atlanta Motor Speedway,1.54,paved track,325,Bobby Labonte,Sterling Marlin,Kevin Harvick,Jerry Nadeau,Ward Burton,Pontiac,Dodge,Chevrolet,Chevrolet,Dodge,500.5,False,1,0,0,2,2,0,18.3,8.8,54.0,0.0,,90.0,7.6,,1025.7,,No Rain,2001-11-18
2001,36,Loudon,New Hampshire International Speedway,1.058,paved track,300,Robby Gordon,Sterling Marlin,Bobby Labonte,Matt Kenseth,Tony Stewart,Chevrolet,Dodge,Pontiac,Ford,Pontiac,317.40000000000003,False,2,0,1,1,1,0,2.2,-2.1,73.0,0.0,,,0.0,,1021.7,,No Rain,2001-11-23
2002,1,Daytona,Daytona International Speedway,2.5,paved track,200,Ward Burton,Elliott Sadler,Geoffrey Bodine,Kurt Busch,Michael Waltrip,Dodge,Ford,Ford,Ford,Chevrolet,500.0,False,0,0,3,1,1,0,16.1,10.6,70.0,0.0,,240.0,5.4,,1016.8,,No Rain,2002-2-17
2002,3,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,267,Sterling Marlin,Jeremy Mayfield,Mark Martin,Ryan Newman,Tony Stewart,Dodge,Dodge,Ford,Ford,Pontiac,400.5,False,1,0,2,0,2,0,10.6,-15.8,14.0,0.0,,10.0,14.8,,1024.9,,No Rain,2002-3-3
2002,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,325,Tony Stewart,"Dale Earnhardt, Jr.",Jimmie Johnson,Matt Kenseth,Ricky Craven,Pontiac,Chevrolet,Chevrolet,Ford,Ford,500.5,False,1,0,2,2,0,0,17.2,15.0,87.0,0.0,,260.0,14.8,,1024.0,,No Rain,2002-3-10
2002,6,Bristol,Bristol Motor Speedway,0.533,paved track,500,Kurt Busch,Jimmy Spencer,Ricky Rudd,"Dale Earnhardt, Jr.",Bobby Labonte,Ford,Dodge,Ford,Chevrolet,Pontiac,266.5,False,1,0,2,1,1,0,6.7,-10.6,28.0,0.0,,240.0,13.0,,1020.5,,No Rain,2002-3-24
2002,7,Fort Worth,Texas Motor Speedway,1.5,paved track,334,Matt Kenseth,Jeff Gordon,Mark Martin,Ricky Rudd,Tony Stewart,Ford,Chevrolet,Ford,Ford,Pontiac,501.0,False,1,0,3,1,0,0,19.4,18.9,97.0,9.9,,210.0,29.5,,1003.8,,Heavy Rain,2002-4-8
2002,8,Martinsville,Martinsville Speedway,0.526,paved track,500,Bobby Labonte,Matt Kenseth,Tony Stewart,Dale Jarrett,"Dale Earnhardt, Jr.",Pontiac,Ford,Pontiac,Ford,Chevrolet,263.0,False,2,0,2,1,0,0,20.6,10.7,53.0,0.0,,220.0,9.4,,1021.1,,No Rain,2002-4-14
2002,9,Talladega,Talladega Superspeedway,2.66,paved track,188,"Dale Earnhardt, Jr.",Michael Waltrip,Kurt Busch,Jeff Gordon,Sterling Marlin,Chevrolet,Chevrolet,Ford,Chevrolet,Dodge,500.08,False,0,0,1,3,1,0,27.2,18.2,58.0,0.0,,240.0,7.6,,1013.5,,No Rain,2002-4-21
2002,10,Fontana,California Speedway,2.0,paved track,250,Jimmie Johnson,Kurt Busch,Ricky Rudd,Bill Elliott,Mark Martin,Chevrolet,Ford,Ford,Dodge,Ford,500.0,False,0,0,3,1,1,0,15.6,8.8,64.0,0.0,,240.0,14.8,,1017.7,,No Rain,2002-4-28
2002,11,Richmond,Richmond International Raceway,0.75,paved track,400,Tony Stewart,Ryan Newman,Jeff Burton,Mark Martin,Jeremy Mayfield,Pontiac,Ford,Ford,Ford,Dodge,300.0,False,1,0,3,0,1,0,11.1,9.4,89.0,0.5,,350.0,5.4,,1025.7,,Light Rain,2002-5-5
2002,12,Charlotte,Lowe's Motor Speedway,1.5,paved track,400,Mark Martin,Matt Kenseth,Ricky Craven,Ricky Rudd,Jeff Gordon,Ford,Ford,Ford,Ford,Chevrolet,600.0,False,0,0,4,1,0,0,26.1,14.6,49.0,0.0,,200.0,5.4,,1016.5,,No Rain,2002-5-26
2002,13,Dover,Dover International Speedway,1.0,paved track,400,Jimmie Johnson,Bill Elliott,Jeff Burton,Ryan Newman,Dale Jarrett,Chevrolet,Dodge,Ford,Ford,Ford,400.0,False,0,0,3,1,1,0,26.7,16.0,52.0,0.0,,240.0,9.4,,1003.2,,No Rain,2002-6-2
2002,14,Pocono,Pocono Raceway,2.5,paved track,200,Dale Jarrett,Mark Martin,Jimmie Johnson,Sterling Marlin,Jeff Gordon,Ford,Ford,Chevrolet,Dodge,Chevrolet,500.0,False,0,0,2,2,1,0,20.0,12.3,61.0,0.0,,190.0,11.2,,1022.0,,No Rain,2002-6-9
2002,15,Michigan,Michigan International Speedway,2.0,paved track,200,Matt Kenseth,Dale Jarrett,Ryan Newman,Michael Waltrip,Jeff Gordon,Ford,Ford,Ford,Chevrolet,Chevrolet,400.0,False,0,0,3,2,0,0,22.2,9.0,43.0,0.0,,270.0,18.7,,1004.4,,No Rain,2002-6-16
2002,16,Sonoma,Infineon Raceway,1.99,road course,110,Ricky Rudd,Tony Stewart,Terry Labonte,Kurt Busch,Jeff Green,Ford,Pontiac,Chevrolet,Ford,Chevrolet,218.9,False,1,0,2,2,0,0,14.4,10.6,78.0,0.0,,250.0,35.3,,1020.4,,No Rain,2002-6-23
2002,17,Daytona,Daytona International Speedway,2.5,paved track,160,Michael Waltrip,Rusty Wallace,Sterling Marlin,Jimmy Spencer,Mark Martin,Chevrolet,Ford,Dodge,Dodge,Ford,400.0,False,0,0,2,1,2,0,23.9,22.9,94.0,0.0,,180.0,7.6,,1016.2,,No Rain,2002-7-6
2002,18,Chicago,Chicagoland Speedway,1.5,paved track,267,Kevin Harvick,Jeff Gordon,Tony Stewart,Jimmie Johnson,Ryan Newman,Chevrolet,Chevrolet,Pontiac,Chevrolet,Ford,400.5,False,1,0,1,3,0,0,26.0,8.0,32.0,0.0,,40.0,14.8,,1014.0,,No Rain,2002-7-14
2002,19,Loudon,New Hampshire International Speedway,1.058,paved track,300,Ward Burton,Jeff Green,Dale Jarrett,Rusty Wallace,Ryan Newman,Dodge,Chevrolet,Ford,Ford,Ford,317.40000000000003,False,0,0,3,1,1,0,21.7,17.3,76.0,0.0,,150.0,14.8,,1016.7,,No Rain,2002-7-21
2002,20,Pocono,Pocono Raceway,2.5,paved track,175,Bill Elliott,Kurt Busch,Sterling Marlin,Dale Jarrett,Ryan Newman,Dodge,Ford,Dodge,Ford,Ford,437.5,False,0,0,3,0,2,0,25.0,20.7,77.0,0.0,,150.0,9.4,,1013.9,,No Rain,2002-7-28
2002,21,Indianapolis,Indianapolis Motor Speedway,2.5,paved track,160,Bill Elliott,Rusty Wallace,Matt Kenseth,Ryan Newman,Kevin Harvick,Dodge,Ford,Ford,Ford,Chevrolet,400.0,False,0,0,3,1,1,0,32.2,22.9,58.0,0.0,,330.0,9.4,,1019.2,,No Rain,2002-8-4
2002,23,Michigan,Michigan International Speedway,2.0,paved track,200,Dale Jarrett,Tony Stewart,Kevin Harvick,Jeff Burton,Mark Martin,Ford,Pontiac,Chevrolet,Ford,Ford,400.0,False,1,0,3,1,0,0,28.9,21.2,63.0,0.0,,220.0,14.8,,1010.9,,No Rain,2002-8-18
2002,24,Bristol,Bristol Motor Speedway,0.533,paved track,500,Jeff Gordon,Rusty Wallace,"Dale Earnhardt, Jr.",Kevin Harvick,Matt Kenseth,Chevrolet,Ford,Chevrolet,Chevrolet,Ford,266.5,False,0,0,2,3,0,0,29.4,21.6,63.0,0.0,,210.0,5.4,,1013.9,,No Rain,2002-8-24
2002,25,Darlington,Darlington Raceway,1.366,paved track,367,Jeff Gordon,Ryan Newman,Bill Elliott,Sterling Marlin,Dale Jarrett,Chevrolet,Ford,Dodge,Dodge,Ford,501.32200000000006,False,0,0,2,1,2,0,21.7,21.0,96.0,0.5,,20.0,14.8,,1022.8,,Light Rain,2002-9-1
2002,26,Richmond,Richmond International Raceway,0.75,paved track,400,Matt Kenseth,Ryan Newman,Jeff Green,"Dale Earnhardt, Jr.",Todd Bodine,Ford,Ford,Chevrolet,Chevrolet,Ford,300.0,False,0,0,3,2,0,0,23.3,12.9,52.0,0.0,,120.0,5.4,,1021.5,,No Rain,2002-9-7
2002,27,Loudon,New Hampshire International Speedway,1.058,paved track,207,Ryan Newman,Kurt Busch,Tony Stewart,"Johnny Benson, Jr.",Bobby Labonte,Ford,Ford,Pontiac,Pontiac,Pontiac,219.006,True,3,0,2,0,0,0,18.9,15.6,81.0,0.0,,,0.0,,1020.2,,No Rain,2002-9-15
2002,28,Dover,Dover International Speedway,1.0,paved track,400,Jimmie Johnson,Mark Martin,Dale Jarrett,Matt Kenseth,Tony Stewart,Chevrolet,Ford,Ford,Ford,Pontiac,400.0,False,1,0,3,1,0,0,23.9,20.6,82.0,0.0,,140.0,14.8,,1015.7,,No Rain,2002-9-22
